,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,아파트_단지_수,아파트_평균_면적,아파트_평균_시가
201,2020,1,R,전통시장,1001356,수유중앙시장,2,55,108750000
202,2020,2,R,전통시장,1001355,강북종합시장,7,48,122968074
203,2020,1,R,전통시장,1001355,강북종합시장,7,48,122968074
204,2020,2,R,전통시장,1001354,우이시장,36,49,116487876
205,2020,1,R,전통시장,1001354,우이시장,36,49,116487876
206,2020,2,R,전통시장,1001353,수유전통시장,3,61,157212176
207,2020,1,R,전통시장,1001353,수유전통시장,3,61,157212176
208,2020,2,R,전통시장,1001352,번동북부골목시장,8,56,169478765
209,2020,1,R,전통시장,1001352,번동북부골목시장,8,56,169478765
210,2020,2,R,전통시장,1001350,숭인시장,2,41,155484375
211,2020,1,R,전통시장,1001350,숭인시장,2,41,155484375
212,2020,2,R,전통시장,1001349,방천골목시장,4,44,141642045
213,2020,1,R,전통시장,1001349,방천골목시장,4,44,141642045
214,2020,2,R,전통시장,1001347,석관황금시장,5,45,155293333
215,2020,1,R,전통시장,1001347,석관황금시장,5,45,155293333
216,2020,2,R,전통시장,1001345,새석관시장,1,37,22819512
217,2020,1,R,전통시장,1001345,새석관시장,1,37,22819512
218,2020,2,R,전통시장,1001343,장위전통시장,5,66,167111111
219,2020,1,R,전통시장,1001343,장위전통시장,5,66,167111111
220,2020,2,R,전통시장,1001342,밤나무골시장,2,51,71711538
221,2020,1,R,전통시장,1001342,밤나무골시장,2,51,71711538
222,2020,2,R,전통시장,1001340,정릉시장,30,51,155465885
223,2020,1,R,전통시장,1001340,정릉시장,30,51,155465885
224,2020,2,R,전통시장,1001339,정릉아리랑시장,9,55,192902888
225,2020,1,R,전통시장,1001339,정릉아리랑시장,9,55,192902888
226,2020,2,R,전통시장,1001337,유영시장,2,60,180075000
227,2020,1,R,전통시장,1001337,유영시장,2,60,180075000
228,2020,2,R,전통시장,1001336,우림골목시장,19,54,130929772
229,2020,1,R,전통시장,1001336,우림골목시장,19,54,130929772
230,2020,2,R,전통시장,1001335,묵1동도깨비시장,17,48,130566556
231,2020,1,R,전통시장,1001335,묵1동도깨비시장,17,48,130566556
232,2020,2,R,전통시장,1001334,태능시장,4,64,175721752
233,2020,1,R,전통시장,1001334,태능시장,4,64,175721752
234,2020,2,R,전통시장,1001333,중화제일시장,16,50,143519028
235,2020,1,R,전통시장,1001333,중화제일시장,16,50,143519028
236,2020,2,R,전통시장,1001332,사가정시장,11,53,163307651
237,2020,1,R,전통시장,1001332,사가정시장,11,53,163307651
238,2020,2,R,전통시장,1001331,면목골목시장,15,73,148010317
239,2020,1,R,전통시장,1001331,면목골목시장,15,73,148010317
240,2020,2,R,전통시장,1001330,동원시장,21,51,142400772
241,2020,1,R,전통시장,1001330,동원시장,21,51,142400772
242,2020,2,R,전통시장,1001329,동부골목시장,20,37,131474045
243,2020,1,R,전통시장,1001329,동부골목시장,20,37,131474045
244,2020,2,R,전통시장,1001328,이문제일시장,1,68,215833333
245,2020,1,R,전통시장,1001328,이문제일시장,1,68,215833333
246,2020,2,R,전통시장,1001327,이경시장,2,63,202500000
247,2020,1,R,전통시장,1001327,이경시장,2,63,202500000
248,2020,2,R,전통시장,1001326,회기시장,6,39,132069521
249,2020,1,R,전통시장,1001326,회기시장,6,39,132069521
250,2020,2,R,전통시장,1001324,전곡시장,4,62,201350000
251,2020,1,R,전통시장,1001324,전곡시장,4,62,201350000
252,2020,2,R,전통시장,1001323,답십리시장,2,59,139476190
253,2020,1,R,전통시장,1001323,답십리시장,2,59,139476190
254,2020,2,R,전통시장,1001317,청량리농수산물시장,2,56,201325000
255,2020,1,R,전통시장,1001317,청량리농수산물시장,2,56,201325000
256,2020,2,R,전통시장,1001316,서울약령시장,3,41,146845455
257,2020,1,R,전통시장,1001316,서울약령시장,3,41,146845455
258,2020,2,R,전통시장,1001313,청량리수산시장,1,39,176000000
259,2020,1,R,전통시장,1001313,청량리수산시장,1,39,176000000
260,2020,2,R,전통시장,1001310,구의시장,3,43,201400000
261,2020,1,R,전통시장,1001310,구의시장,3,43,201400000
262,2020,2,R,전통시장,1001309,조양시장,3,19,93491841
263,2020,1,R,전통시장,1001309,조양시장,3,19,93491841
264,2020,2,R,전통시장,1001308,영동교골목시장,9,56,209838921
265,2020,1,R,전통시장,1001308,영동교골목시장,9,56,209838921
266,2020,2,R,전통시장,1001306,노룬산골목시장,1,24,108000000
267,2020,1,R,전통시장,1001306,노룬산골목시장,1,24,108000000
268,2020,2,R,전통시장,1001305,자양종합시장,1,63,256300000
269,2020,1,R,전통시장,1001305,자양종합시장,1,63,256300000
270,2020,2,R,전통시장,1001304,자양골목시장,35,48,183757675
271,2020,1,R,전통시장,1001304,자양골목시장,35,48,183757675
272,2020,2,R,전통시장,1001303,신성골목시장,1,55,108000000
273,2020,1,R,전통시장,1001303,신성골목시장,1,55,108000000
274,2020,2,R,전통시장,1001302,면곡골목시장,4,48,148435714
275,2020,1,R,전통시장,1001302,면곡골목시장,4,48,148435714
276,2020,2,R,전통시장,1001301,중곡제일시장,5,54,199593312
277,2020,1,R,전통시장,1001301,중곡제일시장,5,54,199593312
278,2020,2,R,전통시장,1001300,화양제일골목시장,9,30,114672531
279,2020,1,R,전통시장,1001300,화양제일골목시장,9,30,114672531
280,2020,2,R,전통시장,1001298,성동용답상가시장,11,63,152917659
281,2020,1,R,전통시장,1001298,성동용답상가시장,11,63,152917659
282,2020,2,R,전통시장,1001297,뚝도시장,1,53,267217949
283,2020,1,R,전통시장,1001297,뚝도시장,1,53,267217949
284,2020,2,R,전통시장,1001296,금남시장,1,58,222000000
285,2020,1,R,전통시장,1001296,금남시장,1,58,222000000
286,2020,2,R,전통시장,1001295,행당시장,1,59,149444444
287,2020,1,R,전통시장,1001295,행당시장,1,59,149444444
288,2020,2,R,전통시장,1001294,마장축산물시장,2,98,401196800
289,2020,1,R,전통시장,1001294,마장축산물시장,2,98,401196800
290,2020,2,R,전통시장,1001292,이태원제일시장,2,58,230000000
291,2020,1,R,전통시장,1001292,이태원제일시장,2,58,230000000
292,2020,2,R,전통시장,1001290,이촌종합시장,4,75,284337500
293,2020,1,R,전통시장,1001290,이촌종합시장,4,75,284337500
294,2020,2,R,전통시장,1001289,용문전통시장,2,15,90254630
295,2020,1,R,전통시장,1001289,용문전통시장,2,15,90254630
296,2020,2,R,전통시장,1001286,후암시장,2,56,210900862
297,2020,1,R,전통시장,1001286,후암시장,2,56,210900862
298,2020,2,R,전통시장,1001284,서울중앙시장,1,44,119111111
299,2020,1,R,전통시장,1001284,서울중앙시장,1,44,119111111
300,2020,2,R,전통시장,1001283,백학시장,6,59,179247024
301,2020,1,R,전통시장,1001283,백학시장,6,59,179247024
302,2020,2,R,전통시장,1001282,약수시장,15,59,173387878
303,2020,1,R,전통시장,1001282,약수시장,15,59,173387878
304,2020,2,R,전통시장,1001279,동평화시장,1,65,151137931
305,2020,1,R,전통시장,1001279,동평화시장,1,65,151137931
306,2020,2,R,전통시장,1001277,방산종합시장,1,34,67500000
307,2020,1,R,전통시장,1001277,방산종합시장,1,34,67500000
308,2020,2,R,전통시장,1001271,동묘시장,5,27,111891667
309,2020,1,R,전통시장,1001271,동묘시장,5,27,111891667
310,2020,2,R,전통시장,1001269,동문시장,1,44,83826923
311,2020,1,R,전통시장,1001269,동문시장,1,44,83826923
312,2020,2,R,전통시장,1001264,통인시장,6,92,270670393
313,2020,1,R,전통시장,1001264,통인시장,6,92,270670393
314,2020,2,D,발달상권,1001263,서울 노원구 노원역_3,1,19,84714286
315,2020,1,D,발달상권,1001263,서울 노원구 노원역_3,1,19,84714286
316,2020,2,D,발달상권,1001260,창동역,1,15,75675000
317,2020,1,D,발달상권,1001260,창동역,1,15,75675000
318,2020,2,D,발달상권,1001259,서울 강북구 수유역_3,4,57,123554067
319,2020,1,D,발달상권,1001259,서울 강북구 수유역_3,4,57,123554067
320,2020,2,D,발달상권,1001257,서울 강북구 수유역_2,21,55,149208483
321,2020,1,D,발달상권,1001257,서울 강북구 수유역_2,21,55,149208483
322,2020,2,D,발달상권,1001256,서울 강북구 수유역_1,8,44,119078853
323,2020,1,D,발달상권,1001256,서울 강북구 수유역_1,8,44,119078853
324,2020,2,D,발달상권,1001255,서울 은평구 연신내역_3,1,22,42210526
325,2020,1,D,발달상권,1001255,서울 은평구 연신내역_3,1,22,42210526
326,2020,2,D,발달상권,1001254,서울 은평구 연신내역_2,9,40,94142927
327,2020,1,D,발달상권,1001254,서울 은평구 연신내역_2,9,40,94142927
328,2020,2,D,발달상권,1001253,서울 은평구 연신내역_1,4,41,155201291
329,2020,1,D,발달상권,1001253,서울 은평구 연신내역_1,4,41,155201291
330,2020,2,D,발달상권,1001252,서울 성북구 미아삼거리역_2,2,39,108833333
331,2020,1,D,발달상권,1001252,서울 성북구 미아삼거리역_2,2,39,108833333
332,2020,2,D,발달상권,1001251,서울 강북구 미아삼거리역_1,3,39,117396825
333,2020,1,D,발달상권,1001251,서울 강북구 미아삼거리역_1,3,39,117396825
334,2020,2,D,발달상권,1001250,서울 은평구 불광역_3,14,24,124113913
335,2020,1,D,발달상권,1001250,서울 은평구 불광역_3,14,24,124113913
336,2020,2,D,발달상권,1001249,서울 은평구 불광역_2,14,31,120582313
337,2020,1,D,발달상권,1001249,서울 은평구 불광역_2,14,31,120582313
338,2020,2,D,발달상권,1001248,서울 은평구 불광역_1,12,46,121161351
339,2020,1,D,발달상권,1001248,서울 은평구 불광역_1,12,46,121161351
340,2020,2,D,발달상권,1001246,미아사거리_1,2,52,236732297
341,2020,1,D,발달상권,1001246,미아사거리_1,2,52,236732297
342,2020,2,D,발달상권,1001245,서울 성북구 성신여대입구역,5,35,140618254
343,2020,1,D,발달상권,1001245,서울 성북구 성신여대입구역,5,35,140618254
344,2020,2,D,발달상권,1001244,경희대학교,2,20,87028409
345,2020,1,D,발달상권,1001244,경희대학교,2,20,87028409
346,2020,2,D,발달상권,1001243,서울 성북구 안암역,1,19,81750000
347,2020,1,D,발달상권,1001243,서울 성북구 안암역,1,19,81750000
348,2020,2,D,발달상권,1001242,혜화역 대학로_3,11,42,152628083
349,2020,1,D,발달상권,1001242,혜화역 대학로_3,11,42,152628083
350,2020,2,D,발달상권,1001241,혜화역 대학로_2,10,66,214224386
351,2020,1,D,발달상권,1001241,혜화역 대학로_2,10,66,214224386
352,2020,2,D,발달상권,1001240,혜화역 대학로_1,13,67,193230128
353,2020,1,D,발달상권,1001240,혜화역 대학로_1,13,67,193230128
354,2020,2,D,발달상권,1001238,서울 동대문구 청량리역,3,95,397727585
355,2020,1,D,발달상권,1001238,서울 동대문구 청량리역,3,95,397727585
356,2020,2,D,발달상권,1001237,서울 종로구 경복궁역_2,3,65,266722222
357,2020,1,D,발달상권,1001237,서울 종로구 경복궁역_2,3,65,266722222
358,2020,2,D,발달상권,1001236,서울 종로구 안국역_2,2,71,215900000
359,2020,1,D,발달상권,1001236,서울 종로구 안국역_2,2,71,215900000
360,2020,2,D,발달상권,1001234,서울 종로구 경복궁역_1,7,67,261017687
361,2020,1,D,발달상권,1001234,서울 종로구 경복궁역_1,7,67,261017687
362,2020,2,D,발달상권,1001231,서울 동대문구 신설동역_2,4,34,127712912
363,2020,1,D,발달상권,1001231,서울 동대문구 신설동역_2,4,34,127712912
364,2020,2,D,발달상권,1001230,인사동,1,85,171630872
365,2020,1,D,발달상권,1001230,인사동,1,85,171630872
366,2020,2,D,발달상권,1001229,서울 종로구 종로5가역_4,1,25,83500000
367,2020,1,D,발달상권,1001229,서울 종로구 종로5가역_4,1,25,83500000
368,2020,2,D,발달상권,1001227,종로구청,1,141,690722222
369,2020,1,D,발달상권,1001227,종로구청,1,141,690722222
370,2020,2,D,발달상권,1001226,서울 종로구 종로5가역_2,10,39,176304234
371,2020,1,D,발달상권,1001226,서울 종로구 종로5가역_2,10,39,176304234
372,2020,2,D,발달상권,1001225,신설동역,2,15,84250000
373,2020,1,D,발달상권,1001225,신설동역,2,15,84250000
374,2020,2,D,발달상권,1001224,서울 동대문구 신설동역_1,2,48,147279412
375,2020,1,D,발달상권,1001224,서울 동대문구 신설동역_1,2,48,147279412
376,2020,2,D,발달상권,1001223,서울 종로구 광화문역_2,8,116,598463056
377,2020,1,D,발달상권,1001223,서울 종로구 광화문역_2,8,116,598463056
378,2020,2,D,발달상권,1001221,장안동사거리,22,61,207323604
379,2020,1,D,발달상권,1001221,장안동사거리,22,61,207323604
380,2020,2,D,발달상권,1001213,종각역 젊음의 거리,1,21,109285714
381,2020,1,D,발달상권,1001213,종각역 젊음의 거리,1,21,109285714
382,2020,2,D,발달상권,1001210,시청역_2,2,75,541220399
383,2020,1,D,발달상권,1001210,시청역_2,2,75,541220399
384,2020,2,D,발달상권,1001208,서울 중구 을지로3가역_2,2,77,220729143
385,2020,1,D,발달상권,1001208,서울 중구 을지로3가역_2,2,77,220729143
386,2020,2,D,발달상권,1001207,서울 중구 신당역_2,2,20,186508889
387,2020,1,D,발달상권,1001207,서울 중구 신당역_2,2,20,186508889
388,2020,2,D,발달상권,1001206,서대문구 서대문역_2,6,41,157996791
389,2020,1,D,발달상권,1001206,서대문구 서대문역_2,6,41,157996791
390,2020,2,D,발달상권,1001205,동대문역사문화공원역,1,46,86000000
391,2020,1,D,발달상권,1001205,동대문역사문화공원역,1,46,86000000
392,2020,2,D,발달상권,1001201,서울 중구 신당역_1,6,68,228498745
393,2020,1,D,발달상권,1001201,서울 중구 신당역_1,6,68,228498745
394,2020,2,D,발달상권,1001199,서울 중구 충무로역_2,2,72,207367072
395,2020,1,D,발달상권,1001199,서울 중구 충무로역_2,2,72,207367072
396,2020,2,D,발달상권,1001198,서울 강서구 송정역,30,45,120743485
397,2020,1,D,발달상권,1001198,서울 강서구 송정역,30,45,120743485
398,2020,2,D,발달상권,1001197,장한평역_2,13,54,176784077
399,2020,1,D,발달상권,1001197,장한평역_2,13,54,176784077
400,2020,2,D,발달상권,1001196,시청역_1,1,76,446396132
401,2020,1,D,발달상권,1001196,시청역_1,1,76,446396132
402,2020,2,D,발달상권,1001195,왕십리역_2,1,20,165800000
403,2020,1,D,발달상권,1001195,왕십리역_2,1,20,165800000
404,2020,2,D,발달상권,1001193,장한평역_1,1,85,284857143
405,2020,1,D,발달상권,1001193,장한평역_1,1,85,284857143
