,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수
6262,2019,2,D,발달상권,1001033,서울 서초구 남부터미널역_1,26
6263,2019,2,D,발달상권,1001032,서울 관악구 신림역_2,25
6264,2019,2,D,발달상권,1001031,서울 관악구 신림역_1,21
6265,2019,2,D,발달상권,1001030,양재역_2,47
6266,2019,2,D,발달상권,1001029,양재역_1,27
6267,2019,2,D,발달상권,1001028,서울 관악구 서울대입구역_2,15
6268,2019,2,D,발달상권,1001027,가산디지털단지역_3,99
6269,2019,2,D,발달상권,1001026,구로디지털단지역,8
6270,2019,2,D,발달상권,1001025,서울 관악구 서울대입구역_1,136
6271,2019,2,D,발달상권,1001024,관악구 사당역_1,32
6272,2019,2,D,발달상권,1001023,가산디지털단지역_2,63
6273,2019,2,D,발달상권,1001022,관악구 사당역_2,30
6274,2019,2,D,발달상권,1001021,가산디지털단지역_1,30
6275,2019,2,D,발달상권,1001020,장지역,12
6276,2019,2,D,발달상권,1001019,포이사거리_1,18
6277,2019,2,D,발달상권,1001018,포이사거리_2,29
6278,2019,2,D,발달상권,1001017,관악구 사당역_3,15
6279,2019,2,D,발달상권,1001016,서울 관악구 대학동_1,20
6280,2019,2,D,발달상권,1001015,서울 금천구 독산1동_1,54
6281,2019,2,D,발달상권,1001014,양재동 꽃시장,9
6282,2019,2,D,발달상권,1001013,양재 화물트럭터미널앞_2,9
6283,2019,2,D,발달상권,1001012,양재 화물트럭터미널앞_1,2
6284,2019,2,D,발달상권,1001011,서울 금천구 시흥1동_4,77
6285,2019,2,A,골목상권,1001010,풍성로37가길,10
6286,2019,2,A,골목상권,1001009,천호옛길,9
6287,2019,2,A,골목상권,1001008,천호옛14길,7
6288,2019,2,A,골목상권,1001007,천호대로219길,15
6289,2019,2,A,골목상권,1001006,천호대로197길,6
6290,2019,2,A,골목상권,1001005,천호대로187길,24
6291,2019,2,A,골목상권,1001004,천호대로170길,15
6292,2019,2,A,골목상권,1001003,천호대로162길,5
6293,2019,2,A,골목상권,1001002,천중로51길,28
6294,2019,2,A,골목상권,1001001,천중로39길,13
6295,2019,2,A,골목상권,1001000,진황도로47길,14
6296,2019,2,A,골목상권,1000999,진황도로27길,12
6297,2019,2,A,골목상권,1000998,올림픽로98길,5
6298,2019,2,A,골목상권,1000997,올림픽로80길,20
6299,2019,2,A,골목상권,1000996,올림픽로78길,6
6300,2019,2,A,골목상권,1000995,올림픽로77길,5
6301,2019,2,A,골목상권,1000994,올림픽로71길,1
6302,2019,2,A,골목상권,1000993,올림픽로48길,9
6303,2019,2,A,골목상권,1000992,양재대로96길,9
6304,2019,2,A,골목상권,1000991,양재대로95길,11
6305,2019,2,A,골목상권,1000990,양재대로91길,9
6306,2019,2,A,골목상권,1000989,양재대로133길,5
6307,2019,2,A,골목상권,1000988,양재대로124길,5
6308,2019,2,A,골목상권,1000987,양재대로116길,5
6309,2019,2,A,골목상권,1000986,양재대로101길,21
6310,2019,2,A,골목상권,1000985,암사길,13
6311,2019,2,A,골목상권,1000984,성안로3길,13
6312,2019,2,A,골목상권,1000983,성내로5길,25
6313,2019,2,A,골목상권,1000982,상일로5길,12
6314,2019,2,A,골목상권,1000981,상암로5길,47
6315,2019,2,A,골목상권,1000980,상암로51길,15
6316,2019,2,A,골목상권,1000979,상암로4길,13
6317,2019,2,A,골목상권,1000978,상암로14길,11
6318,2019,2,A,골목상권,1000977,명일로13길,15
6319,2019,2,A,골목상권,1000976,동남로85길,8
6320,2019,2,A,골목상권,1000975,동남로82길,9
6321,2019,2,A,골목상권,1000974,동남로65길,15
6322,2019,2,A,골목상권,1000973,구천면로42길,13
6323,2019,2,A,골목상권,1000972,구천면로41길,13
6324,2019,2,A,골목상권,1000971,구천면로36길,3
6325,2019,2,A,골목상권,1000970,고덕로61길,5
6326,2019,2,A,골목상권,1000969,고덕로25길,3
6327,2019,2,A,골목상권,1000968,고덕로10길,26
6328,2019,2,A,골목상권,1000967,강동대로53길,13
6329,2019,2,A,골목상권,1000966,풍성로25길,9
6330,2019,2,A,골목상권,1000965,오금로46길,24
6331,2019,2,A,골목상권,1000964,오금로36길,10
6332,2019,2,A,골목상권,1000963,오금로11길,16
6333,2019,2,A,골목상권,1000962,양재대로72길,28
6334,2019,2,A,골목상권,1000961,양재대로71길,15
6335,2019,2,A,골목상권,1000960,양재대로64길,25
6336,2019,2,A,골목상권,1000959,양재대로62길,14
6337,2019,2,A,골목상권,1000958,송파대로30길,26
6338,2019,2,A,골목상권,1000957,송이로36길,18
6339,2019,2,A,골목상권,1000956,송이로32길,12
6340,2019,2,A,골목상권,1000955,송이로23길,13
6341,2019,2,A,골목상권,1000954,삼전로13길,36
6342,2019,2,A,골목상권,1000953,백제고분로50길,14
6343,2019,2,A,골목상권,1000952,백제고분로46길,16
6344,2019,2,A,골목상권,1000951,백제고분로45길,11
6345,2019,2,A,골목상권,1000950,백제고분로42길,4
6346,2019,2,A,골목상권,1000949,백제고분로39길,9
6347,2019,2,A,골목상권,1000948,백제고분로34길,11
6348,2019,2,A,골목상권,1000947,백제고분로33길,10
6349,2019,2,A,골목상권,1000946,백제고분로32길,15
6350,2019,2,A,골목상권,1000945,백제고분로31길,27
6351,2019,2,A,골목상권,1000944,백제고분로22길,37
6352,2019,2,A,골목상권,1000943,백제고분로21길,7
6353,2019,2,A,골목상권,1000942,마천로51길,24
6354,2019,2,A,골목상권,1000941,동남로20길,34
6355,2019,2,A,골목상권,1000940,거마로20길,33
6356,2019,2,A,골목상권,1000939,학동로77길,22
6357,2019,2,A,골목상권,1000938,학동로6길,7
6358,2019,2,A,골목상권,1000937,학동로56길,17
6359,2019,2,A,골목상권,1000936,학동로38길,7
6360,2019,2,A,골목상권,1000935,테헤란로81길,12
6361,2019,2,A,골목상권,1000934,일원로9길,13
6362,2019,2,A,골목상권,1000933,일원로3길,16
6363,2019,2,A,골목상권,1000932,영동대로65길,9
6364,2019,2,A,골목상권,1000931,영동대로112길,25
6365,2019,2,A,골목상권,1000930,언주로81길,27
6366,2019,2,A,골목상권,1000929,압구정로2길,7
6367,2019,2,A,골목상권,1000928,선릉로18길,17
6368,2019,2,A,골목상권,1000927,선릉로146길,16
6369,2019,2,A,골목상권,1000926,선릉로133길,7
6370,2019,2,A,골목상권,1000925,선릉로132길,9
6371,2019,2,A,골목상권,1000924,선릉로121길,11
6372,2019,2,A,골목상권,1000923,삼성로75길,14
6373,2019,2,A,골목상권,1000922,삼성로69길,11
6374,2019,2,A,골목상권,1000921,삼성로64길,4
6375,2019,2,A,골목상권,1000920,삼성로63길,12
6376,2019,2,A,골목상권,1000919,삼성로57길,8
6377,2019,2,A,골목상권,1000918,삼성로147길,3
6378,2019,2,A,골목상권,1000917,삼성로115길,14
6379,2019,2,A,골목상권,1000916,봉은사로68길,3
6380,2019,2,A,골목상권,1000915,봉은사로57길,4
6381,2019,2,A,골목상권,1000914,봉은사로43길,28
6382,2019,2,A,골목상권,1000913,봉은사로29길,15
6383,2019,2,A,골목상권,1000912,봉은사로109길,4
6384,2019,2,A,골목상권,1000911,도산대로89길,7
6385,2019,2,A,골목상권,1000910,도산대로81길,22
6386,2019,2,A,골목상권,1000909,도산대로50길,2
6387,2019,2,A,골목상권,1000908,도산대로38길,6
6388,2019,2,A,골목상권,1000907,도산대로30길,11
6389,2019,2,A,골목상권,1000906,도산대로23길,4
6390,2019,2,A,골목상권,1000905,도산대로15길,1
6391,2019,2,A,골목상권,1000904,도곡로37길,26
6392,2019,2,A,골목상권,1000903,논현로8길,7
6393,2019,2,A,골목상권,1000902,논현로63길,9
6394,2019,2,A,골목상권,1000901,논현로28길,9
6395,2019,2,A,골목상권,1000900,논현로26길,15
6396,2019,2,A,골목상권,1000899,논현로159길,5
6397,2019,2,A,골목상권,1000898,논현로139길,3
6398,2019,2,A,골목상권,1000897,논현로123길,3
6399,2019,2,A,골목상권,1000896,논현로115길,16
6400,2019,2,A,골목상권,1000895,논현로10길,6
6401,2019,2,A,골목상권,1000894,논현로106길,12
6402,2019,2,A,골목상권,1000893,남부순환로365길,12
6403,2019,2,A,골목상권,1000892,개포로82길,11
6404,2019,2,A,골목상권,1000891,개포로28길,5
6405,2019,2,A,골목상권,1000890,개포로20길,10
6406,2019,2,A,골목상권,1000889,개포로17길,13
6407,2019,2,A,골목상권,1000888,강남대로140길,4
6408,2019,2,A,골목상권,1000887,강남대로136길,7
6409,2019,2,A,골목상권,1000886,강남대로118길,3
6410,2019,2,A,골목상권,1000885,서초중앙로8길,14
6411,2019,2,A,골목상권,1000884,방배중앙로21길,11
6412,2019,2,A,골목상권,1000883,효령로72길,22
6413,2019,2,A,골목상권,1000882,효령로34길,6
6414,2019,2,A,골목상권,1000881,효령로31길,6
6415,2019,2,A,골목상권,1000880,효령로23길,4
6416,2019,2,A,골목상권,1000879,청두곶길,8
6417,2019,2,A,골목상권,1000878,주흥길,1
6418,2019,2,A,골목상권,1000877,주흥15길,7
6419,2019,2,A,골목상권,1000876,언남길,3
6420,2019,2,A,골목상권,1000875,신반포로45길,9
6421,2019,2,A,골목상권,1000874,서초대로8길,7
6422,2019,2,A,골목상권,1000873,서초대로64길,10
6423,2019,2,A,골목상권,1000872,서초대로4길,12
6424,2019,2,A,골목상권,1000871,서초대로25길,19
6425,2019,2,A,골목상권,1000870,서초대로23길,27
6426,2019,2,A,골목상권,1000869,서초대로15길,6
6427,2019,2,A,골목상권,1000867,사평대로26길,15
6428,2019,2,A,골목상권,1000866,사평대로22길,19
6429,2019,2,A,골목상권,1000865,사임당로17길,10
6430,2019,2,A,골목상권,1000864,방배로42길,17
6431,2019,2,A,골목상권,1000863,방배로35길,30
6432,2019,2,A,골목상권,1000862,방배로18길,5
6433,2019,2,A,골목상권,1000861,반포대로9길,8
6434,2019,2,A,골목상권,1000860,바우뫼로39길,6
6435,2019,2,A,골목상권,1000859,마방로2길,18
6436,2019,2,A,골목상권,1000858,방배천로4안길,7
6437,2019,2,A,골목상권,1000857,동산로19길,2
6438,2019,2,A,골목상권,1000856,동산로10길,15
6439,2019,2,A,골목상권,1000855,동광로39길,16
6440,2019,2,A,골목상권,1000854,동광로1길,11
6441,2019,2,A,골목상권,1000853,동광로12길,9
6442,2019,2,A,골목상권,1000852,논현로27길,9
6443,2019,2,A,골목상권,1000851,논현로1길,11
6444,2019,2,A,골목상권,1000850,남부순환로339길,7
6445,2019,2,A,골목상권,1000849,남부순환로325길,17
6446,2019,2,A,골목상권,1000848,남부순환로317길,10
6447,2019,2,A,골목상권,1000847,고무래로8길,32
6448,2019,2,A,골목상권,1000846,강남대로8길,8
6449,2019,2,A,골목상권,1000845,강남대로34길,7
6450,2019,2,A,골목상권,1000844,강남대로23길,3
6451,2019,2,A,골목상권,1000843,소담길,6
6452,2019,2,A,골목상권,1000842,원신길,10
6453,2019,2,A,골목상권,1000840,양산길,3
6454,2019,2,A,골목상권,1000839,호암로24길,47
6455,2019,2,A,골목상권,1000838,호암로20길,20
6456,2019,2,A,골목상권,1000837,행운길,13
6457,2019,2,A,골목상권,1000836,행운1길,12
6458,2019,2,A,골목상권,1000835,청림3길,13
6459,2019,2,A,골목상권,1000834,청룡길,21
6460,2019,2,A,골목상권,1000833,청룡8길,11
6461,2019,2,A,골목상권,1000832,중앙길,8
6462,2019,2,A,골목상권,1000831,조원중앙로2길,16
6463,2019,2,A,골목상권,1000830,조원로18길,9
6464,2019,2,A,골목상권,1000829,조원로10길,13
6465,2019,2,A,골목상권,1000828,장군봉2길,8
6466,2019,2,A,골목상권,1000827,장군봉1길,26
6467,2019,2,A,골목상권,1000826,인헌길,14
6468,2019,2,A,골목상권,1000825,은천로25길,7
6469,2019,2,A,골목상권,1000824,양녕로6길,6
6470,2019,2,A,골목상권,1000823,신원로3길,19
6471,2019,2,A,골목상권,1000822,신사로20길,2
6472,2019,2,A,골목상권,1000821,신림로65길,6
6473,2019,2,A,골목상권,1000820,신림로64길,26
6474,2019,2,A,골목상권,1000819,신림로48길,8
6475,2019,2,A,골목상권,1000818,신림로38길,10
6476,2019,2,A,골목상권,1000817,신림로28길,22
6477,2019,2,A,골목상권,1000816,신림로11길,6
6478,2019,2,A,골목상권,1000815,신림동길,14
6479,2019,2,A,골목상권,1000814,승방길,13
6480,2019,2,A,골목상권,1000813,서림7길,23
6481,2019,2,A,골목상권,1000812,봉천로33길,7
6482,2019,2,A,골목상권,1000811,봉천로13길,6
6483,2019,2,A,골목상권,1000810,복은길,13
6484,2019,2,A,골목상권,1000809,법원단지길,11
6485,2019,2,A,골목상권,1000808,법원단지9길,11
6486,2019,2,A,골목상권,1000807,미성5길,9
6487,2019,2,A,골목상권,1000806,대학길,16
6488,2019,2,A,골목상권,1000805,대학14길,20
6489,2019,2,A,골목상권,1000804,당곡길,13
6490,2019,2,A,골목상권,1000803,남현길,3
6491,2019,2,A,골목상권,1000802,남현3길,16
6492,2019,2,A,골목상권,1000801,남현2길,14
6493,2019,2,A,골목상권,1000800,남부순환로248길,23
6494,2019,2,A,골목상권,1000799,남부순환로234길,8
6495,2019,2,A,골목상권,1000798,남부순환로172길,10
6496,2019,2,A,골목상권,1000797,남부순환로161길,16
6497,2019,2,A,골목상권,1000796,남부순환로151길,22
6498,2019,2,A,골목상권,1000795,남부순환로142길,19
6499,2019,2,A,골목상권,1000794,난향길,9
6500,2019,2,A,골목상권,1000793,난우길,10
6501,2019,2,A,골목상권,1000792,난곡로74길,8
6502,2019,2,A,골목상권,1000791,난곡로34길,16
6503,2019,2,A,골목상권,1000790,난곡로26길,9
6504,2019,2,A,골목상권,1000789,난곡로24길,7
6505,2019,2,A,골목상권,1000788,낙성대역길,6
6506,2019,2,A,골목상권,1000787,국회단지길,11
6507,2019,2,A,골목상권,1000786,구암길,18
6508,2019,2,A,골목상권,1000785,관천로22길,12
6509,2019,2,A,골목상권,1000784,관천로15길,3
6510,2019,2,A,골목상권,1000783,관악로30길,20
6511,2019,2,A,골목상권,1000782,관악로28길,17
6512,2019,2,A,골목상권,1000781,관악로14길,8
6513,2019,2,A,골목상권,1000780,관악로10길,8
6514,2019,2,A,골목상권,1000779,흑석로9길,6
6515,2019,2,A,골목상권,1000778,흑석로13길,11
6516,2019,2,A,골목상권,1000777,장승배기로27길,10
6517,2019,2,A,골목상권,1000776,장승배기로19길,8
6518,2019,2,A,골목상권,1000775,장승배기로10길,27
6519,2019,2,A,골목상권,1000774,여의대방로46길,12
6520,2019,2,A,골목상권,1000773,여의대방로24길,12
6521,2019,2,A,골목상권,1000772,여의대방로22카길,20
6522,2019,2,A,골목상권,1000771,여의대방로22나길,6
6523,2019,2,A,골목상권,1000770,여의대방로22길,4
6524,2019,2,A,골목상권,1000769,양녕로26길,13
6525,2019,2,A,골목상권,1000768,신대방길,19
6526,2019,2,A,골목상권,1000767,성대로29길,7
6527,2019,2,A,골목상권,1000766,성대로1길,26
6528,2019,2,A,골목상권,1000765,서달로8가길,9
6529,2019,2,A,골목상권,1000764,서달로15길,26
6530,2019,2,A,골목상권,1000763,서달로14길,2
6531,2019,2,A,골목상권,1000762,서달로10길,1
6532,2019,2,A,골목상권,1000761,상도로62길,29
6533,2019,2,A,골목상권,1000760,상도로61길,15
6534,2019,2,A,골목상권,1000759,상도로47길,8
6535,2019,2,A,골목상권,1000758,상도로37길,12
6536,2019,2,A,골목상권,1000757,상도로15길,26
6537,2019,2,A,골목상권,1000756,사당로8길,13
6538,2019,2,A,골목상권,1000755,사당로30길,10
6539,2019,2,A,골목상권,1000754,사당로2차길,8
6540,2019,2,A,골목상권,1000753,사당로29길,11
6541,2019,2,A,골목상권,1000752,사당로26길,3
6542,2019,2,A,골목상권,1000751,사당로23나길,5
6543,2019,2,A,골목상권,1000750,사당로23길,5
6544,2019,2,A,골목상권,1000749,사당로20길,1
6545,2019,2,A,골목상권,1000748,사당로16길,12
6546,2019,2,A,골목상권,1000747,사당로16가길,10
6547,2019,2,A,골목상권,1000746,만양로8길,38
6548,2019,2,A,골목상권,1000745,만양로14길,36
6549,2019,2,A,골목상권,1000744,등용로14길,28
6550,2019,2,A,골목상권,1000743,동작대로7길,24
6551,2019,2,A,골목상권,1000742,동작대로35길,11
6552,2019,2,A,골목상권,1000741,동작대로33길,14
6553,2019,2,A,골목상권,1000740,동작대로29길,14
6554,2019,2,A,골목상권,1000739,동작대로17길,18
6555,2019,2,A,골목상권,1000738,대방동2길,21
6556,2019,2,A,골목상권,1000737,대방동27길,13
6557,2019,2,A,골목상권,1000736,노량진로6길,2
6558,2019,2,A,골목상권,1000735,국사봉길,20
6559,2019,2,A,골목상권,1000734,국사봉2길,5
6560,2019,2,A,골목상권,1000733,국사봉1길,21
6561,2019,2,A,골목상권,1000732,영신로9길,14
6562,2019,2,A,골목상권,1000731,영등포로84길,23
6563,2019,2,A,골목상권,1000730,영등포로80길,11
6564,2019,2,A,골목상권,1000729,영등포로62길,3
6565,2019,2,A,골목상권,1000728,영등포로35길,23
6566,2019,2,A,골목상권,1000727,영등포로27길,10
6567,2019,2,A,골목상권,1000726,영등포로25길,9
6568,2019,2,A,골목상권,1000725,여의대방로61길,6
6569,2019,2,A,골목상권,1000724,여의대방로43나길,12
6570,2019,2,A,골목상권,1000723,여의대방로39길,11
6571,2019,2,A,골목상권,1000722,여의대방로35길,15
6572,2019,2,A,골목상권,1000721,양평로28길,8
6573,2019,2,A,골목상권,1000720,양평로22라길,6
6574,2019,2,A,골목상권,1000719,양평로19길,17
6575,2019,2,A,골목상권,1000718,신길로60길,12
6576,2019,2,A,골목상권,1000717,신길로42길,7
6577,2019,2,A,골목상권,1000716,신길로42가길,10
6578,2019,2,A,골목상권,1000715,신길로39길,4
6579,2019,2,A,골목상권,1000714,신길로17길,6
6580,2019,2,A,골목상권,1000713,선유서로28길,4
6581,2019,2,A,골목상권,1000712,선유서로25길,12
6582,2019,2,A,골목상권,1000711,선유서로24길,10
6583,2019,2,A,골목상권,1000710,선유로55길,25
6584,2019,2,A,골목상권,1000709,디지털로74길,7
6585,2019,2,A,골목상권,1000708,디지털로57길,22
6586,2019,2,A,골목상권,1000707,디지털로37길,12
6587,2019,2,A,골목상권,1000706,도신로62길,3
6588,2019,2,A,골목상권,1000705,도신로60길,25
6589,2019,2,A,골목상권,1000704,도신로29길,12
6590,2019,2,A,골목상권,1000703,도신로15길,11
6591,2019,2,A,골목상권,1000702,도림천로21길,3
6592,2019,2,A,골목상권,1000701,도림로63길,2
6593,2019,2,A,골목상권,1000700,도림로147길,7
6594,2019,2,A,골목상권,1000699,도림로112길,3
6595,2019,2,A,골목상권,1000698,대림로8길,16
6596,2019,2,A,골목상권,1000697,대림로7길,7
6597,2019,2,A,골목상권,1000696,대림로44길,11
6598,2019,2,A,골목상권,1000695,대림로34길,8
6599,2019,2,A,골목상권,1000694,대림로31길,8
6600,2019,2,A,골목상권,1000693,대림로29길,33
6601,2019,2,A,골목상권,1000692,대림로22길,11
6602,2019,2,A,골목상권,1000691,당산로46길,24
6603,2019,2,A,골목상권,1000690,당산로38길,17
6604,2019,2,A,골목상권,1000689,당산로37길,13
6605,2019,2,A,골목상권,1000688,당산로31길,10
6606,2019,2,A,골목상권,1000687,국회대로56길,19
6607,2019,2,A,골목상권,1000686,경인로90길,3
6608,2019,2,A,골목상권,1000685,경인로80길,3
6609,2019,2,A,골목상권,1000684,경인로77길,16
6610,2019,2,A,골목상권,1000683,가마산로61길,5
6611,2019,2,A,골목상권,1000682,시흥대로94길,20
6612,2019,2,A,골목상권,1000681,시흥대로84길,7
6613,2019,2,A,골목상권,1000680,시흥대로68길,16
6614,2019,2,A,골목상권,1000679,시흥대로63길,13
6615,2019,2,A,골목상권,1000678,시흥대로62가길,7
6616,2019,2,A,골목상권,1000677,시흥대로36길,9
6617,2019,2,A,골목상권,1000676,시흥대로22길,12
6618,2019,2,A,골목상권,1000675,시흥대로153길,10
6619,2019,2,A,골목상권,1000674,시흥대로150길,17
6620,2019,2,A,골목상권,1000673,시흥대로141길,23
6621,2019,2,A,골목상권,1000672,시흥대로138길,17
6622,2019,2,A,골목상권,1000671,시흥대로120길,13
6623,2019,2,A,골목상권,1000670,벚꽃로56길,3
6624,2019,2,A,골목상권,1000669,범안로17길,14
6625,2019,2,A,골목상권,1000668,범안로11길,11
6626,2019,2,A,골목상권,1000667,문성로5길,9
6627,2019,2,A,골목상권,1000666,독산로85길,8
6628,2019,2,A,골목상권,1000665,독산로78다길,7
6629,2019,2,A,골목상권,1000664,독산로70길,11
6630,2019,2,A,골목상권,1000663,독산로64길,8
6631,2019,2,A,골목상권,1000662,독산로50길,14
6632,2019,2,A,골목상권,1000661,독산로40길,21
6633,2019,2,A,골목상권,1000660,독산로108길,27
6634,2019,2,A,골목상권,1000659,남부순환로112길,12
6635,2019,2,A,골목상권,1000658,금하로24길,6
6636,2019,2,A,골목상권,1000657,금하로1길,2
6637,2019,2,A,골목상권,1000656,금하로14길,4
6638,2019,2,A,골목상권,1000655,가산로5길,13
6639,2019,2,A,골목상권,1000654,가산로3길,7
6640,2019,2,A,골목상권,1000653,중앙로1길,24
6641,2019,2,A,골목상권,1000652,중앙로15길,14
6642,2019,2,A,골목상권,1000651,우마길,2
6643,2019,2,A,골목상권,1000650,오류로8길,18
6644,2019,2,A,골목상권,1000649,신도림로13길,8
6645,2019,2,A,골목상권,1000648,새말로18길,5
6646,2019,2,A,골목상권,1000647,부일로1길,12
6647,2019,2,A,골목상권,1000646,부일로15길,9
6648,2019,2,A,골목상권,1000645,부일로11길,11
6649,2019,2,A,골목상권,1000644,디지털로32길,36
6650,2019,2,A,골목상권,1000643,디지털로32가길,12
6651,2019,2,A,골목상권,1000642,디지털로27길,3
6652,2019,2,A,골목상권,1000641,도림로6길,15
6653,2019,2,A,골목상권,1000640,도림로12길,8
6654,2019,2,A,골목상권,1000639,남부순환로97길,19
6655,2019,2,A,골목상권,1000638,구로중앙로8길,16
6656,2019,2,A,골목상권,1000637,구로중앙로7길,22
6657,2019,2,A,골목상권,1000636,구로중앙로42길,2
6658,2019,2,A,골목상권,1000635,구로중앙로34길,5
6659,2019,2,A,골목상권,1000634,구로중앙로28길,19
6660,2019,2,A,골목상권,1000633,구로중앙로19길,7
6661,2019,2,A,골목상권,1000632,구로동로8길,30
6662,2019,2,A,골목상권,1000631,구로동로7길,8
6663,2019,2,A,골목상권,1000630,구로동로42길,6
6664,2019,2,A,골목상권,1000629,구로동로41길,7
6665,2019,2,A,골목상권,1000628,구로동로38길,6
6666,2019,2,A,골목상권,1000627,구로동로28길,4
6667,2019,2,A,골목상권,1000626,구로동로15길,9
6668,2019,2,A,골목상권,1000625,공원로6가길,12
6669,2019,2,A,골목상권,1000624,고척로52길,8
6670,2019,2,A,골목상권,1000623,고척로27다길,10
6671,2019,2,A,골목상권,1000622,고척로27길,10
6672,2019,2,A,골목상권,1000621,고척로21나길,14
6673,2019,2,A,골목상권,1000620,경인로47길,20
6674,2019,2,A,골목상권,1000619,경인로35길,14
6675,2019,2,A,골목상권,1000618,경인로31길,11
6676,2019,2,A,골목상권,1000617,경인로15길,11
6677,2019,2,A,골목상권,1000616,개봉로3길,19
6678,2019,2,A,골목상권,1000615,개봉로2길,19
6679,2019,2,A,골목상권,1000614,개봉로23가길,21
6680,2019,2,A,골목상권,1000613,개봉로20길,16
6681,2019,2,A,골목상권,1000612,개봉로1길,7
6682,2019,2,A,골목상권,1000611,개봉로17다길,21
6683,2019,2,A,골목상권,1000610,개봉로17길,16
6684,2019,2,A,골목상권,1000609,개봉로11길,7
6685,2019,2,A,골목상권,1000608,화곡로64길,14
6686,2019,2,A,골목상권,1000607,화곡로59길,4
6687,2019,2,A,골목상권,1000606,화곡로44나길,17
6688,2019,2,A,골목상권,1000605,화곡로31길,14
6689,2019,2,A,골목상권,1000604,화곡로20길,14
6690,2019,2,A,골목상권,1000603,화곡로13길,12
6691,2019,2,A,골목상권,1000602,초원로16길,7
6692,2019,2,A,골목상권,1000601,초록마을로8길,10
6693,2019,2,A,골목상권,1000600,초록마을로3길,34
6694,2019,2,A,골목상권,1000599,월정로20길,42
6695,2019,2,A,골목상권,1000598,우장산로6길,16
6696,2019,2,A,골목상권,1000597,양천로73가길,18
6697,2019,2,A,골목상권,1000596,양천로71길,19
6698,2019,2,A,골목상권,1000595,양천로49길,10
6699,2019,2,A,골목상권,1000594,양천로26길,18
6700,2019,2,A,골목상권,1000593,양천로24길,5
6701,2019,2,A,골목상권,1000592,양천로24가길,20
6702,2019,2,A,골목상권,1000591,양천로14길,19
6703,2019,2,A,골목상권,1000590,방화대로6라길,6
6704,2019,2,A,골목상권,1000589,방화대로21길,10
6705,2019,2,A,골목상권,1000588,등촌로5길,22
6706,2019,2,A,골목상권,1000587,등촌로55길,4
6707,2019,2,A,골목상권,1000586,등촌로51길,2
6708,2019,2,A,골목상권,1000585,등촌로39길,12
6709,2019,2,A,골목상권,1000584,등촌로13길,12
6710,2019,2,A,골목상권,1000583,남부순환로11길,8
6711,2019,2,A,골목상권,1000582,까치산로4길,13
6712,2019,2,A,골목상권,1000581,국회대로7길,6
6713,2019,2,A,골목상권,1000580,공항대로8길,26
6714,2019,2,A,골목상권,1000579,공항대로61길,2
6715,2019,2,A,골목상권,1000578,공항대로59다길,11
6716,2019,2,A,골목상권,1000577,공항대로59길,13
6717,2019,2,A,골목상권,1000576,공항대로55길,4
6718,2019,2,A,골목상권,1000575,공항대로42길,5
6719,2019,2,A,골목상권,1000574,공항대로38길,7
6720,2019,2,A,골목상권,1000573,곰달래로60길,12
6721,2019,2,A,골목상권,1000572,곰달래로53길,12
6722,2019,2,A,골목상권,1000571,곰달래로47길,12
6723,2019,2,A,골목상권,1000570,곰달래로31길,5
6724,2019,2,A,골목상권,1000569,곰달래로25길,8
6725,2019,2,A,골목상권,1000568,개화동로25길,10
6726,2019,2,A,골목상권,1000567,개화동로23길,24
6727,2019,2,A,골목상권,1000566,강서로8길,17
6728,2019,2,A,골목상권,1000565,강서로5라길,10
6729,2019,2,A,골목상권,1000564,강서로5나길,12
6730,2019,2,A,골목상권,1000563,강서로5가길,36
6731,2019,2,A,골목상권,1000562,강서로47라길,6
6732,2019,2,A,골목상권,1000561,강서로47길,20
6733,2019,2,A,골목상권,1000560,강서로45다길,4
6734,2019,2,A,골목상권,1000559,강서로45길,13
6735,2019,2,A,골목상권,1000558,강서로35길,2
6736,2019,2,A,골목상권,1000557,강서로29길,9
6737,2019,2,A,골목상권,1000556,강서로18길,20
6738,2019,2,A,골목상권,1000555,강서로17가길,4
6739,2019,2,A,골목상권,1000554,강서로15길,12
6740,2019,2,A,골목상권,1000553,가로공원로80길,4
6741,2019,2,A,골목상권,1000552,가로공원로76가길,9
6742,2019,2,A,골목상권,1000551,화곡로4길,11
6743,2019,2,A,골목상권,1000550,화곡로3길,11
6744,2019,2,A,골목상권,1000549,지양로7길,16
6745,2019,2,A,골목상권,1000548,중앙로55길,7
6746,2019,2,A,골목상권,1000547,중앙로51길,9
6747,2019,2,A,골목상권,1000545,중앙로45길,20
6748,2019,2,A,골목상권,1000544,중앙로36길,11
6749,2019,2,A,골목상권,1000543,중앙로32길,11
6750,2019,2,A,골목상권,1000542,중앙로25길,5
6751,2019,2,A,골목상권,1000541,은행정로7길,10
6752,2019,2,A,골목상권,1000540,은행정로5길,14
6753,2019,2,A,골목상권,1000539,오목로5길,20
6754,2019,2,A,골목상권,1000538,오목로3길,12
6755,2019,2,A,골목상권,1000537,오목로30길,3
6756,2019,2,A,골목상권,1000536,오목로23길,6
6757,2019,2,A,골목상권,1000535,신월로20길,10
6758,2019,2,A,골목상권,1000534,신월로15길,16
6759,2019,2,A,골목상권,1000533,신목로6길,22
6760,2019,2,A,골목상권,1000532,신목로5길,8
