,기준_년월_코드,기준_분기_코드,기준_분기_코드.1,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수
3598,2019,4,A,골목상권,1000828,장군봉2길,201
3599,2019,4,A,골목상권,1000827,장군봉1길,326
3600,2019,4,A,골목상권,1000826,인헌길,115
3601,2019,4,A,골목상권,1000825,은천로25길,44
3602,2019,4,A,골목상권,1000824,양녕로6길,205
3603,2019,4,A,골목상권,1000823,신원로3길,180
3604,2019,4,A,골목상권,1000822,신사로20길,121
3605,2019,4,A,골목상권,1000821,신림로65길,228
3606,2019,4,A,골목상권,1000820,신림로64길,113
3607,2019,4,A,골목상권,1000819,신림로48길,75
3608,2019,4,A,골목상권,1000818,신림로38길,147
3609,2019,4,A,골목상권,1000817,신림로28길,442
3610,2019,4,A,골목상권,1000816,신림로11길,284
3611,2019,4,A,골목상권,1000815,신림동길,669
3612,2019,4,A,골목상권,1000814,승방길,251
3613,2019,4,A,골목상권,1000813,서림7길,116
3614,2019,4,A,골목상권,1000812,봉천로33길,211
3615,2019,4,A,골목상권,1000811,봉천로13길,241
3616,2019,4,A,골목상권,1000810,복은길,405
3617,2019,4,A,골목상권,1000809,법원단지길,16
3618,2019,4,A,골목상권,1000808,법원단지9길,163
3619,2019,4,A,골목상권,1000807,미성5길,309
3620,2019,4,A,골목상권,1000806,대학길,80
3621,2019,4,A,골목상권,1000805,대학14길,61
3622,2019,4,A,골목상권,1000804,당곡길,227
3623,2019,4,A,골목상권,1000803,남현길,117
3624,2019,4,A,골목상권,1000802,남현3길,372
3625,2019,4,A,골목상권,1000801,남현2길,568
3626,2019,4,A,골목상권,1000800,남부순환로248길,404
3627,2019,4,A,골목상권,1000799,남부순환로234길,126
3628,2019,4,A,골목상권,1000798,남부순환로172길,450
3629,2019,4,A,골목상권,1000797,남부순환로161길,347
3630,2019,4,A,골목상권,1000796,남부순환로151길,788
3631,2019,4,A,골목상권,1000795,남부순환로142길,418
3632,2019,4,A,골목상권,1000794,난향길,206
3633,2019,4,A,골목상권,1000793,난우길,217
3634,2019,4,A,골목상권,1000792,난곡로74길,2179
3635,2019,4,A,골목상권,1000791,난곡로34길,47
3636,2019,4,A,골목상권,1000790,난곡로26길,120
3637,2019,4,A,골목상권,1000789,난곡로24길,89
3638,2019,4,A,골목상권,1000788,낙성대역길,431
3639,2019,4,A,골목상권,1000787,국회단지길,1430
3640,2019,4,A,골목상권,1000786,구암길,228
3641,2019,4,A,골목상권,1000785,관천로22길,194
3642,2019,4,A,골목상권,1000784,관천로15길,236
3643,2019,4,A,골목상권,1000783,관악로30길,140
3644,2019,4,A,골목상권,1000782,관악로28길,122
3645,2019,4,A,골목상권,1000781,관악로14길,109
3646,2019,4,A,골목상권,1000780,관악로10길,1482
3647,2019,4,A,골목상권,1000779,흑석로9길,110
3648,2019,4,A,골목상권,1000778,흑석로13길,77
3649,2019,4,A,골목상권,1000777,장승배기로27길,260
3650,2019,4,A,골목상권,1000776,장승배기로19길,518
3651,2019,4,A,골목상권,1000775,장승배기로10길,223
3652,2019,4,A,골목상권,1000774,여의대방로46길,1238
3653,2019,4,A,골목상권,1000773,여의대방로24길,16249
3654,2019,4,A,골목상권,1000772,여의대방로22카길,346
3655,2019,4,A,골목상권,1000771,여의대방로22나길,188
3656,2019,4,A,골목상권,1000770,여의대방로22길,241
3657,2019,4,A,골목상권,1000769,양녕로26길,92
3658,2019,4,A,골목상권,1000768,신대방길,191
3659,2019,4,A,골목상권,1000767,성대로29길,297
3660,2019,4,A,골목상권,1000766,성대로1길,87
3661,2019,4,A,골목상권,1000765,서달로8가길,83
3662,2019,4,A,골목상권,1000764,서달로15길,42
3663,2019,4,A,골목상권,1000763,서달로14길,21
3664,2019,4,A,골목상권,1000762,서달로10길,51
3665,2019,4,A,골목상권,1000761,상도로62길,332
3666,2019,4,A,골목상권,1000760,상도로61길,187
3667,2019,4,A,골목상권,1000759,상도로47길,601
3668,2019,4,A,골목상권,1000758,상도로37길,128
3669,2019,4,A,골목상권,1000757,상도로15길,320
3670,2019,4,A,골목상권,1000756,사당로8길,131
3671,2019,4,A,골목상권,1000755,사당로30길,514
3672,2019,4,A,골목상권,1000754,사당로2차길,324
3673,2019,4,A,골목상권,1000753,사당로29길,128
3674,2019,4,A,골목상권,1000752,사당로26길,321
3675,2019,4,A,골목상권,1000751,사당로23나길,36
3676,2019,4,A,골목상권,1000749,사당로20길,103
3677,2019,4,A,골목상권,1000748,사당로16길,116
3678,2019,4,A,골목상권,1000747,사당로16가길,237
3679,2019,4,A,골목상권,1000746,만양로8길,824
3680,2019,4,A,골목상권,1000745,만양로14길,47
3681,2019,4,A,골목상권,1000744,등용로14길,409
3682,2019,4,A,골목상권,1000743,동작대로7길,182
3683,2019,4,A,골목상권,1000742,동작대로35길,190
3684,2019,4,A,골목상권,1000741,동작대로33길,170
3685,2019,4,A,골목상권,1000740,동작대로29길,224
3686,2019,4,A,골목상권,1000739,동작대로17길,806
3687,2019,4,A,골목상권,1000738,대방동2길,281
3688,2019,4,A,골목상권,1000737,대방동27길,465
3689,2019,4,A,골목상권,1000736,노량진로6길,307
3690,2019,4,A,골목상권,1000735,국사봉길,138
3691,2019,4,A,골목상권,1000734,국사봉2길,55
3692,2019,4,A,골목상권,1000733,국사봉1길,85
3693,2019,4,A,골목상권,1000732,영신로9길,3221
3694,2019,4,A,골목상권,1000731,영등포로84길,1933
3695,2019,4,A,골목상권,1000730,영등포로80길,96
3696,2019,4,A,골목상권,1000729,영등포로62길,118
3697,2019,4,A,골목상권,1000728,영등포로35길,340
3698,2019,4,A,골목상권,1000727,영등포로27길,301
3699,2019,4,A,골목상권,1000726,영등포로25길,493
3700,2019,4,A,골목상권,1000725,여의대방로61길,514
3701,2019,4,A,골목상권,1000724,여의대방로43나길,859
3702,2019,4,A,골목상권,1000723,여의대방로39길,193
3703,2019,4,A,골목상권,1000722,여의대방로35길,197
3704,2019,4,A,골목상권,1000721,양평로28길,847
3705,2019,4,A,골목상권,1000720,양평로22라길,555
3706,2019,4,A,골목상권,1000719,양평로19길,748
3707,2019,4,A,골목상권,1000718,신길로60길,260
3708,2019,4,A,골목상권,1000717,신길로42길,501
3709,2019,4,A,골목상권,1000716,신길로42가길,210
3710,2019,4,A,골목상권,1000715,신길로39길,56
3711,2019,4,A,골목상권,1000714,신길로17길,676
3712,2019,4,A,골목상권,1000713,선유서로28길,208
3713,2019,4,A,골목상권,1000712,선유서로25길,1697
3714,2019,4,A,골목상권,1000711,선유서로24길,114
3715,2019,4,A,골목상권,1000710,선유로55길,416
3716,2019,4,A,골목상권,1000709,디지털로74길,13
3717,2019,4,A,골목상권,1000708,디지털로57길,1036
3718,2019,4,A,골목상권,1000707,디지털로37길,172
3719,2019,4,A,골목상권,1000706,도신로62길,227
3720,2019,4,A,골목상권,1000705,도신로60길,124
3721,2019,4,A,골목상권,1000704,도신로29길,108
3722,2019,4,A,골목상권,1000703,도신로15길,437
3723,2019,4,A,골목상권,1000702,도림천로21길,236
3724,2019,4,A,골목상권,1000701,도림로63길,53
3725,2019,4,A,골목상권,1000700,도림로147길,334
3726,2019,4,A,골목상권,1000699,도림로112길,30
3727,2019,4,A,골목상권,1000698,대림로8길,234
3728,2019,4,A,골목상권,1000697,대림로7길,49
3729,2019,4,A,골목상권,1000696,대림로44길,411
3730,2019,4,A,골목상권,1000695,대림로34길,201
3731,2019,4,A,골목상권,1000694,대림로31길,454
3732,2019,4,A,골목상권,1000693,대림로29길,964
3733,2019,4,A,골목상권,1000692,대림로22길,190
3734,2019,4,A,골목상권,1000691,당산로46길,698
3735,2019,4,A,골목상권,1000690,당산로38길,676
3736,2019,4,A,골목상권,1000689,당산로37길,2439
3737,2019,4,A,골목상권,1000688,당산로31길,1481
3738,2019,4,A,골목상권,1000687,국회대로56길,3275
3739,2019,4,A,골목상권,1000686,경인로90길,282
3740,2019,4,A,골목상권,1000685,경인로80길,1007
3741,2019,4,A,골목상권,1000684,경인로77길,741
3742,2019,4,A,골목상권,1000683,가마산로61길,47
3743,2019,4,A,골목상권,1000682,시흥대로94길,446
3744,2019,4,A,골목상권,1000681,시흥대로84길,178
3745,2019,4,A,골목상권,1000680,시흥대로68길,549
3746,2019,4,A,골목상권,1000679,시흥대로63길,1016
3747,2019,4,A,골목상권,1000678,시흥대로62가길,86
3748,2019,4,A,골목상권,1000677,시흥대로36길,288
3749,2019,4,A,골목상권,1000676,시흥대로22길,259
3750,2019,4,A,골목상권,1000675,시흥대로153길,92
3751,2019,4,A,골목상권,1000674,시흥대로150길,421
3752,2019,4,A,골목상권,1000673,시흥대로141길,214
3753,2019,4,A,골목상권,1000672,시흥대로138길,341
3754,2019,4,A,골목상권,1000671,시흥대로120길,192
3755,2019,4,A,골목상권,1000670,벚꽃로56길,301
3756,2019,4,A,골목상권,1000669,범안로17길,4567
3757,2019,4,A,골목상권,1000668,범안로11길,1498
3758,2019,4,A,골목상권,1000667,문성로5길,379
3759,2019,4,A,골목상권,1000666,독산로85길,68
3760,2019,4,A,골목상권,1000665,독산로78다길,195
3761,2019,4,A,골목상권,1000664,독산로70길,74
3762,2019,4,A,골목상권,1000663,독산로64길,186
3763,2019,4,A,골목상권,1000662,독산로50길,27
3764,2019,4,A,골목상권,1000661,독산로40길,219
3765,2019,4,A,골목상권,1000660,독산로108길,1619
3766,2019,4,A,골목상권,1000659,남부순환로112길,96
3767,2019,4,A,골목상권,1000658,금하로24길,132
3768,2019,4,A,골목상권,1000657,금하로1길,227
3769,2019,4,A,골목상권,1000656,금하로14길,96
3770,2019,4,A,골목상권,1000655,가산로5길,499
3771,2019,4,A,골목상권,1000654,가산로3길,999
3772,2019,4,A,골목상권,1000653,중앙로1길,960
3773,2019,4,A,골목상권,1000652,중앙로15길,171
3774,2019,4,A,골목상권,1000651,우마길,43
3775,2019,4,A,골목상권,1000650,오류로8길,442
3776,2019,4,A,골목상권,1000649,신도림로13길,148
3777,2019,4,A,골목상권,1000648,새말로18길,933
3778,2019,4,A,골목상권,1000647,부일로1길,356
3779,2019,4,A,골목상권,1000646,부일로15길,156
3780,2019,4,A,골목상권,1000645,부일로11길,281
3781,2019,4,A,골목상권,1000644,디지털로32길,815
3782,2019,4,A,골목상권,1000643,디지털로32가길,2221
3783,2019,4,A,골목상권,1000642,디지털로27길,26
3784,2019,4,A,골목상권,1000641,도림로6길,160
3785,2019,4,A,골목상권,1000640,도림로12길,186
3786,2019,4,A,골목상권,1000639,남부순환로97길,101
3787,2019,4,A,골목상권,1000638,구로중앙로8길,107
3788,2019,4,A,골목상권,1000637,구로중앙로7길,86
3789,2019,4,A,골목상권,1000636,구로중앙로42길,403
3790,2019,4,A,골목상권,1000635,구로중앙로34길,189
3791,2019,4,A,골목상권,1000634,구로중앙로28길,470
3792,2019,4,A,골목상권,1000633,구로중앙로19길,666
3793,2019,4,A,골목상권,1000632,구로동로8길,298
3794,2019,4,A,골목상권,1000631,구로동로7길,115
3795,2019,4,A,골목상권,1000630,구로동로42길,131
3796,2019,4,A,골목상권,1000629,구로동로41길,119
3797,2019,4,A,골목상권,1000628,구로동로38길,625
3798,2019,4,A,골목상권,1000627,구로동로28길,42
3799,2019,4,A,골목상권,1000626,구로동로15길,88
3800,2019,4,A,골목상권,1000625,공원로6가길,1158
3801,2019,4,A,골목상권,1000624,고척로52길,40
3802,2019,4,A,골목상권,1000623,고척로27다길,169
3803,2019,4,A,골목상권,1000622,고척로27길,309
3804,2019,4,A,골목상권,1000621,고척로21나길,369
3805,2019,4,A,골목상권,1000620,경인로47길,657
3806,2019,4,A,골목상권,1000619,경인로35길,364
3807,2019,4,A,골목상권,1000618,경인로31길,130
3808,2019,4,A,골목상권,1000617,경인로15길,259
3809,2019,4,A,골목상권,1000616,개봉로3길,273
3810,2019,4,A,골목상권,1000615,개봉로2길,186
3811,2019,4,A,골목상권,1000614,개봉로23가길,826
3812,2019,4,A,골목상권,1000613,개봉로20길,3082
3813,2019,4,A,골목상권,1000612,개봉로1길,187
3814,2019,4,A,골목상권,1000611,개봉로17다길,2362
3815,2019,4,A,골목상권,1000610,개봉로17길,1304
3816,2019,4,A,골목상권,1000609,개봉로11길,181
3817,2019,4,A,골목상권,1000608,화곡로64길,1128
3818,2019,4,A,골목상권,1000607,화곡로59길,316
3819,2019,4,A,골목상권,1000606,화곡로44나길,625
3820,2019,4,A,골목상권,1000605,화곡로31길,618
3821,2019,4,A,골목상권,1000604,화곡로20길,355
3822,2019,4,A,골목상권,1000603,화곡로13길,368
3823,2019,4,A,골목상권,1000602,초원로16길,523
3824,2019,4,A,골목상권,1000601,초록마을로8길,116
3825,2019,4,A,골목상권,1000600,초록마을로3길,439
3826,2019,4,A,골목상권,1000599,월정로20길,135
3827,2019,4,A,골목상권,1000598,우장산로6길,486
3828,2019,4,A,골목상권,1000597,양천로73가길,468
3829,2019,4,A,골목상권,1000596,양천로71길,1203
3830,2019,4,A,골목상권,1000595,양천로49길,342
3831,2019,4,A,골목상권,1000594,양천로26길,479
3832,2019,4,A,골목상권,1000593,양천로24길,186
3833,2019,4,A,골목상권,1000592,양천로24가길,207
3834,2019,4,A,골목상권,1000591,양천로14길,257
3835,2019,4,A,골목상권,1000590,방화대로6라길,653
3836,2019,4,A,골목상권,1000589,방화대로21길,390
3837,2019,4,A,골목상권,1000588,등촌로5길,1524
3838,2019,4,A,골목상권,1000587,등촌로55길,432
3839,2019,4,A,골목상권,1000586,등촌로51길,239
3840,2019,4,A,골목상권,1000585,등촌로39길,313
3841,2019,4,A,골목상권,1000584,등촌로13길,183
3842,2019,4,A,골목상권,1000583,남부순환로11길,307
3843,2019,4,A,골목상권,1000582,까치산로4길,189
3844,2019,4,A,골목상권,1000581,국회대로7길,215
3845,2019,4,A,골목상권,1000580,공항대로8길,276
3846,2019,4,A,골목상권,1000579,공항대로61길,547
3847,2019,4,A,골목상권,1000578,공항대로59다길,1037
3848,2019,4,A,골목상권,1000577,공항대로59길,654
3849,2019,4,A,골목상권,1000576,공항대로55길,900
3850,2019,4,A,골목상권,1000575,공항대로42길,514
3851,2019,4,A,골목상권,1000574,공항대로38길,92
3852,2019,4,A,골목상권,1000573,곰달래로60길,221
3853,2019,4,A,골목상권,1000572,곰달래로53길,130
3854,2019,4,A,골목상권,1000571,곰달래로47길,333
3855,2019,4,A,골목상권,1000570,곰달래로31길,120
3856,2019,4,A,골목상권,1000569,곰달래로25길,245
3857,2019,4,A,골목상권,1000568,개화동로25길,351
3858,2019,4,A,골목상권,1000567,개화동로23길,857
3859,2019,4,A,골목상권,1000566,강서로8길,214
3860,2019,4,A,골목상권,1000565,강서로5라길,245
3861,2019,4,A,골목상권,1000564,강서로5나길,360
3862,2019,4,A,골목상권,1000563,강서로5가길,182
3863,2019,4,A,골목상권,1000562,강서로47라길,207
3864,2019,4,A,골목상권,1000561,강서로47길,327
3865,2019,4,A,골목상권,1000560,강서로45다길,243
3866,2019,4,A,골목상권,1000559,강서로45길,101
3867,2019,4,A,골목상권,1000558,강서로35길,280
3868,2019,4,A,골목상권,1000557,강서로29길,384
3869,2019,4,A,골목상권,1000556,강서로18길,676
3870,2019,4,A,골목상권,1000555,강서로17가길,554
3871,2019,4,A,골목상권,1000554,강서로15길,261
3872,2019,4,A,골목상권,1000553,가로공원로80길,270
3873,2019,4,A,골목상권,1000552,가로공원로76가길,168
3874,2019,4,A,골목상권,1000551,화곡로4길,421
3875,2019,4,A,골목상권,1000550,화곡로3길,351
3876,2019,4,A,골목상권,1000549,지양로7길,245
3877,2019,4,A,골목상권,1000548,중앙로55길,592
3878,2019,4,A,골목상권,1000547,중앙로51길,283
3879,2019,4,A,골목상권,1000546,중앙로47길,94
3880,2019,4,A,골목상권,1000545,중앙로45길,1386
3881,2019,4,A,골목상권,1000544,중앙로36길,133
3882,2019,4,A,골목상권,1000543,중앙로32길,145
3883,2019,4,A,골목상권,1000542,중앙로25길,97
3884,2019,4,A,골목상권,1000541,은행정로7길,472
3885,2019,4,A,골목상권,1000540,은행정로5길,109
3886,2019,4,A,골목상권,1000539,오목로5길,120
3887,2019,4,A,골목상권,1000538,오목로3길,375
3888,2019,4,A,골목상권,1000537,오목로30길,220
3889,2019,4,A,골목상권,1000536,오목로23길,401
3890,2019,4,A,골목상권,1000535,신월로20길,47
3891,2019,4,A,골목상권,1000534,신월로15길,357
3892,2019,4,A,골목상권,1000533,신목로6길,582
3893,2019,4,A,골목상권,1000532,신목로5길,645
3894,2019,4,A,골목상권,1000531,신목로2길,386
3895,2019,4,A,골목상권,1000530,목동중앙서로8가길,317
3896,2019,4,A,골목상권,1000529,목동중앙서로7길,75
3897,2019,4,A,골목상권,1000528,목동중앙북로8길,171
3898,2019,4,A,골목상권,1000527,목동중앙북로16길,488
3899,2019,4,A,골목상권,1000526,목동중앙본로7길,131
3900,2019,4,A,골목상권,1000525,목동중앙로3길,157
3901,2019,4,A,골목상권,1000524,목동중앙로13나길,346
3902,2019,4,A,골목상권,1000523,목동중앙남로3가길,190
3903,2019,4,A,골목상권,1000522,목동로9길,768
3904,2019,4,A,골목상권,1000521,목동로19길,351
3905,2019,4,A,골목상권,1000520,목동동로8길,184
3906,2019,4,A,골목상권,1000519,목동동로12길,335
3907,2019,4,A,골목상권,1000518,목동남로4길,797
3908,2019,4,A,골목상권,1000517,남부순환로88길,328
3909,2019,4,A,골목상권,1000516,남부순환로79길,142
3910,2019,4,A,골목상권,1000515,남부순환로70길,165
3911,2019,4,A,골목상권,1000514,남부순환로58길,282
3912,2019,4,A,골목상권,1000513,남부순환로40길,122
3913,2019,4,A,골목상권,1000512,남부순환로33길,179
3914,2019,4,A,골목상권,1000511,곰달래로5길,211
3915,2019,4,A,골목상권,1000510,곰달래로3길,313
3916,2019,4,A,골목상권,1000509,곰달래로2길,610
3917,2019,4,A,골목상권,1000508,곰달래로10길,543
3918,2019,4,A,골목상권,1000507,가로공원로58길,91
3919,2019,4,A,골목상권,1000506,효창원로93길,243
3920,2019,4,A,골목상권,1000505,토정로37길,431
3921,2019,4,A,골목상권,1000504,월드컵로8길,939
3922,2019,4,A,골목상권,1000503,월드컵로7길,759
3923,2019,4,A,골목상권,1000502,월드컵로36길,461
3924,2019,4,A,골목상권,1000501,월드컵로25길,309
3925,2019,4,A,골목상권,1000500,월드컵로19길,284
3926,2019,4,A,골목상권,1000499,월드컵로16길,1538
3927,2019,4,A,골목상권,1000498,월드컵로11길,421
3928,2019,4,A,골목상권,1000497,월드컵로10길,1102
3929,2019,4,A,골목상권,1000496,와우산로3길,257
3930,2019,4,A,골목상권,1000495,와우산로29길,78
3931,2019,4,A,골목상권,1000494,와우산로29가길,989
3932,2019,4,A,골목상권,1000493,양화진길,676
3933,2019,4,A,골목상권,1000492,양화로1길,544
3934,2019,4,A,골목상권,1000491,양화로11길,2761
3935,2019,4,A,골목상권,1000490,신촌로30길,109
3936,2019,4,A,골목상권,1000489,신촌로28가길,59
3937,2019,4,A,골목상권,1000488,신촌로12길,197
3938,2019,4,A,골목상권,1000487,숭문길,1467
3939,2019,4,A,골목상권,1000486,숭문8길,109
3940,2019,4,A,골목상권,1000485,성지3길,338
3941,2019,4,A,골목상권,1000484,성산로4길,855
3942,2019,4,A,골목상권,1000483,성미산로32길,243
3943,2019,4,A,골목상권,1000482,성미산로1길,554
3944,2019,4,A,골목상권,1000481,성미산로11길,1114
3945,2019,4,A,골목상권,1000480,백범로16길,1908
3946,2019,4,A,골목상권,1000479,방울내로9안길,619
3947,2019,4,A,골목상권,1000478,모래내로7길,91
3948,2019,4,A,골목상권,1000477,매봉산로2길,806
3949,2019,4,A,골목상권,1000476,망원로2길,282
3950,2019,4,A,골목상권,1000475,망원로11길,144
3951,2019,4,A,골목상권,1000474,만리재옛길,1190
3952,2019,4,A,골목상권,1000473,마포대로4길,674
3953,2019,4,A,골목상권,1000472,마포대로20길,483
3954,2019,4,A,골목상권,1000471,마포대로12길,78
3955,2019,4,A,골목상권,1000470,동교로38길,464
3956,2019,4,A,골목상권,1000469,동교로27길,1172
3957,2019,4,A,골목상권,1000468,동교로25길,1378
3958,2019,4,A,골목상권,1000467,동교로19길,1207
3959,2019,4,A,골목상권,1000466,동교로17길,405
3960,2019,4,A,골목상권,1000465,독막로8길,441
3961,2019,4,A,골목상권,1000464,독막로32길,487
3962,2019,4,A,골목상권,1000463,독막로22길,91
3963,2019,4,A,골목상권,1000462,도화길,56
3964,2019,4,A,골목상권,1000461,도화4길,825
3965,2019,4,A,골목상권,1000460,대흥로28길,50
3966,2019,4,A,골목상권,1000459,대흥로21길,372
3967,2019,4,A,골목상권,1000458,광성로6길,295
3968,2019,4,A,골목상권,1000457,홍제내길,565
3969,2019,4,A,골목상권,1000456,홍연길,79
3970,2019,4,A,골목상권,1000455,통일로39길,67
3971,2019,4,A,골목상권,1000454,통일로37길,611
3972,2019,4,A,골목상권,1000453,통일로11길,97
3973,2019,4,A,골목상권,1000452,충정로6길,3185
3974,2019,4,A,골목상권,1000451,충정로4길,2044
3975,2019,4,A,골목상권,1000450,증가로6길,326
3976,2019,4,A,골목상권,1000449,증가로23나길,902
3977,2019,4,A,골목상권,1000448,증가로20가길,336
3978,2019,4,A,골목상권,1000447,증가로10길,1463
3979,2019,4,A,골목상권,1000446,응암로1길,621
3980,2019,4,A,골목상권,1000445,연희로10길,3448
3981,2019,4,A,골목상권,1000444,신촌로37길,52
3982,2019,4,A,골목상권,1000443,수색로8길,1090
3983,2019,4,A,골목상권,1000442,세무서길,164
3984,2019,4,A,골목상권,1000441,세무서2길,186
3985,2019,4,A,골목상권,1000440,세검정로1길,109
3986,2019,4,A,골목상권,1000439,북아현로4길,350
3987,2019,4,A,골목상권,1000438,모래내로15길,74
3988,2019,4,A,골목상권,1000437,명지대길,107
3989,2019,4,A,골목상권,1000436,독립문로8길,679
3990,2019,4,A,골목상권,1000435,가재울로6길,168
3991,2019,4,A,골목상권,1000434,통일로92길,186
3992,2019,4,A,골목상권,1000433,통일로87길,255
3993,2019,4,A,골목상권,1000432,통일로78길,172
3994,2019,4,A,골목상권,1000431,통일로69길,107
3995,2019,4,A,골목상권,1000430,진흥로1길,310
3996,2019,4,A,골목상권,1000429,진흥로12길,392
3997,2019,4,A,골목상권,1000428,증산서길,334
3998,2019,4,A,골목상권,1000427,증산로9길,606
3999,2019,4,A,골목상권,1000426,증산로5길,508
4000,2019,4,A,골목상권,1000425,증산로21길,237
4001,2019,4,A,골목상권,1000424,증산로17길,161
4002,2019,4,A,골목상권,1000423,증산로15길,398
4003,2019,4,A,골목상권,1000422,증산로13길,79
4004,2019,4,A,골목상권,1000421,응암로34길,231
4005,2019,4,A,골목상권,1000420,응암로22길,130
4006,2019,4,A,골목상권,1000419,응암로14길,99
4007,2019,4,A,골목상권,1000418,응암로13길,156
4008,2019,4,A,골목상권,1000417,응암로12길,67
4009,2019,4,A,골목상권,1000416,은평로8길,275
4010,2019,4,A,골목상권,1000415,은평로3길,242
4011,2019,4,A,골목상권,1000414,은평로20길,9
4012,2019,4,A,골목상권,1000413,은평로13길,655
4013,2019,4,A,골목상권,1000412,은평로10길,246
4014,2019,4,A,골목상권,1000411,연서로5길,647
4015,2019,4,A,골목상권,1000410,연서로41길,64
4016,2019,4,A,골목상권,1000409,연서로3길,119
4017,2019,4,A,골목상권,1000408,연서로34길,1310
4018,2019,4,A,골목상권,1000407,연서로33길,109
4019,2019,4,A,골목상권,1000406,연서로29길,100
4020,2019,4,A,골목상권,1000405,연서로28길,226
4021,2019,4,A,골목상권,1000404,연서로27길,339
4022,2019,4,A,골목상권,1000403,연서로21길,684
4023,2019,4,A,골목상권,1000402,연서로17길,540
4024,2019,4,A,골목상권,1000401,연서로16길,121
4025,2019,4,A,골목상권,1000400,연서로13길,218
4026,2019,4,A,골목상권,1000399,연서로11길,640
4027,2019,4,A,골목상권,1000398,역말로9길,159
4028,2019,4,A,골목상권,1000397,수색로18길,128
4029,2019,4,A,골목상권,1000396,서오릉로8길,160
4030,2019,4,A,골목상권,1000395,서오릉로21길,153
4031,2019,4,A,골목상권,1000394,불광천길,192
4032,2019,4,A,골목상권,1000393,갈현로7길,398
4033,2019,4,A,골목상권,1000392,갈현로41길,171
4034,2019,4,A,골목상권,1000391,갈현로33길,255
4035,2019,4,A,골목상권,1000390,갈현로1길,66
4036,2019,4,A,골목상권,1000389,가좌로7길,329
4037,2019,4,A,골목상권,1000388,한글비석로44길,232
4038,2019,4,A,골목상권,1000387,한글비석로24길,180
4039,2019,4,A,골목상권,1000386,한글비석로22길,172
4040,2019,4,A,골목상권,1000385,석계로1길,605
4041,2019,4,A,골목상권,1000384,상계로9가길,151
4042,2019,4,A,골목상권,1000383,상계로1길,334
4043,2019,4,A,골목상권,1000382,상계로12길,144
4044,2019,4,A,골목상권,1000381,동일로242길,302
4045,2019,4,A,골목상권,1000380,동일로192길,429
4046,2019,4,A,골목상권,1000379,동일로173가길,1230
4047,2019,4,A,골목상권,1000378,공릉로58길,129
4048,2019,4,A,골목상권,1000377,해등로16길,285
4049,2019,4,A,골목상권,1000376,우이천로4다길,125
4050,2019,4,A,골목상권,1000375,우이천로32길,206
4051,2019,4,A,골목상권,1000374,시루봉로23길,267
4052,2019,4,A,골목상권,1000373,삼양로144길,50
4053,2019,4,A,골목상권,1000372,방학로6가길,167
4054,2019,4,A,골목상권,1000371,방학로5길,124
4055,2019,4,A,골목상권,1000370,방학로15길,687
4056,2019,4,A,골목상권,1000369,방학로10길,67
4057,2019,4,A,골목상권,1000368,도봉산길,135
4058,2019,4,A,골목상권,1000367,도봉산4길,27
4059,2019,4,A,골목상권,1000366,도봉로181길,93
4060,2019,4,A,골목상권,1000365,도봉로169나길,244
4061,2019,4,A,골목상권,1000364,도봉로156길,93
4062,2019,4,A,골목상권,1000363,도봉로152가길,342
4063,2019,4,A,골목상권,1000362,도봉로147길,161
4064,2019,4,A,골목상권,1000361,도봉로143길,73
4065,2019,4,A,골목상권,1000360,도봉로114길,380
4066,2019,4,A,골목상권,1000359,도봉로109길,276
4067,2019,4,A,골목상권,1000358,도당로29길,518
4068,2019,4,A,골목상권,1000357,도당로19길,597
4069,2019,4,A,골목상권,1000356,도당로13바길,74
4070,2019,4,A,골목상권,1000355,도당로13가길,36
4071,2019,4,A,골목상권,1000354,덕릉로60길,177
4072,2019,4,A,골목상권,1000353,노해로63다길,43
4073,2019,4,A,골목상권,1000352,노해로60길,136
4074,2019,4,A,골목상권,1000351,한천로140길,36
4075,2019,4,A,골목상권,1000350,한천로139가길,108
4076,2019,4,A,골목상권,1000349,한천로132길,56
4077,2019,4,A,골목상권,1000348,한천로130길,91
4078,2019,4,A,골목상권,1000347,한천로124나길,54
4079,2019,4,A,골목상권,1000346,한천로109길,439
4080,2019,4,A,골목상권,1000345,인수봉로79길,242
4081,2019,4,A,골목상권,1000344,인수봉로72길,54
4082,2019,4,A,골목상권,1000343,인수봉로56길,44
4083,2019,4,A,골목상권,1000342,오패산로67길,238
4084,2019,4,A,골목상권,1000341,오패산로52길,105
4085,2019,4,A,골목상권,1000340,오패산로30길,13
4086,2019,4,A,골목상권,1000339,수유로12길,281
4087,2019,4,A,골목상권,1000338,솔샘로65길,284
4088,2019,4,A,골목상권,1000337,솔매로50길,442
4089,2019,4,A,골목상권,1000336,솔매로45길,65
4090,2019,4,A,골목상권,1000335,솔매로41길,67
4091,2019,4,A,골목상권,1000334,삼양로93길,209
4092,2019,4,A,골목상권,1000333,삼양로77길,131
4093,2019,4,A,골목상권,1000332,삼양로54길,295
4094,2019,4,A,골목상권,1000331,삼양로41길,338
4095,2019,4,A,골목상권,1000330,삼양로27길,7
4096,2019,4,A,골목상권,1000329,삼양로24길,26
4097,2019,4,A,골목상권,1000328,삼양로20길,179
