,기준_년_코드,기준_분기_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,총_직장인구_수,추정매출,아파트_단지_수,아파트_평균_면적,아파트_평균_시가,총_상주인구_수,집객시설_수
39,2020.0,2.0,전통시장,1001437,영진시장A동,69847.0,2101.9933333333333,4723754361.0,1.0,88.0,585308360.0,117.0,0.0
40,2020.0,2.0,전통시장,1001438,우리시장,175638.0,6.0,1839494289.0,24.42,76.01333333333334,299076444.14666665,1691.0666666666666,0.0
41,2020.0,2.0,전통시장,1001439,대림중앙시장,114126.0,42.0,3470104938.0,3.0,54.0,121966667.0,355.0,0.0
42,2020.0,2.0,전통시장,1001417,구로시장,65078.0,10.0,1270130233.0,1.0,46.0,113555556.0,126.0,0.0
43,2020.0,2.0,전통시장,1001418,남구로시장,530033.0,236.0,21461092212.0,11.0,48.0,93859848.0,631.0,27.0
44,2020.0,2.0,전통시장,1001419,가리봉시장,143011.0,1566.6266666666668,4030918075.0,2.0,267.0,817000000.0,244.0,2.0
45,2020.0,2.0,전통시장,1001420,고척근린시장,164210.0,55.0,11844612683.0,2.0,39.0,135912618.0,618.0,17.0
46,2020.0,2.0,전통시장,1001421,개봉중앙시장,54708.0,10.0,3964324997.0,14.0,54.0,133701577.0,361.0,3.0
47,2020.0,2.0,전통시장,1001422,오류시장,66006.0,132.0,7109410387.0,24.42,76.01333333333334,299076444.14666665,1691.0666666666666,15.0
48,2020.0,2.0,전통시장,1001476,풍납시장,540027.0,51.0,4483989335.0,20.0,55.0,153329405.0,2104.0,6.0
49,2020.0,2.0,전통시장,1001477,마천시장,404385.0,102.0,11969452247.0,6.0,57.0,195932239.0,947.0,4.0
50,2020.0,2.0,전통시장,1001478,방이시장,1085237.0,3469.0,19087909694.0,174.0,49.0,205632867.0,5119.0,42.0
51,2020.0,2.0,전통시장,1001479,석촌시장,464170.0,286.0,13358706095.0,13.0,43.0,233575425.0,803.0,6.0
52,2020.0,2.0,전통시장,1001396,목4동시장,281447.0,52.0,3381593769.0,24.0,58.0,171280260.0,1170.0,4.0
53,2020.0,2.0,전통시장,1001397,신영시장,277362.0,40.0,11692502786.0,13.0,52.0,115788199.0,1172.0,8.0
54,2020.0,2.0,전통시장,1001398,월정로시장,205538.0,61.0,1862357880.0,24.0,51.0,109753584.0,1581.0,4.0
55,2020.0,2.0,전통시장,1001447,상도4동도깨비골목시장,464294.0,95.0,4260443264.0,17.0,54.0,155765640.0,1866.0,16.0
56,2020.0,2.0,전통시장,1001448,흑석시장,386771.0,78.0,13600342407.0,2.0,92.0,416694996.0,1009.0,25.0
57,2020.0,2.0,전통시장,1001449,남성사계시장,707512.0,136.0,26377569046.0,1.0,29.0,137875000.0,572.0,36.0
58,2020.0,2.0,전통시장,1001451,사당시장,40570.0,45.0,2944881514.0,24.42,76.01333333333334,299076444.14666665,1691.0666666666666,7.0
59,2020.0,2.0,전통시장,1001468,남부종합시장,78774.0,85.0,215526420.0,3.0,53.0,299250000.0,147.0,2.0
60,2020.0,2.0,전통시장,1001469,양재시장,54532.0,35.0,3076669706.0,2.0,42.0,185226190.0,104.0,5.0
61,2020.0,2.0,전통시장,1001407,등마루시장,43715.0,1964.4,93716820.0,24.42,76.01333333333334,299076444.14666665,1691.0666666666666,1.0
62,2020.0,2.0,전통시장,1001408,신월중앙시장,35594.0,118.0,2898057292.0,24.42,76.01333333333334,299076444.14666665,1691.0666666666666,1.0
63,2020.0,2.0,관광특구,1001494,종로?청계 관광특구,4033679.0,32935.0,259239790301.0,5.0,39.0,112097903.0,1924.0,327.0
64,2020.0,2.0,전통시장,1001450,남성역골목시장,352435.0,467.0,15622347936.0,4.0,57.0,178875000.0,536.0,30.0
65,2020.0,2.0,관광특구,1001495,잠실 관광특구,3026454.0,24375.0,154618103600.0,22.0,89.0,527347107.0,8221.0,242.0
66,2020.0,2.0,관광특구,1001496,강남 마이스 관광특구,90544.0,15904.0,167195866008.0,24.42,76.01333333333334,299076444.14666665,1691.0666666666666,52.0
67,2020.0,2.0,관광특구,1001491,이태원 관광특구,1475296.0,5839.0,74248773015.0,71.0,82.0,409473123.0,5176.0,144.0
68,2020.0,2.0,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,3764785.0,104830.0,376621394364.0,24.42,76.01333333333334,299076444.14666665,1691.0666666666666,593.0
69,2020.0,2.0,관광특구,1001493,동대문패션타운 관광특구,3262023.0,6054.0,246639327198.0,8.0,53.0,237967427.0,2427.0,165.0
70,2020.0,2.0,골목상권,1000334,삼양로93길,560526.0,209.0,1874088445.0,59.0,51.0,128662961.0,3099.0,3.0
71,2020.0,2.0,골목상권,1000354,덕릉로60길,833237.0,177.0,1391183595.0,54.0,48.0,118576889.0,2327.0,5.0
72,2020.0,2.0,골목상권,1000355,도당로13가길,165054.0,36.0,2343400878.0,32.0,45.0,107296276.0,1621.0,2.0
73,2020.0,2.0,골목상권,1000356,도당로13바길,395099.0,74.0,4505868292.0,65.0,49.0,111857164.0,3371.0,8.0
74,2020.0,2.0,골목상권,1000357,도당로19길,1094030.0,597.0,3047328691.0,49.0,50.0,106748785.0,3777.0,3.0
75,2020.0,2.0,골목상권,1000358,도당로29길,490748.0,518.0,11016573117.0,41.0,55.0,124812103.0,2902.0,18.0
76,2020.0,2.0,골목상권,1000364,도봉로156길,233404.0,93.0,1082597548.0,25.0,51.0,90858062.0,1340.0,10.0
77,2020.0,2.0,골목상권,1000365,도봉로169나길,342033.0,244.0,4461267537.0,47.0,47.0,97266968.0,2972.0,18.0
78,2020.0,2.0,골목상권,1000366,도봉로181길,433134.0,93.0,8676934915.0,69.0,47.0,86498254.0,1936.0,9.0
79,2020.0,2.0,골목상권,1000367,도봉산4길,17228.0,27.0,2274519932.0,24.42,76.01333333333334,299076444.14666665,1691.0666666666666,0.0
80,2020.0,2.0,골목상권,1000368,도봉산길,248509.0,135.0,11661939758.0,35.0,50.0,97201558.0,1648.0,5.0
81,2020.0,2.0,골목상권,1000039,명동길,114823.0,7830.0,5996544616.0,24.42,76.01333333333334,299076444.14666665,1691.0666666666666,34.0
82,2020.0,2.0,골목상권,1000040,삼일대로4길,240219.0,1571.0,7197383852.0,24.42,76.01333333333334,299076444.14666665,1691.0666666666666,22.0
83,2020.0,2.0,골목상권,1000662,독산로50길,308608.0,27.0,1921910199.0,32.0,57.0,129443448.0,2343.0,14.0
84,2020.0,2.0,골목상권,1000835,청림3길,1113629.0,167.0,2478351337.0,32.0,48.0,126585558.0,4051.0,13.0
85,2020.0,2.0,골목상권,1000836,행운1길,823590.0,250.0,4291824786.0,26.0,51.0,158485045.0,3282.0,12.0
86,2020.0,2.0,골목상권,1000527,목동중앙북로16길,710861.0,488.0,486090899.0,136.0,50.0,174074407.0,3486.0,3.0
87,2020.0,2.0,골목상권,1000528,목동중앙북로8길,435772.0,171.0,471806325.0,36.0,48.0,154348752.0,2052.0,7.0
88,2020.0,2.0,골목상권,1000288,오패산로4길,1179986.0,841.0,9335645536.0,15.0,57.0,152750767.0,2909.0,25.0
89,2020.0,2.0,골목상권,1000315,노해로17길,440405.0,103.0,5100802606.0,41.0,52.0,113374764.0,2579.0,8.0
90,2020.0,2.0,골목상권,1000316,노해로23길,309295.0,70.0,1154005207.0,37.0,53.0,110976831.0,1353.0,8.0
91,2020.0,2.0,골목상권,1000106,성덕정17길,891611.0,393.0,5423262306.0,26.0,58.0,401246640.0,3352.0,25.0
92,2020.0,2.0,골목상권,1000107,성덕정길,454216.0,227.0,8270925095.0,26.0,54.0,427008153.0,3022.0,13.0
93,2020.0,2.0,골목상권,1000108,성수이로18길,339127.0,2988.0,4981573421.0,24.42,76.01333333333334,299076444.14666665,1691.0666666666666,3.0
94,2020.0,2.0,골목상권,1000522,목동로9길,1141272.0,768.0,9108165212.0,92.0,54.0,146381325.0,3362.0,7.0
95,2020.0,2.0,골목상권,1000523,목동중앙남로3가길,743712.0,190.0,4736458259.0,55.0,52.0,168518126.0,2747.0,12.0
96,2020.0,2.0,골목상권,1000524,목동중앙로13나길,181811.0,346.0,328650128.0,42.0,42.0,147144730.0,1117.0,4.0
97,2020.0,2.0,골목상권,1000525,목동중앙로3길,597576.0,157.0,1472049929.0,61.0,58.0,158390577.0,2353.0,7.0
98,2020.0,2.0,골목상권,1000753,사당로29길,466121.0,128.0,1674687089.0,29.0,45.0,187092914.0,2291.0,11.0
99,2020.0,2.0,골목상권,1000842,원신길,345352.0,22.0,1581553818.0,8.0,56.0,152784558.0,1297.0,10.0
100,2020.0,2.0,골목상권,1000843,소담길,702101.0,14.0,2051330111.0,3.0,64.0,161444444.0,683.0,6.0
101,2020.0,2.0,골목상권,1000658,금하로24길,475876.0,132.0,1488418575.0,39.0,53.0,131517534.0,4167.0,6.0
102,2020.0,2.0,골목상권,1000659,남부순환로112길,456321.0,96.0,3286468601.0,19.0,46.0,148084939.0,2336.0,12.0
103,2020.0,2.0,골목상권,1000660,독산로108길,612852.0,1619.0,7492705102.0,30.0,50.0,143442290.0,1880.0,27.0
104,2020.0,2.0,골목상권,1000661,독산로40길,642205.0,219.0,9219514277.0,37.0,52.0,142210345.0,2558.0,21.0
105,2020.0,2.0,골목상권,1000171,답십리로23길,1011734.0,47.0,1715017554.0,9.0,40.0,186320415.0,2527.0,3.0
106,2020.0,2.0,골목상권,1000172,답십리로56길,1480957.0,78.0,6387673543.0,11.0,55.0,170290479.0,3472.0,9.0
107,2020.0,2.0,골목상권,1000173,답십리로60길,204900.0,341.0,3907960425.0,15.0,57.0,140766013.0,1450.0,9.0
108,2020.0,2.0,골목상권,1000174,답십리로63길,365073.0,1747.0,845353741.0,18.0,46.0,122175198.0,1367.0,1.0
109,2020.0,2.0,골목상권,1000197,장한로26가길,219196.0,122.0,3295202969.0,17.0,51.0,187786381.0,1542.0,12.0
110,2020.0,2.0,골목상권,1000198,장한로26길,617361.0,2436.0,7876958825.0,8.0,89.0,313631420.0,2624.0,6.0
111,2020.0,2.0,골목상권,1000199,장한로27가길,322411.0,148.0,5189085428.0,18.0,55.0,178519155.0,1097.0,5.0
112,2020.0,2.0,골목상권,1000200,장한로27길,557420.0,167.0,3438210142.0,11.0,47.0,148638528.0,996.0,8.0
113,2020.0,2.0,골목상권,1000150,면목로17길,1315100.0,230.0,1997905359.0,48.0,50.0,164976068.0,4136.0,19.0
114,2020.0,2.0,골목상권,1000151,아차산로40길,629907.0,357.0,1352806952.0,51.0,48.0,187247719.0,2862.0,5.0
115,2020.0,2.0,골목상권,1000770,여의대방로22길,393068.0,241.0,1021203619.0,31.0,53.0,168621040.0,2332.0,4.0
116,2020.0,2.0,골목상권,1000771,여의대방로22나길,417119.0,188.0,1559340111.0,24.0,56.0,185352638.0,2485.0,6.0
117,2020.0,2.0,골목상권,1000772,여의대방로22카길,661604.0,346.0,5562618934.0,47.0,55.0,175748433.0,3256.0,20.0
118,2020.0,2.0,골목상권,1000773,여의대방로24길,567229.0,16249.0,6652553385.0,50.0,46.0,183054554.0,2862.0,12.0
119,2020.0,2.0,골목상권,1000633,구로중앙로19길,296396.0,666.0,6159640954.0,16.0,47.0,171018369.0,814.0,7.0
120,2020.0,2.0,골목상권,1000872,서초대로4길,579526.0,847.0,4663715298.0,91.0,58.0,362204374.0,3385.0,12.0
121,2020.0,2.0,골목상권,1000873,서초대로64길,585318.0,829.0,4573413160.0,13.0,65.0,381482090.0,1800.0,10.0
122,2020.0,2.0,골목상권,1000176,답십리로68길,574368.0,287.0,8360040588.0,43.0,50.0,184379136.0,3836.0,4.0
123,2020.0,2.0,골목상권,1000177,답십리로69길,419237.0,533.0,10063890023.0,18.0,54.0,199480053.0,1976.0,13.0
124,2020.0,2.0,골목상권,1000178,답십리로72길,359997.0,54.0,4145412997.0,19.0,50.0,173925842.0,1313.0,7.0
125,2020.0,2.0,골목상권,1000179,망우로18가길,566094.0,114.0,1131144568.0,27.0,45.0,110336685.0,2650.0,1.0
126,2020.0,2.0,골목상권,1000180,망우로18길,790844.0,52.0,10371749590.0,13.0,43.0,112631351.0,1582.0,8.0
127,2020.0,2.0,골목상권,1000181,망우로21길,318300.0,96.0,4190339646.0,4.0,52.0,207921429.0,577.0,10.0
128,2020.0,2.0,골목상권,1000183,무학로45길,818182.0,227.0,1027937459.0,19.0,60.0,135698036.0,767.0,9.0
129,2020.0,2.0,골목상권,1000184,사가정로13길,338132.0,180.0,5228436407.0,10.0,50.0,156495101.0,1933.0,13.0
130,2020.0,2.0,골목상권,1000185,사가정로23가길,675428.0,84.0,3972284417.0,19.0,60.0,188850497.0,1982.0,9.0
131,2020.0,2.0,골목상권,1000186,사가정로2길,517442.0,268.0,2629443378.0,5.0,51.0,236600558.0,1823.0,3.0
132,2020.0,2.0,골목상권,1000187,서울시립대로16길,1002706.0,42.0,685388181.0,20.0,57.0,188465344.0,3343.0,5.0
133,2020.0,2.0,골목상권,1000188,서울시립대로29길,2350904.0,368.0,2482568963.0,66.0,49.0,133359932.0,4357.0,11.0
134,2020.0,2.0,골목상권,1000347,한천로124나길,720796.0,54.0,2196077341.0,24.0,49.0,119896173.0,1799.0,14.0
135,2020.0,2.0,골목상권,1000222,겸재로29길,855068.0,126.0,6039017015.0,33.0,42.0,135907316.0,2269.0,25.0
136,2020.0,2.0,골목상권,1000223,겸재로36길,891038.0,134.0,1209556524.0,34.0,49.0,157099501.0,4164.0,14.0
137,2020.0,2.0,골목상권,1000224,겸재로54길,1077200.0,131.0,4379178839.0,92.0,49.0,145175365.0,5240.0,9.0
138,2020.0,2.0,골목상권,1000329,삼양로24길,1480829.0,26.0,1351460210.0,44.0,51.0,141701667.0,2756.0,7.0
139,2020.0,2.0,골목상권,1000232,동일로130길,688169.0,130.0,2325456971.0,61.0,49.0,135769726.0,3656.0,16.0
140,2020.0,2.0,골목상권,1000233,동일로139가길,783869.0,187.0,6671245626.0,12.0,56.0,176854134.0,1982.0,15.0
141,2020.0,2.0,골목상권,1000234,동일로139길,418417.0,77.0,1090100426.0,33.0,46.0,136686051.0,2311.0,7.0
142,2020.0,2.0,골목상권,1000634,구로중앙로28길,680817.0,470.0,5894754324.0,21.0,48.0,161223262.0,3200.0,19.0
143,2020.0,2.0,골목상권,1000635,구로중앙로34길,483845.0,189.0,1890788501.0,13.0,52.0,136010825.0,1085.0,5.0
144,2020.0,2.0,골목상권,1000119,왕십리로31길,1130337.0,208.0,2801033049.0,15.0,55.0,188575904.0,2779.0,14.0
145,2020.0,2.0,골목상권,1000120,왕십리로6길,969124.0,538.0,17785791405.0,11.0,50.0,255217692.0,2009.0,20.0
146,2020.0,2.0,골목상권,1000121,용답29길,695355.0,537.0,11173648801.0,11.0,48.0,147585270.0,2956.0,27.0
147,2020.0,2.0,골목상권,1000122,용답중앙길,298619.0,93.0,639055682.0,8.0,65.0,247317212.0,1240.0,6.0
148,2020.0,2.0,골목상권,1000123,장터길,389783.0,90.0,10486889645.0,52.0,47.0,148435447.0,1893.0,38.0
149,2020.0,2.0,골목상권,1000182,무학로16길,336010.0,574.0,1328810895.0,13.0,50.0,179458840.0,1358.0,5.0
150,2020.0,2.0,골목상권,1000341,오패산로52길,1082356.0,105.0,2560071978.0,184.0,44.0,73412838.0,2755.0,14.0
151,2020.0,2.0,골목상권,1000226,공릉로2길,1323643.0,148.0,8298889842.0,67.0,56.0,147126365.0,4088.0,24.0
152,2020.0,2.0,골목상권,1000227,답십리로75길,672392.0,57.0,1651845959.0,15.0,54.0,166460049.0,1845.0,6.0
153,2020.0,2.0,골목상권,1000248,면목로78길,1789463.0,93.0,2620007519.0,66.0,48.0,120343316.0,5320.0,15.0
154,2020.0,2.0,골목상권,1000249,봉우재로33길,753213.0,150.0,8215691560.0,57.0,42.0,139837702.0,2473.0,9.0
155,2020.0,2.0,골목상권,1000251,봉화산로4길,1049496.0,58.0,2774341324.0,42.0,47.0,160111270.0,4580.0,8.0
156,2020.0,2.0,골목상권,1000252,봉화산로56길,1080401.0,649.0,12885102769.0,29.0,56.0,145256331.0,3838.0,38.0
157,2020.0,2.0,골목상권,1000253,사가정로42길,732489.0,183.0,4125202395.0,12.0,63.0,208963871.0,3085.0,10.0
158,2020.0,2.0,골목상권,1000254,사가정로54길,734357.0,122.0,12261354677.0,39.0,50.0,139778677.0,3123.0,31.0
159,2020.0,2.0,골목상권,1000255,신내로7가길,929723.0,276.0,1056701245.0,20.0,61.0,176005976.0,2559.0,7.0
160,2020.0,2.0,골목상권,1000363,도봉로152가길,147559.0,342.0,781585754.0,4.0,50.0,107052020.0,702.0,7.0
161,2020.0,2.0,골목상권,1000235,동일로140길,519264.0,432.0,5370099128.0,43.0,54.0,139263364.0,2426.0,10.0
162,2020.0,2.0,골목상권,1000236,동일로149길,522670.0,870.0,1341131932.0,47.0,47.0,140538824.0,2864.0,6.0
163,2020.0,2.0,골목상권,1000237,동일로157길,926734.0,443.0,13504304107.0,31.0,43.0,135712123.0,2620.0,44.0
164,2020.0,2.0,골목상권,1000654,가산로3길,189492.0,999.0,5758394378.0,11.0,51.0,172698815.0,1073.0,7.0
165,2020.0,2.0,골목상권,1000655,가산로5길,623328.0,499.0,3349455461.0,31.0,51.0,142567908.0,3212.0,13.0
166,2020.0,2.0,골목상권,1000656,금하로14길,337393.0,96.0,2859666795.0,31.0,52.0,151601262.0,1833.0,4.0
167,2020.0,2.0,골목상권,1000657,금하로1길,420584.0,227.0,1919839991.0,11.0,51.0,103610806.0,1876.0,2.0
168,2020.0,2.0,골목상권,1000124,청계천로10나길,604363.0,4951.0,3989500479.0,9.0,46.0,151811243.0,2547.0,21.0
169,2020.0,2.0,골목상권,1000077,한강대로104길,550128.0,8152.0,10542839150.0,25.0,68.0,341969048.0,2695.0,25.0
170,2020.0,2.0,골목상권,1000078,한강대로15길,307319.0,774.0,3178951658.0,8.0,51.0,457474986.0,466.0,14.0
171,2020.0,2.0,골목상권,1000102,사근동길,469562.0,78.0,3791906982.0,23.0,32.0,93496148.0,2455.0,13.0
172,2020.0,2.0,골목상권,1000103,상원12길,529839.0,398.0,10085434644.0,6.0,53.0,230124577.0,2412.0,2.0
173,2020.0,2.0,골목상권,1000104,상원길,721652.0,1919.0,18920003447.0,4.0,56.0,265336490.0,1267.0,17.0
174,2020.0,2.0,골목상권,1000105,서울숲2길,1212358.0,335.0,5102356464.0,12.0,62.0,381514397.0,1632.0,7.0
175,2020.0,2.0,골목상권,1000250,봉화산로30길,1981280.0,139.0,525343255.0,38.0,54.0,150955602.0,3046.0,7.0
176,2020.0,2.0,골목상권,1000936,학동로38길,461014.0,1862.0,3678572377.0,30.0,54.0,292107077.0,1459.0,7.0
177,2020.0,2.0,골목상권,1000609,개봉로11길,431178.0,181.0,676759339.0,149.0,56.0,138713826.0,5207.0,7.0
178,2020.0,2.0,골목상권,1000610,개봉로17길,871308.0,1304.0,1191815693.0,185.0,56.0,133277203.0,5515.0,16.0
179,2020.0,2.0,골목상권,1000505,토정로37길,358676.0,431.0,4811566505.0,4.0,79.0,737526290.0,3691.0,10.0
180,2020.0,2.0,골목상권,1000506,효창원로93길,1456563.0,243.0,1026215469.0,22.0,64.0,230078491.0,2108.0,12.0
181,2020.0,2.0,골목상권,1000974,동남로65길,312256.0,297.0,5154884599.0,16.0,50.0,166105308.0,2359.0,15.0
182,2020.0,2.0,골목상권,1000739,동작대로17길,551309.0,806.0,9052705673.0,28.0,55.0,219427870.0,2420.0,18.0
183,2020.0,2.0,골목상권,1000740,동작대로29길,283406.0,224.0,7231539938.0,3.0,75.0,379409028.0,807.0,14.0
184,2020.0,2.0,골목상권,1000741,동작대로33길,970762.0,170.0,8067634293.0,33.0,50.0,192987872.0,2616.0,14.0
185,2020.0,2.0,골목상권,1000742,동작대로35길,972994.0,190.0,1013591761.0,26.0,53.0,206195993.0,2400.0,11.0
186,2020.0,2.0,골목상권,1000743,동작대로7길,1246693.0,182.0,10874795415.0,50.0,43.0,173110789.0,3347.0,24.0
187,2020.0,2.0,골목상권,1000744,등용로14길,488826.0,409.0,5917519348.0,11.0,66.0,324384063.0,1901.0,28.0
188,2020.0,2.0,골목상권,1000844,강남대로23길,318346.0,2897.0,10159174368.0,32.0,63.0,282543717.0,1038.0,3.0
189,2020.0,2.0,골목상권,1000712,선유서로25길,347420.0,1697.0,8071201206.0,17.0,64.0,229487276.0,3393.0,12.0
190,2020.0,2.0,골목상권,1000511,곰달래로5길,541398.0,211.0,4465880010.0,57.0,51.0,109779790.0,3585.0,11.0
191,2020.0,2.0,골목상권,1000512,남부순환로33길,667116.0,179.0,2261032216.0,90.0,53.0,109943060.0,3595.0,9.0
192,2020.0,2.0,골목상권,1000513,남부순환로40길,388933.0,122.0,4051120185.0,15.0,51.0,101498745.0,2332.0,14.0
193,2020.0,2.0,골목상권,1000514,남부순환로58길,276507.0,282.0,1186608183.0,50.0,45.0,97742289.0,2036.0,2.0
194,2020.0,2.0,골목상권,1000515,남부순환로70길,625284.0,165.0,5646990555.0,241.0,41.0,75317384.0,4586.0,11.0
195,2020.0,2.0,골목상권,1000516,남부순환로79길,454257.0,142.0,3494114546.0,7.0,76.0,170182599.0,681.0,12.0
196,2020.0,2.0,골목상권,1000922,삼성로69길,776823.0,2064.0,13273660361.0,93.0,50.0,277075763.0,3340.0,11.0
197,2020.0,2.0,골목상권,1000923,삼성로75길,1013723.0,1814.0,7338496236.0,49.0,57.0,339318156.0,2504.0,14.0
198,2020.0,2.0,골목상권,1000924,선릉로121길,403313.0,2263.0,7119578525.0,18.0,82.0,467264206.0,835.0,11.0
199,2020.0,2.0,골목상권,1000925,선릉로132길,686919.0,1305.0,11069153401.0,24.0,67.0,466206982.0,2024.0,9.0
200,2020.0,2.0,골목상권,1000926,선릉로133길,1239502.0,739.0,5826984356.0,36.0,51.0,293891734.0,1542.0,7.0
201,2020.0,2.0,골목상권,1000927,선릉로146길,1175858.0,1123.0,11498120440.0,31.0,57.0,325033359.0,1996.0,16.0
202,2020.0,2.0,골목상권,1000597,양천로73가길,798198.0,468.0,9215453411.0,24.0,52.0,225524791.0,2819.0,18.0
203,2020.0,2.0,골목상권,1000799,남부순환로234길,654412.0,126.0,3671459757.0,11.0,67.0,205016538.0,1765.0,8.0
