,기준_년_코드,기준_분기_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,총_직장인구_수,추정매출,아파트_단지_수,아파트_평균_면적,아파트_평균_시가,총_상주인구_수,집객시설_수
6959,2019.0,2.0,발달상권,1001135,신사동 가로수길,3930158.0,15305.0,215711490649.0,53.0,62.0,249165230.0,3852.0,407.0
6960,2019.0,2.0,발달상권,1001136,오목교역,217984.0,114.0,10281213119.0,4.0,78.0,318815104.0,869.0,9.0
6961,2019.0,2.0,발달상권,1001137,서울 강동구 둔촌동역,191164.0,302.0,9841358543.0,7.0,57.0,147921088.0,800.0,29.0
6962,2019.0,2.0,발달상권,1001138,압구정 로데오거리_1,858250.0,14181.0,78518885253.0,17.0,185.0,1592448739.0,604.0,119.0
6963,2019.0,2.0,발달상권,1001139,서울 영등포구 영등포구청역,855749.0,434.0,13091955765.0,20.726666666666667,67.66666666666667,281083339.3933333,2399.4866666666667,19.0
6964,2019.0,2.0,발달상권,1001140,서울 강남구 압구정역,1501257.0,9378.0,82535897195.0,44.0,78.0,415661955.0,1865.0,199.0
6965,2019.0,2.0,발달상권,1001233,서울 종로구 종로3가역_3,223841.0,1208.0,39502106960.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,24.0
6966,2019.0,2.0,발달상권,1001234,서울 종로구 경복궁역_1,522602.0,633.0,14249763456.0,7.0,67.0,225727891.0,582.0,29.0
6967,2019.0,2.0,발달상권,1001235,서울 종로구 안국역_1,120136.0,3070.0,8334781220.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,23.0
6968,2019.0,2.0,발달상권,1001236,서울 종로구 안국역_2,114815.0,1657.0,5341580067.0,3.0,72.0,189183333.0,280.0,21.0
6969,2019.0,2.0,발달상권,1001237,서울 종로구 경복궁역_2,164253.0,305.0,10215657363.0,3.0,65.0,232902778.0,308.0,22.0
6970,2019.0,2.0,발달상권,1001238,서울 동대문구 청량리역,1297785.0,925.0,46551993453.0,3.0,116.0,360368889.0,2803.0,107.0
6971,2019.0,2.0,발달상권,1001239,디지털미디어시티,333639.0,6841.0,38354427883.0,2.0,85.0,505752016.0,1576.0,58.0
6972,2019.0,2.0,발달상권,1001240,혜화역 대학로_1,712195.0,1581.0,25261977476.0,12.0,54.0,121877083.0,486.0,49.0
6973,2019.0,2.0,전통시장,1001459,신원시장,1336739.0,38.0,9069011772.0,2.0,79.0,195833333.0,418.0,10.0
6974,2019.0,2.0,전통시장,1001392,동진시장,41345.0,10.0,1544036089.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,2.0
6975,2019.0,2.0,전통시장,1001393,마포농수산물시장,9069.0,329.0,41904870492.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,4.0
6976,2019.0,2.0,전통시장,1001379,인왕시장,179673.0,51.0,10882426037.0,1.0,72.0,176700000.0,308.0,9.0
6977,2019.0,2.0,전통시장,1001380,포방터시장,258949.0,71.0,2190967065.0,7.0,54.0,93981633.0,510.0,3.0
6978,2019.0,2.0,전통시장,1001381,모래내시장,81169.0,14.0,3431420566.0,12.0,60.0,205937169.0,384.0,2.0
6979,2019.0,2.0,전통시장,1001382,백련시장,82253.0,57.0,438881044.0,1.0,55.0,148093750.0,155.0,0.0
6980,2019.0,2.0,전통시장,1001383,공덕시장,40893.0,3883.0,4384539555.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,10.0
6981,2019.0,2.0,전통시장,1001384,마포시장,33336.0,8.0,4620709107.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,0.0
6982,2019.0,2.0,전통시장,1001385,아현시장,314752.0,839.0,8444479688.0,3.0,59.0,169444444.0,406.0,20.0
6983,2019.0,2.0,전통시장,1001386,신수시장,45594.0,28.0,1057233285.0,1.0,51.0,187625000.0,68.0,3.0
6984,2019.0,2.0,전통시장,1001387,서교시장,105651.0,48.0,3828238691.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,2.0
6985,2019.0,2.0,전통시장,1001388,영진시장,54782.0,23.0,540838630.0,4.0,57.0,194462500.0,250.0,0.0
6986,2019.0,2.0,전통시장,1001389,합정시장,57633.0,24.0,5693881389.7,2.0,64.0,207400000.0,87.0,0.0
6987,2019.0,2.0,전통시장,1001390,망원시장,311138.0,186.0,12889852350.0,31.0,58.0,167776941.0,1975.0,13.0
6988,2019.0,2.0,골목상권,1000074,청파로47나길,512010.0,242.0,645445566.0,78.0,56.0,188025955.0,3109.0,5.0
6989,2019.0,2.0,골목상권,1000075,청파로71길,1119247.0,781.0,1748131441.0,111.0,65.0,184667660.0,4221.0,13.0
6990,2019.0,2.0,골목상권,1000076,청파로73길,570160.0,236.0,2542370775.0,58.0,48.0,194472222.0,2495.0,5.0
6991,2019.0,2.0,골목상권,1000159,자양로15길,900827.0,81.0,7513473839.0,25.0,47.0,163395032.0,1886.0,12.0
6992,2019.0,2.0,골목상권,1000125,한림말3길,607163.0,2979.0,4190583766.0,6.0,57.0,156353175.0,922.0,11.0
6993,2019.0,2.0,골목상권,1000126,한림말길,471115.0,348.0,1933670258.0,14.0,54.0,173053195.0,2107.0,13.0
6994,2019.0,2.0,골목상권,1000127,광나루로12길,826945.0,55.0,6770122237.0,35.0,31.0,115007009.0,2765.0,27.0
6995,2019.0,2.0,발달상권,1001141,압구정 로데오거리_2,2733630.0,8894.0,143946326690.0,10.0,60.0,316546895.0,1313.0,179.0
6996,2019.0,2.0,발달상권,1001142,국회의사당역_1,18562.0,4489.0,8380994523.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,11.0
6997,2019.0,2.0,발달상권,1001143,서울 용산구 신용산역,258412.0,968.0,7110103760.0,2.0,43.0,265250000.0,390.0,19.0
6998,2019.0,2.0,발달상권,1001144,국회의사당역_2,276211.0,18939.0,45098642017.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,43.0
6999,2019.0,2.0,발달상권,1001145,용산 전자상가_1,124531.0,3414.0,235363931269.0,1.0,84.0,396797753.0,1447.0,38.0
7000,2019.0,2.0,발달상권,1001146,용산구청,32635.0,284.0,2323326230.0,4.0,97.0,427643452.0,107.0,7.0
7001,2019.0,2.0,발달상권,1001147,용산 전자상가_2,73429.0,594.0,177163039686.0,1.0,85.0,329500000.0,178.0,7.0
7002,2019.0,2.0,발달상권,1001148,목동사거리,105568.0,63.0,3180207083.0,15.786666666666667,68.92666666666666,283043142.3466667,2391.4333333333334,21.0
7003,2019.0,2.0,발달상권,1001149,한남오거리,148520.0,659.0,14594082597.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,28.0
7004,2019.0,2.0,발달상권,1001241,혜화역 대학로_2,532592.0,337.0,3950667706.0,8.0,68.0,197466880.0,804.0,21.0
7005,2019.0,2.0,발달상권,1001242,혜화역 대학로_3,1412723.0,516.0,27987796988.0,8.0,43.0,119176151.0,628.0,47.0
7006,2019.0,2.0,발달상권,1001243,서울 성북구 안암역,324895.0,76.0,10903094323.0,1.0,19.0,71312500.0,371.0,15.0
7007,2019.0,2.0,발달상권,1001244,경희대학교,682076.0,82.0,17935620201.0,2.0,20.0,78125000.0,370.0,11.0
7008,2019.0,2.0,발달상권,1001245,서울 성북구 성신여대입구역,1969439.0,1309.0,44694003996.0,3.0,47.0,166444444.0,1091.0,56.0
7009,2019.0,2.0,발달상권,1001246,미아사거리_1,76195.0,200.0,1757039225.0,2.0,52.0,202972608.0,914.0,9.0
7010,2019.0,2.0,발달상권,1001204,서울 중구 을지로3가역_1,1115242.0,4668.0,29846209024.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,68.0
7011,2019.0,2.0,발달상권,1001205,동대문역사문화공원역,616462.0,3244.0,17898766037.0,1.0,46.0,77500000.0,433.0,50.0
7012,2019.0,2.0,발달상권,1001157,서울 강동구 천호역_1,203486.0,178.0,10422133613.0,6.0,53.0,207561905.0,388.0,23.0
7013,2019.0,2.0,전통시장,1001391,망원월드컵시장,313971.0,232.0,6989834989.0,18.0,49.0,138048729.0,807.0,12.0
7014,2019.0,2.0,전통시장,1001403,신월7동골목시장,73736.0,43.0,2924681052.0,4.0,46.0,115175000.0,127.0,6.0
7015,2019.0,2.0,전통시장,1001404,신정제일시장,30928.0,27.0,2950791287.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,5.0
7016,2019.0,2.0,전통시장,1001405,신정2동골목시장,193830.0,45.0,455213943.0,3.0,54.0,180304198.0,473.0,0.0
7017,2019.0,2.0,전통시장,1001406,신정3동골목시장,182198.0,111.0,7349851132.0,1.0,44.0,146666667.0,263.0,20.0
7018,2019.0,2.0,전통시장,1001394,목2동시장,331689.0,426.0,8728251606.0,18.0,52.0,155182914.0,1213.0,24.0
7019,2019.0,2.0,전통시장,1001395,목3동시장,399527.0,181.0,14903101968.0,9.0,50.0,170201466.0,1169.0,37.0
7020,2019.0,2.0,전통시장,1001271,동묘시장,586224.0,554.0,3987675559.0,3.0,35.0,131482828.0,781.0,17.0
7021,2019.0,2.0,전통시장,1001359,창동신창시장,518562.0,82.0,6002672531.0,35.0,54.0,114274261.0,2295.0,14.0
7022,2019.0,2.0,전통시장,1001360,창동골목시장,240496.0,106.0,6519744211.0,5.0,45.0,99010476.0,1245.0,13.0
7023,2019.0,2.0,전통시장,1001361,신도봉시장,27337.0,9.0,1832626179.0,2.0,45.0,65137500.0,174.0,1.0
7024,2019.0,2.0,골목상권,1000403,연서로21길,1184214.0,249.0,3507064212.0,95.0,55.0,122301308.0,4250.0,13.0
7025,2019.0,2.0,골목상권,1000404,연서로27길,354204.0,404.0,5622141498.0,61.0,53.0,115309453.0,2937.0,15.0
7026,2019.0,2.0,골목상권,1000405,연서로28길,1084889.0,271.0,5143569609.0,78.0,54.0,121289257.0,3669.0,14.0
7027,2019.0,2.0,골목상권,1000406,연서로29길,933940.0,96.0,2921413092.0,14.0,53.0,124240873.0,1065.0,7.0
7028,2019.0,2.0,골목상권,1000407,연서로33길,578178.0,111.0,1708926160.0,32.0,52.0,112044394.0,2073.0,4.0
7029,2019.0,2.0,골목상권,1000425,증산로21길,1262061.0,270.0,2217047103.0,133.0,54.0,112984233.0,5296.0,12.0
7030,2019.0,2.0,골목상권,1000047,퇴계로56길,567184.0,877.0,4249158317.0,5.0,45.0,124418333.0,1130.0,18.0
7031,2019.0,2.0,발달상권,1001150,서울 용산구 이태원역,619550.0,846.0,46826501157.0,10.0,101.0,540268770.0,876.0,67.0
7032,2019.0,2.0,발달상권,1001151,용산 전자상가_3,133996.0,2244.0,94733344278.0,20.286666666666665,67.59333333333333,279616428.56666666,2490.306666666667,18.0
7033,2019.0,2.0,발달상권,1001152,서울 광진구 강변역,114339.0,2160.0,78292260319.0,1.0,184.0,754962963.0,198.0,10.0
7034,2019.0,2.0,발달상권,1001153,당산역_1,325964.0,331.0,16934859666.0,2.0,46.0,227926606.0,1061.0,29.0
7035,2019.0,2.0,발달상권,1001154,용산 전자상가_4,83175.0,349.0,6280446754.0,20.246666666666666,67.7,281238579.82666665,2490.846666666667,14.0
7036,2019.0,2.0,발달상권,1001155,용산 전자상가_5,409613.0,2223.0,66545975866.0,7.0,47.0,205749150.0,629.0,16.0
7037,2019.0,2.0,발달상권,1001156,서울 강동구 길동역,1495094.0,2749.0,32360575281.0,15.0,43.0,134214845.0,3041.0,94.0
7038,2019.0,2.0,발달상권,1001120,도산공원사거리_1,288454.0,3595.0,13738684320.0,5.0,44.0,224700040.0,274.0,28.0
7039,2019.0,2.0,발달상권,1001158,당산역_2,351403.0,1672.0,8578312013.0,1.0,59.0,115500000.0,723.0,22.0
7040,2019.0,2.0,발달상권,1001159,서울 강동구 천호역,268214.0,327.0,8621425964.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,41.0
7041,2019.0,2.0,발달상권,1001209,서울시청,511427.0,9762.0,41711424434.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,69.0
7042,2019.0,2.0,발달상권,1001210,시청역_2,480597.0,14293.0,21847478257.0,15.773333333333333,68.79333333333334,281805176.3066667,2495.9066666666668,58.0
7043,2019.0,2.0,발달상권,1001211,동대문시장_1,206273.0,1597.0,29453935630.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,35.0
7044,2019.0,2.0,발달상권,1001212,서대문구 서대문역_1,139331.0,89.0,2864708241.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,12.0
7045,2019.0,2.0,발달상권,1001213,종각역 젊음의 거리,1043704.0,3763.0,44560191266.0,1.0,21.0,95285714.0,164.0,53.0
7046,2019.0,2.0,발달상권,1001214,종각역,73171.0,10055.0,5562928264.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,20.0
7047,2019.0,2.0,발달상권,1001215,서울 종로구 광화문역_1,346464.0,14333.0,11576299753.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,45.0
7048,2019.0,2.0,발달상권,1001216,서울 종로구 종로3가역_1,439436.0,2698.0,19899565293.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,70.0
7049,2019.0,2.0,전통시장,1001362,백운시장,70701.0,30.0,1008242839.0,5.0,51.0,92648951.0,374.0,4.0
7050,2019.0,2.0,전통시장,1001363,쌍문역골목시장,189584.0,58.0,3402573392.0,5.0,58.0,108438889.0,763.0,2.0
7051,2019.0,2.0,전통시장,1001364,방학동도깨비시장,334315.0,46.0,6759198313.0,10.0,48.0,80668261.0,1000.0,13.0
7052,2019.0,2.0,전통시장,1001365,공릉동도깨비시장,378416.0,209.0,5797826036.0,20.0,55.0,136364293.0,1582.0,20.0
7053,2019.0,2.0,전통시장,1001366,상계시장,37795.0,9.0,32786937.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,1.0
7054,2019.0,2.0,전통시장,1001367,상계중앙시장,900462.0,132.0,7756938994.0,15.0,50.0,95964683.0,1972.0,18.0
7055,2019.0,2.0,전통시장,1001399,경창시장,185821.0,56.0,3999365169.0,6.0,66.0,127274777.0,365.0,6.0
7056,2019.0,2.0,전통시장,1001400,신월3동골목시장,159653.0,10.0,327215657.0,1.0,35.0,52333333.0,342.0,1.0
7057,2019.0,2.0,전통시장,1001401,신곡종합시장,102342.0,1468.4533333333334,5693881389.7,1.0,76.0,306636364.0,62.0,0.0
7058,2019.0,2.0,전통시장,1001402,신월6동골목시장,74179.0,184.0,9429143176.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,20.0
7059,2019.0,2.0,전통시장,1001481,명일골목시장,178238.0,87.0,3793840824.0,4.0,74.0,240714664.0,2011.0,3.0
7060,2019.0,2.0,골목상권,1000128,광나루로24길,700425.0,32.0,5045922739.0,4.0,44.0,95916667.0,1289.0,9.0
7061,2019.0,2.0,골목상권,1000129,광나루로36길,334138.0,428.0,10958147112.0,26.0,56.0,154941468.0,2665.0,22.0
7062,2019.0,2.0,골목상권,1000130,광나루로37길,519942.0,72.0,933310122.0,6.0,64.0,159965278.0,679.0,11.0
7063,2019.0,2.0,골목상권,1000131,광나루로40길,1353256.0,305.0,2678685117.0,52.0,54.0,141414748.0,3897.0,18.0
7064,2019.0,2.0,골목상권,1000048,퇴계로8길,315651.0,418.0,4416132190.0,11.0,92.0,205126627.0,1491.0,22.0
7065,2019.0,2.0,골목상권,1000049,퇴계로90길,823518.0,569.0,2858919117.0,16.0,57.0,163913769.0,3440.0,16.0
7066,2019.0,2.0,골목상권,1000050,녹사평대로11길,49897.0,123.0,1295274822.0,3.0,71.0,214166667.0,418.0,1.0
7067,2019.0,2.0,골목상권,1000051,녹사평대로26길,232824.0,466.0,3800584752.0,9.0,63.0,350996120.0,955.0,13.0
7068,2019.0,2.0,발달상권,1001121,영등포역_3,370940.0,137.0,4260226707.0,23.933333333333334,72.79333333333334,269271867.16,2468.66,18.0
7069,2019.0,2.0,발달상권,1001122,여의도 시범아파트앞,219452.0,12813.0,14109323413.0,2.0,182.0,620081633.0,1445.0,28.0
7070,2019.0,2.0,발달상권,1001081,서울 강남구 역삼역_2,704230.0,19816.0,35862746344.0,15.0,66.0,261730503.0,1035.0,55.0
7071,2019.0,2.0,발달상권,1001160,서울 광진구 구의역,882791.0,914.0,18993346203.0,19.0,43.0,134465230.0,1871.0,39.0
7072,2019.0,2.0,발달상권,1001161,건대입구역,100986.0,362.0,9385556010.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,12.0
7073,2019.0,2.0,발달상권,1001162,서울 광진구 건대입구역_1,766603.0,154.0,20637489057.0,10.0,41.0,148428902.0,1027.0,26.0
7074,2019.0,2.0,발달상권,1001163,서울 강동구 천호역_2,1255602.0,2198.0,64806107304.0,9.0,63.0,205462738.0,4607.0,128.0
7075,2019.0,2.0,발달상권,1001164,서울 마포구 마포역_1,787180.0,3431.0,19593523184.0,3.0,80.0,259153509.0,844.0,60.0
7076,2019.0,2.0,발달상권,1001193,장한평역_1,362285.0,1134.0,12832015073.0,2.0,85.0,220642857.0,206.0,35.0
7077,2019.0,2.0,발달상권,1001194,서울 강서구 발산역,286629.0,1381.0,69140516840.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,30.0
7078,2019.0,2.0,발달상권,1001195,왕십리역_2,269644.0,295.0,8942376398.0,1.0,20.0,155000000.0,531.0,26.0
7079,2019.0,2.0,발달상권,1001196,시청역_1,402149.0,38617.0,33515582469.0,20.246666666666666,67.7,281238579.82666665,2467.7733333333335,58.0
7080,2019.0,2.0,발달상권,1001247,미아사거리_2,51303.0,97.0,3334081545.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,12.0
7081,2019.0,2.0,발달상권,1001248,서울 은평구 불광역_1,505554.0,222.0,20545118517.0,10.0,49.0,107145397.0,537.0,43.0
7082,2019.0,2.0,발달상권,1001218,동대문시장_2,451117.0,235.0,12771466195.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,25.0
7083,2019.0,2.0,발달상권,1001219,서울 종로구 동대문역_1,149512.0,31.0,5621111948.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,10.0
7084,2019.0,2.0,발달상권,1001249,서울 은평구 불광역_2,687903.0,118.0,9581959364.0,8.0,38.0,114937500.0,668.0,30.0
7085,2019.0,2.0,발달상권,1001250,서울 은평구 불광역_3,539564.0,87.0,11401421753.0,10.0,23.0,112063821.0,775.0,26.0
7086,2019.0,2.0,전통시장,1001343,장위전통시장,408452.0,74.0,3871347365.0,5.0,66.0,150083333.0,1115.0,10.0
7087,2019.0,2.0,전통시장,1001344,번동시장,9944.0,15.0,1454709.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,1.0
7088,2019.0,2.0,전통시장,1001345,새석관시장,44499.0,4.0,4115988.0,2.0,37.0,24512195.0,80.0,1.0
7089,2019.0,2.0,전통시장,1001346,석관시장,34175.0,30.0,652922269.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,1.0
7090,2019.0,2.0,전통시장,1001347,석관황금시장,482522.0,177.0,2108829932.0,3.0,48.0,138916667.0,1847.0,3.0
7091,2019.0,2.0,전통시장,1001352,번동북부골목시장,453844.0,51.0,3448606107.0,8.0,57.0,151992109.0,1164.0,4.0
7092,2019.0,2.0,전통시장,1001353,수유전통시장,257471.0,133.0,17216687015.0,3.0,61.0,143442586.0,628.0,19.0
7093,2019.0,2.0,전통시장,1001342,밤나무골시장,100187.0,13.0,391598561.0,2.0,51.0,65623077.0,236.0,3.0
7094,2019.0,2.0,전통시장,1001354,우이시장,492315.0,70.0,4243187673.0,22.0,48.0,106408076.0,1669.0,5.0
7095,2019.0,2.0,전통시장,1001355,강북종합시장,360652.0,45.0,4155281650.0,5.0,50.0,107718333.0,734.0,8.0
7096,2019.0,2.0,전통시장,1001356,수유중앙시장,28091.0,9.0,334731513.0,2.0,55.0,101125000.0,49.0,1.0
7097,2019.0,2.0,골목상권,1000052,녹사평대로32길,391447.0,66.0,6872322910.0,8.0,65.0,356054266.0,534.0,1.0
7098,2019.0,2.0,골목상권,1000053,녹사평대로40나길,354034.0,67.0,5233167186.0,6.0,103.0,355855556.0,771.0,8.0
7099,2019.0,2.0,골목상권,1000054,녹사평대로46길,300068.0,53.0,3540536819.0,20.0,84.0,294901932.0,850.0,16.0
7100,2019.0,2.0,골목상권,1000055,대사관로34길,274166.0,648.0,8063308031.0,34.0,46.0,309148775.0,1423.0,12.0
7101,2019.0,2.0,골목상권,1000133,긴고랑로20길,496908.0,242.0,5764809275.0,57.0,51.0,150264017.0,4137.0,22.0
7102,2019.0,2.0,골목상권,1000201,장한로5길,671625.0,419.0,4125529178.0,16.0,55.0,161484419.0,2085.0,10.0
7103,2019.0,2.0,골목상권,1000202,장한로8길,582660.0,394.0,1562782864.0,26.0,63.0,175230869.0,2291.0,6.0
7104,2019.0,2.0,골목상권,1000203,전농로29길,1157091.0,557.0,1327382128.0,6.0,61.0,156382870.0,1970.0,6.0
7105,2019.0,2.0,발달상권,1001197,장한평역_2,514497.0,1648.0,5023324677.0,7.0,62.0,156576020.0,1406.0,22.0
7106,2019.0,2.0,발달상권,1001198,서울 강서구 송정역,396050.0,407.0,12751941055.0,24.0,48.0,108424092.0,2167.0,38.0
7107,2019.0,2.0,발달상권,1001168,남영역,185189.0,6921.0,14537923514.0,2.0,60.0,279531746.0,238.0,40.0
7108,2019.0,2.0,발달상권,1001169,서울 용산구 숙대입구역,72606.0,2911.0,12174830817.0,3.0,67.0,359000000.0,487.0,34.0
7109,2019.0,2.0,발달상권,1001170,공덕역,313691.0,2470.0,7250976891.0,15.626666666666667,70.19333333333333,285362249.26666665,2467.9266666666667,18.0
7110,2019.0,2.0,발달상권,1001171,서울 마포구 공덕역_2,134962.0,3874.0,1363866739.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,13.0
7111,2019.0,2.0,발달상권,1001172,어린이대공원역,411650.0,47.0,7610600430.0,3.0,65.0,377166667.0,537.0,14.0
7112,2019.0,2.0,발달상권,1001251,서울 강북구 미아삼거리역_1,571751.0,307.0,37452054891.0,3.0,39.0,104958995.0,368.0,66.0
7113,2019.0,2.0,발달상권,1001220,서울 종로구 동대문역_2,957588.0,751.0,21055234071.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,56.0
7114,2019.0,2.0,발달상권,1001221,장안동사거리,991678.0,1764.0,30157844606.0,13.0,64.0,190951237.0,4026.0,68.0
7115,2019.0,2.0,발달상권,1001222,동묘앞역,87803.0,869.0,12704073979.0,2.0,75.0,346709056.0,873.0,39.0
7116,2019.0,2.0,발달상권,1001223,서울 종로구 광화문역_2,996006.0,25717.0,40706029785.0,6.0,108.0,418501389.0,2467.0,120.0
7117,2019.0,2.0,발달상권,1001224,서울 동대문구 신설동역_1,191658.0,749.0,5751014209.0,1.0,78.0,167500000.0,306.0,13.0
7118,2019.0,2.0,발달상권,1001225,신설동역,272330.0,202.0,3446786564.0,20.726666666666667,67.66666666666667,281083339.3933333,2468.62,15.0
7119,2019.0,2.0,전통시장,1001357,장미원골목시장,497602.0,958.0,3787268372.0,23.0,49.0,119067469.0,1479.0,8.0
7120,2019.0,2.0,전통시장,1001358,수유북부시장,42059.0,19.0,1012856436.0,1.0,81.0,140208333.0,63.0,1.0
7121,2019.0,2.0,전통시장,1001348,동북시장,66637.0,104.0,3812267916.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,12.0
7122,2019.0,2.0,전통시장,1001349,방천골목시장,753934.0,98.0,16510234059.0,2.0,48.0,131872727.0,1530.0,8.0
7123,2019.0,2.0,전통시장,1001350,숭인시장,42290.0,57.0,9349734261.0,4.0,40.0,137085938.0,232.0,29.0
7124,2019.0,2.0,전통시장,1001351,솔샘시장,174711.0,86.0,5339357625.0,20.96,67.6,278446984.6533333,2527.1666666666665,6.0
7125,2019.0,2.0,전통시장,1001409,화곡중앙골목시장,354174.0,138.0,6187401014.0,20.0,53.0,101350404.0,1056.0,15.0
7126,2019.0,2.0,전통시장,1001410,대원종합시장,45521.0,7.0,685514312.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,0.0
7127,2019.0,2.0,전통시장,1001411,남부골목시장,535425.0,124.0,13912080526.0,23.0,55.0,113601225.0,1877.0,16.0
7128,2019.0,2.0,전통시장,1001471,영동전통시장,428638.0,255.0,28789103472.0,13.0,49.0,186072301.0,1171.0,7.0
7129,2019.0,2.0,전통시장,1001472,논현종합시장,44989.0,83.0,35074861.0,3.0,115.0,417534848.0,85.0,0.0
7130,2019.0,2.0,전통시장,1001473,청담삼익시장,42705.0,60.0,1797388283.0,1.0,162.0,1566000000.0,167.0,3.0
7131,2019.0,2.0,골목상권,1000204,전농로3길,568262.0,184.0,3617882176.0,7.0,59.0,151925595.0,1649.0,7.0
7132,2019.0,2.0,골목상권,1000205,전농로4길,536263.0,356.0,2048900712.0,4.0,56.0,135368750.0,1473.0,9.0
7133,2019.0,2.0,골목상권,1000206,제기로21길,867740.0,93.0,928480982.0,7.0,45.0,85459524.0,3144.0,4.0
7134,2019.0,2.0,골목상권,1000264,돌곶이로27길,837908.0,147.0,3133386251.0,37.0,59.0,143235177.0,2740.0,9.0
7135,2019.0,2.0,골목상권,1000265,돌곶이로28길,261929.0,247.0,1724102414.0,15.0,61.0,158022087.0,1015.0,9.0
7136,2019.0,2.0,골목상권,1000266,돌곶이로41길,572354.0,55.0,1978130798.0,20.0,50.0,123617976.0,1915.0,6.0
7137,2019.0,2.0,발달상권,1001173,서울 강동구 명일역,854500.0,663.0,28642951978.0,14.0,58.0,155933770.0,1999.0,87.0
7138,2019.0,2.0,발달상권,1001174,등촌역,303886.0,111.0,9778245225.0,15.0,40.0,134866005.0,1292.0,8.0
7139,2019.0,2.0,발달상권,1001175,서울 강동구 고덕역,827268.0,1023.0,33518211909.0,6.0,98.0,396060866.0,2715.0,62.0
7140,2019.0,2.0,발달상권,1001176,서울 중구 약수역_1,53732.0,13.0,1357125444.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,7.0
7141,2019.0,2.0,발달상권,1001177,서울 중구 약수역_2,180066.0,206.0,10658044699.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,22.0
7142,2019.0,2.0,발달상권,1001178,서울 마포구 홍대입구역_1,717850.0,1608.0,15355048514.0,10.0,42.0,125484374.0,657.0,27.0
7143,2019.0,2.0,발달상권,1001179,강서구청,964094.0,4335.0,23681471876.0,35.0,48.0,116505290.0,2954.0,53.0
7144,2019.0,2.0,발달상권,1001180,신촌역,1617102.0,849.0,32886714869.0,9.0,31.0,80581164.0,1175.0,147.0
7145,2019.0,2.0,발달상권,1001191,왕십리역_1,113709.0,20.0,963937298.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,3.0
7146,2019.0,2.0,발달상권,1001226,서울 종로구 종로5가역_2,905888.0,11914.0,33381545827.0,5.0,58.0,203462975.0,2044.0,65.0
7147,2019.0,2.0,발달상권,1001227,종로구청,667344.0,22114.0,94234213725.0,20.246666666666666,67.7,281238579.82666665,2469.673333333333,100.0
7148,2019.0,2.0,발달상권,1001228,서울 종로구 종로5가역_3,763729.0,1775.0,20680675230.0,20.246666666666666,67.7,281238579.82666665,2527.0266666666666,72.0
7149,2019.0,2.0,발달상권,1001229,서울 종로구 종로5가역_4,122026.0,1304.0,9612919414.0,2.0,25.0,73000000.0,290.0,18.0
7150,2019.0,2.0,발달상권,1001230,인사동,773399.0,25772.0,54392779061.0,1.0,85.0,152174497.0,769.0,139.0
7151,2019.0,2.0,발달상권,1001182,홍익대학교 주변,6291966.0,10364.0,223720560396.0,92.0,48.0,129936955.0,4775.0,255.0
7152,2019.0,2.0,전통시장,1001483,암사종합시장,362090.0,80.0,11124222762.0,7.0,37.0,106797619.0,887.0,12.0
7153,2019.0,2.0,전통시장,1001484,양지골목시장,87356.0,91.0,3552335188.0,22.0,57.0,166598089.0,843.0,6.0
