,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,총 상주인구 수
9660,2018,4,A,골목상권,1000710,2921
9661,2018,4,A,골목상권,1000709,81
9662,2018,4,A,골목상권,1000708,1463
9663,2018,4,A,골목상권,1000707,1343
9664,2018,4,A,골목상권,1000706,1876
9665,2018,4,A,골목상권,1000705,800
9666,2018,4,A,골목상권,1000704,1619
9667,2018,4,A,골목상권,1000703,3610
9668,2018,4,A,골목상권,1000702,2485
9669,2018,4,A,골목상권,1000701,602
9670,2018,4,A,골목상권,1000700,341
9671,2018,4,A,골목상권,1000699,2249
9672,2018,4,A,골목상권,1000698,3025
9673,2018,4,A,골목상권,1000697,1057
9674,2018,4,A,골목상권,1000696,2339
9675,2018,4,A,골목상권,1000695,2843
9676,2018,4,A,골목상권,1000694,2369
9677,2018,4,A,골목상권,1000693,1876
9678,2018,4,A,골목상권,1000692,4346
9679,2018,4,A,골목상권,1000691,2217
9680,2018,4,A,골목상권,1000690,1801
9681,2018,4,A,골목상권,1000689,1331
9682,2018,4,A,골목상권,1000688,981
9683,2018,4,A,골목상권,1000687,2712
9684,2018,4,A,골목상권,1000686,141
9685,2018,4,A,골목상권,1000685,152
9686,2018,4,A,골목상권,1000684,269
9687,2018,4,A,골목상권,1000683,1912
9688,2018,4,A,골목상권,1000682,3748
9689,2018,4,A,골목상권,1000681,5951
9690,2018,4,A,골목상권,1000680,2653
9691,2018,4,A,골목상권,1000679,1584
9692,2018,4,A,골목상권,1000678,3026
9693,2018,4,A,골목상권,1000677,1984
9694,2018,4,A,골목상권,1000676,3530
9695,2018,4,A,골목상권,1000675,1824
9696,2018,4,A,골목상권,1000674,4814
9697,2018,4,A,골목상권,1000673,2252
9698,2018,4,A,골목상권,1000672,576
9699,2018,4,A,골목상권,1000671,3305
9700,2018,4,A,골목상권,1000670,1055
9701,2018,4,A,골목상권,1000669,1258
9702,2018,4,A,골목상권,1000668,1269
9703,2018,4,A,골목상권,1000667,3269
9704,2018,4,A,골목상권,1000666,649
9705,2018,4,A,골목상권,1000665,3279
9706,2018,4,A,골목상권,1000664,2598
9707,2018,4,A,골목상권,1000663,2243
9708,2018,4,A,골목상권,1000662,2130
9709,2018,4,A,골목상권,1000661,2632
9710,2018,4,A,골목상권,1000660,1910
9711,2018,4,A,골목상권,1000659,2288
9712,2018,4,A,골목상권,1000658,4338
9713,2018,4,A,골목상권,1000657,1965
9714,2018,4,A,골목상권,1000656,1753
9715,2018,4,A,골목상권,1000655,3281
9716,2018,4,A,골목상권,1000654,1060
9717,2018,4,A,골목상권,1000653,1102
9718,2018,4,A,골목상권,1000652,1606
9719,2018,4,A,골목상권,1000651,830
9720,2018,4,A,골목상권,1000650,2099
9721,2018,4,A,골목상권,1000649,517
9722,2018,4,A,골목상권,1000648,2823
9723,2018,4,A,골목상권,1000647,1428
9724,2018,4,A,골목상권,1000646,1686
9725,2018,4,A,골목상권,1000645,2639
9726,2018,4,A,골목상권,1000644,1500
9727,2018,4,A,골목상권,1000643,4723
9728,2018,4,A,골목상권,1000642,1190
9729,2018,4,A,골목상권,1000641,1410
9730,2018,4,A,골목상권,1000640,2165
9731,2018,4,A,골목상권,1000639,1287
9732,2018,4,A,골목상권,1000638,2694
9733,2018,4,A,골목상권,1000637,673
9734,2018,4,A,골목상권,1000636,922
9735,2018,4,A,골목상권,1000635,1131
9736,2018,4,A,골목상권,1000634,3257
9737,2018,4,A,골목상권,1000633,870
9738,2018,4,A,골목상권,1000632,6114
9739,2018,4,A,골목상권,1000631,2646
9740,2018,4,A,골목상권,1000630,1936
9741,2018,4,A,골목상권,1000629,2508
9742,2018,4,A,골목상권,1000628,1903
9743,2018,4,A,골목상권,1000627,2031
9744,2018,4,A,골목상권,1000626,982
9745,2018,4,A,골목상권,1000625,2119
9746,2018,4,A,골목상권,1000624,3170
9747,2018,4,A,골목상권,1000623,4462
9748,2018,4,A,골목상권,1000622,2513
9749,2018,4,A,골목상권,1000621,2594
9750,2018,4,A,골목상권,1000620,2030
9751,2018,4,A,골목상권,1000619,3027
9752,2018,4,A,골목상권,1000618,1833
9753,2018,4,A,골목상권,1000617,3435
9754,2018,4,A,골목상권,1000616,2996
9755,2018,4,A,골목상권,1000615,2287
9756,2018,4,A,골목상권,1000614,2487
9757,2018,4,A,골목상권,1000613,3693
9758,2018,4,A,골목상권,1000612,2206
9759,2018,4,A,골목상권,1000611,3350
9760,2018,4,A,골목상권,1000610,5679
9761,2018,4,A,골목상권,1000609,5293
9762,2018,4,A,골목상권,1000608,4287
9763,2018,4,A,골목상권,1000607,2633
9764,2018,4,A,골목상권,1000606,3088
9765,2018,4,A,골목상권,1000605,3946
9766,2018,4,A,골목상권,1000604,3353
9767,2018,4,A,골목상권,1000603,3440
9768,2018,4,A,골목상권,1000602,3533
9769,2018,4,A,골목상권,1000601,4948
9770,2018,4,A,골목상권,1000600,2874
9771,2018,4,A,골목상권,1000599,2545
9772,2018,4,A,골목상권,1000598,5368
9773,2018,4,A,골목상권,1000597,2749
9774,2018,4,A,골목상권,1000596,6658
9775,2018,4,A,골목상권,1000595,1311
9776,2018,4,A,골목상권,1000594,2015
9777,2018,4,A,골목상권,1000593,3790
9778,2018,4,A,골목상권,1000592,2885
9779,2018,4,A,골목상권,1000591,4264
9780,2018,4,A,골목상권,1000590,2362
9781,2018,4,A,골목상권,1000589,2475
9782,2018,4,A,골목상권,1000588,1439
9783,2018,4,A,골목상권,1000587,2958
9784,2018,4,A,골목상권,1000586,2072
9785,2018,4,A,골목상권,1000585,3389
9786,2018,4,A,골목상권,1000584,3936
9787,2018,4,A,골목상권,1000583,4071
9788,2018,4,A,골목상권,1000582,4286
9789,2018,4,A,골목상권,1000581,2331
9790,2018,4,A,골목상권,1000580,3118
9791,2018,4,A,골목상권,1000579,2010
9792,2018,4,A,골목상권,1000578,3109
9793,2018,4,A,골목상권,1000577,2216
9794,2018,4,A,골목상권,1000576,1756
9795,2018,4,A,골목상권,1000575,1139
9796,2018,4,A,골목상권,1000574,382
9797,2018,4,A,골목상권,1000573,1988
9798,2018,4,A,골목상권,1000572,3732
9799,2018,4,A,골목상권,1000571,4075
9800,2018,4,A,골목상권,1000570,3131
9801,2018,4,A,골목상권,1000569,2962
9802,2018,4,A,골목상권,1000568,2386
9803,2018,4,A,골목상권,1000567,3884
9804,2018,4,A,골목상권,1000566,3410
9805,2018,4,A,골목상권,1000565,2805
9806,2018,4,A,골목상권,1000564,2911
9807,2018,4,A,골목상권,1000563,2094
9808,2018,4,A,골목상권,1000562,3802
9809,2018,4,A,골목상권,1000561,4329
9810,2018,4,A,골목상권,1000560,2720
9811,2018,4,A,골목상권,1000559,908
9812,2018,4,A,골목상권,1000558,3923
9813,2018,4,A,골목상권,1000557,3091
9814,2018,4,A,골목상권,1000556,6868
9815,2018,4,A,골목상권,1000555,3205
9816,2018,4,A,골목상권,1000554,5446
9817,2018,4,A,골목상권,1000553,2881
9818,2018,4,A,골목상권,1000552,3221
9819,2018,4,A,골목상권,1000551,1593
9820,2018,4,A,골목상권,1000550,3208
9821,2018,4,A,골목상권,1000549,3276
9822,2018,4,A,골목상권,1000548,3733
9823,2018,4,A,골목상권,1000547,4174
9824,2018,4,A,골목상권,1000546,1901
9825,2018,4,A,골목상권,1000545,1960
9826,2018,4,A,골목상권,1000544,914
9827,2018,4,A,골목상권,1000543,1107
9828,2018,4,A,골목상권,1000542,1915
9829,2018,4,A,골목상권,1000541,3339
9830,2018,4,A,골목상권,1000540,793
9831,2018,4,A,골목상권,1000539,4021
9832,2018,4,A,골목상권,1000538,3610
9833,2018,4,A,골목상권,1000537,3628
9834,2018,4,A,골목상권,1000536,4491
9835,2018,4,A,골목상권,1000535,1968
9836,2018,4,A,골목상권,1000534,5742
9837,2018,4,A,골목상권,1000533,2411
9838,2018,4,A,골목상권,1000532,2171
9839,2018,4,A,골목상권,1000531,2072
9840,2018,4,A,골목상권,1000530,1394
9841,2018,4,A,골목상권,1000529,3793
9842,2018,4,A,골목상권,1000528,2135
9843,2018,4,A,골목상권,1000527,3495
9844,2018,4,A,골목상권,1000526,2932
9845,2018,4,A,골목상권,1000525,2412
9846,2018,4,A,골목상권,1000524,1074
9847,2018,4,A,골목상권,1000523,2743
9848,2018,4,A,골목상권,1000522,3483
9849,2018,4,A,골목상권,1000521,2288
9850,2018,4,A,골목상권,1000520,1574
9851,2018,4,A,골목상권,1000519,2273
9852,2018,4,A,골목상권,1000518,1263
9853,2018,4,A,골목상권,1000517,1859
9854,2018,4,A,골목상권,1000516,710
9855,2018,4,A,골목상권,1000515,4823
9856,2018,4,A,골목상권,1000514,2060
9857,2018,4,A,골목상권,1000513,2424
9858,2018,4,A,골목상권,1000512,3691
9859,2018,4,A,골목상권,1000511,3724
9860,2018,4,A,골목상권,1000510,3853
9861,2018,4,A,골목상권,1000509,3492
9862,2018,4,A,골목상권,1000508,3379
9863,2018,4,A,골목상권,1000507,2349
9864,2018,4,A,골목상권,1000506,2764
9865,2018,4,A,골목상권,1000505,2607
9866,2018,4,A,골목상권,1000504,1609
9867,2018,4,A,골목상권,1000503,1873
9868,2018,4,A,골목상권,1000502,3832
9869,2018,4,A,골목상권,1000501,3070
9870,2018,4,A,골목상권,1000500,1615
9871,2018,4,A,골목상권,1000499,2463
9872,2018,4,A,골목상권,1000498,2423
9873,2018,4,A,골목상권,1000497,2393
9874,2018,4,A,골목상권,1000496,1757
9875,2018,4,A,골목상권,1000495,786
9876,2018,4,A,골목상권,1000494,502
9877,2018,4,A,골목상권,1000493,1294
9878,2018,4,A,골목상권,1000492,2663
9879,2018,4,A,골목상권,1000491,759
9880,2018,4,A,골목상권,1000490,515
9881,2018,4,A,골목상권,1000489,190
9882,2018,4,A,골목상권,1000488,1917
9883,2018,4,A,골목상권,1000487,2779
9884,2018,4,A,골목상권,1000486,790
9885,2018,4,A,골목상권,1000485,1008
9886,2018,4,A,골목상권,1000484,3416
9887,2018,4,A,골목상권,1000483,1174
9888,2018,4,A,골목상권,1000482,3142
9889,2018,4,A,골목상권,1000481,3658
9890,2018,4,A,골목상권,1000480,1705
9891,2018,4,A,골목상권,1000479,5548
9892,2018,4,A,골목상권,1000478,2027
9893,2018,4,A,골목상권,1000477,2835
9894,2018,4,A,골목상권,1000476,4381
9895,2018,4,A,골목상권,1000475,2171
9896,2018,4,A,골목상권,1000474,3048
9897,2018,4,A,골목상권,1000473,836
9898,2018,4,A,골목상권,1000472,2121
9899,2018,4,A,골목상권,1000471,860
9900,2018,4,A,골목상권,1000470,1141
9901,2018,4,A,골목상권,1000469,2480
9902,2018,4,A,골목상권,1000468,1292
9903,2018,4,A,골목상권,1000467,1803
9904,2018,4,A,골목상권,1000466,1852
9905,2018,4,A,골목상권,1000465,1353
9906,2018,4,A,골목상권,1000464,2812
9907,2018,4,A,골목상권,1000463,1024
9908,2018,4,A,골목상권,1000462,1081
9909,2018,4,A,골목상권,1000461,3546
9910,2018,4,A,골목상권,1000460,1418
9911,2018,4,A,골목상권,1000459,3399
9912,2018,4,A,골목상권,1000458,2022
9913,2018,4,A,골목상권,1000457,3308
9914,2018,4,A,골목상권,1000456,1084
9915,2018,4,A,골목상권,1000455,1597
9916,2018,4,A,골목상권,1000454,1624
9917,2018,4,A,골목상권,1000453,288
9918,2018,4,A,골목상권,1000452,688
9919,2018,4,A,골목상권,1000451,499
9920,2018,4,A,골목상권,1000450,3064
9921,2018,4,A,골목상권,1000449,5204
9922,2018,4,A,골목상권,1000448,3592
9923,2018,4,A,골목상권,1000447,3875
9924,2018,4,A,골목상권,1000446,3845
9925,2018,4,A,골목상권,1000445,3359
9926,2018,4,A,골목상권,1000444,795
9927,2018,4,A,골목상권,1000443,3660
9928,2018,4,A,골목상권,1000442,2406
9929,2018,4,A,골목상권,1000441,1455
9930,2018,4,A,골목상권,1000440,1162
9931,2018,4,A,골목상권,1000439,3522
9932,2018,4,A,골목상권,1000438,10755
9933,2018,4,A,골목상권,1000437,2429
9934,2018,4,A,골목상권,1000436,4172
9935,2018,4,A,골목상권,1000435,2757
9936,2018,4,A,골목상권,1000434,5780
9937,2018,4,A,골목상권,1000433,1816
9938,2018,4,A,골목상권,1000432,4505
9939,2018,4,A,골목상권,1000431,1750
9940,2018,4,A,골목상권,1000430,4156
9941,2018,4,A,골목상권,1000429,5827
9942,2018,4,A,골목상권,1000428,820
9943,2018,4,A,골목상권,1000427,2718
9944,2018,4,A,골목상권,1000426,2741
9945,2018,4,A,골목상권,1000425,5296
9946,2018,4,A,골목상권,1000424,2058
9947,2018,4,A,골목상권,1000423,2500
9948,2018,4,A,골목상권,1000422,1994
9949,2018,4,A,골목상권,1000421,2889
9950,2018,4,A,골목상권,1000420,1922
9951,2018,4,A,골목상권,1000419,2596
9952,2018,4,A,골목상권,1000418,1836
9953,2018,4,A,골목상권,1000417,1496
9954,2018,4,A,골목상권,1000416,3512
9955,2018,4,A,골목상권,1000415,2300
9956,2018,4,A,골목상권,1000414,295
9957,2018,4,A,골목상권,1000413,3276
9958,2018,4,A,골목상권,1000412,2950
9959,2018,4,A,골목상권,1000411,2643
9960,2018,4,A,골목상권,1000410,3959
9961,2018,4,A,골목상권,1000409,3678
9962,2018,4,A,골목상권,1000408,3000
9963,2018,4,A,골목상권,1000407,2073
9964,2018,4,A,골목상권,1000406,1065
9965,2018,4,A,골목상권,1000405,3669
9966,2018,4,A,골목상권,1000404,2937
9967,2018,4,A,골목상권,1000403,4250
9968,2018,4,A,골목상권,1000402,2252
9969,2018,4,A,골목상권,1000401,4663
9970,2018,4,A,골목상권,1000400,3952
9971,2018,4,A,골목상권,1000399,3920
9972,2018,4,A,골목상권,1000398,5545
9973,2018,4,A,골목상권,1000397,1060
9974,2018,4,A,골목상권,1000396,2650
9975,2018,4,A,골목상권,1000395,3994
9976,2018,4,A,골목상권,1000394,5214
9977,2018,4,A,골목상권,1000393,2471
9978,2018,4,A,골목상권,1000392,3187
9979,2018,4,A,골목상권,1000391,3678
9980,2018,4,A,골목상권,1000390,2845
9981,2018,4,A,골목상권,1000389,3671
9982,2018,4,A,골목상권,1000388,3932
9983,2018,4,A,골목상권,1000387,2465
9984,2018,4,A,골목상권,1000386,1815
9985,2018,4,A,골목상권,1000385,2084
9986,2018,4,A,골목상권,1000384,2597
9987,2018,4,A,골목상권,1000383,1199
9988,2018,4,A,골목상권,1000382,3570
9989,2018,4,A,골목상권,1000381,2506
9990,2018,4,A,골목상권,1000380,2866
9991,2018,4,A,골목상권,1000379,3676
9992,2018,4,A,골목상권,1000378,1523
9993,2018,4,A,골목상권,1000377,2245
9994,2018,4,A,골목상권,1000376,2296
9995,2018,4,A,골목상권,1000375,3035
9996,2018,4,A,골목상권,1000374,3560
9997,2018,4,A,골목상권,1000373,972
9998,2018,4,A,골목상권,1000372,2117
9999,2018,4,A,골목상권,1000371,3932
10000,2018,4,A,골목상권,1000370,3828
10001,2018,4,A,골목상권,1000369,1970
10002,2018,4,A,골목상권,1000368,1714
10003,2018,4,A,골목상권,1000367,373
10004,2018,4,A,골목상권,1000366,1957
10005,2018,4,A,골목상권,1000365,3054
10006,2018,4,A,골목상권,1000364,1411
10007,2018,4,A,골목상권,1000363,692
10008,2018,4,A,골목상권,1000362,3517
10009,2018,4,A,골목상권,1000361,1867
10010,2018,4,A,골목상권,1000360,4840
10011,2018,4,A,골목상권,1000359,2315
10012,2018,4,A,골목상권,1000358,2901
10013,2018,4,A,골목상권,1000357,3890
10014,2018,4,A,골목상권,1000356,3472
10015,2018,4,A,골목상권,1000355,1613
10016,2018,4,A,골목상권,1000354,2419
10017,2018,4,A,골목상권,1000353,1912
10018,2018,4,A,골목상권,1000352,1796
10019,2018,4,A,골목상권,1000351,1767
10020,2018,4,A,골목상권,1000350,1543
10021,2018,4,A,골목상권,1000349,1823
10022,2018,4,A,골목상권,1000348,3203
10023,2018,4,A,골목상권,1000347,1841
10024,2018,4,A,골목상권,1000346,2984
10025,2018,4,A,골목상권,1000345,2696
10026,2018,4,A,골목상권,1000344,3721
10027,2018,4,A,골목상권,1000343,1885
10028,2018,4,A,골목상권,1000342,2046
10029,2018,4,A,골목상권,1000341,2884
10030,2018,4,A,골목상권,1000340,1428
10031,2018,4,A,골목상권,1000339,3271
10032,2018,4,A,골목상권,1000338,2984
10033,2018,4,A,골목상권,1000337,2334
10034,2018,4,A,골목상권,1000336,2059
10035,2018,4,A,골목상권,1000335,3089
10036,2018,4,A,골목상권,1000334,3209
10037,2018,4,A,골목상권,1000333,3122
10038,2018,4,A,골목상권,1000332,3768
10039,2018,4,A,골목상권,1000331,4172
10040,2018,4,A,골목상권,1000330,1343
10041,2018,4,A,골목상권,1000329,3069
10042,2018,4,A,골목상권,1000328,2128
10043,2018,4,A,골목상권,1000327,3869
10044,2018,4,A,골목상권,1000326,2302
10045,2018,4,A,골목상권,1000325,250
10046,2018,4,A,골목상권,1000324,3459
10047,2018,4,A,골목상권,1000323,1692
10048,2018,4,A,골목상권,1000322,3419
10049,2018,4,A,골목상권,1000321,2954
10050,2018,4,A,골목상권,1000320,1658
10051,2018,4,A,골목상권,1000319,2702
10052,2018,4,A,골목상권,1000318,2213
10053,2018,4,A,골목상권,1000317,2646
10054,2018,4,A,골목상권,1000316,1392
10055,2018,4,A,골목상권,1000315,2608
10056,2018,4,A,골목상권,1000314,2099
10057,2018,4,A,골목상권,1000313,3330
10058,2018,4,A,골목상권,1000312,2928
10059,2018,4,A,골목상권,1000311,2315
10060,2018,4,A,골목상권,1000310,1356
10061,2018,4,A,골목상권,1000309,1269
10062,2018,4,A,골목상권,1000308,2191
10063,2018,4,A,골목상권,1000307,1210
10064,2018,4,A,골목상권,1000306,1304
10065,2018,4,A,골목상권,1000305,2763
10066,2018,4,A,골목상권,1000304,2400
10067,2018,4,A,골목상권,1000303,2236
10068,2018,4,A,골목상권,1000302,1689
10069,2018,4,A,골목상권,1000301,1938
10070,2018,4,A,골목상권,1000300,3335
10071,2018,4,A,골목상권,1000299,1799
10072,2018,4,A,골목상권,1000298,3472
10073,2018,4,A,골목상권,1000297,1872
10074,2018,4,A,골목상권,1000296,267
10075,2018,4,A,골목상권,1000295,2053
10076,2018,4,A,골목상권,1000294,987
10077,2018,4,A,골목상권,1000293,1509
10078,2018,4,A,골목상권,1000292,701
10079,2018,4,A,골목상권,1000291,1012
10080,2018,4,A,골목상권,1000290,991
10081,2018,4,A,골목상권,1000289,1621
10082,2018,4,A,골목상권,1000288,3008
10083,2018,4,A,골목상권,1000287,3327
10084,2018,4,A,골목상권,1000286,1677
10085,2018,4,A,골목상권,1000285,2233
10086,2018,4,A,골목상권,1000284,3084
10087,2018,4,A,골목상권,1000283,1989
10088,2018,4,A,골목상권,1000282,1640
10089,2018,4,A,골목상권,1000281,742
10090,2018,4,A,골목상권,1000280,1760
10091,2018,4,A,골목상권,1000279,2290
10092,2018,4,A,골목상권,1000278,2342
10093,2018,4,A,골목상권,1000277,1295
10094,2018,4,A,골목상권,1000276,2921
10095,2018,4,A,골목상권,1000275,1517
10096,2018,4,A,골목상권,1000274,2355
10097,2018,4,A,골목상권,1000273,2961
10098,2018,4,A,골목상권,1000272,278
10099,2018,4,A,골목상권,1000271,374
10100,2018,4,A,골목상권,1000270,2278
10101,2018,4,A,골목상권,1000269,1084
10102,2018,4,A,골목상권,1000268,2936
10103,2018,4,A,골목상권,1000267,1332
10104,2018,4,A,골목상권,1000266,1915
10105,2018,4,A,골목상권,1000265,1015
10106,2018,4,A,골목상권,1000264,2740
10107,2018,4,A,골목상권,1000263,1179
10108,2018,4,A,골목상권,1000262,1295
10109,2018,4,A,골목상권,1000261,275
10110,2018,4,A,골목상권,1000260,2611
10111,2018,4,A,골목상권,1000259,3451
10112,2018,4,A,골목상권,1000258,1978
10113,2018,4,A,골목상권,1000257,2287
10114,2018,4,A,골목상권,1000256,3066
10115,2018,4,A,골목상권,1000255,3756
10116,2018,4,A,골목상권,1000254,3180
10117,2018,4,A,골목상권,1000253,3131
10118,2018,4,A,골목상권,1000252,3893
10119,2018,4,A,골목상권,1000251,4652
10120,2018,4,A,골목상권,1000250,3219
10121,2018,4,A,골목상권,1000249,2159
10122,2018,4,A,골목상권,1000248,5399
10123,2018,4,A,골목상권,1000247,2848
10124,2018,4,A,골목상권,1000246,1994
10125,2018,4,A,골목상권,1000245,2887
10126,2018,4,A,골목상권,1000244,3095
10127,2018,4,A,골목상권,1000243,1356
10128,2018,4,A,골목상권,1000242,2668
10129,2018,4,A,골목상권,1000241,1920
10130,2018,4,A,골목상권,1000240,1447
10131,2018,4,A,골목상권,1000239,2371
10132,2018,4,A,골목상권,1000238,3673
10133,2018,4,A,골목상권,1000237,2697
10134,2018,4,A,골목상권,1000236,3015
10135,2018,4,A,골목상권,1000235,2426
10136,2018,4,A,골목상권,1000234,2839
10137,2018,4,A,골목상권,1000233,1752
10138,2018,4,A,골목상권,1000232,3433
10139,2018,4,A,골목상권,1000231,2694
10140,2018,4,A,골목상권,1000230,4319
10141,2018,4,A,골목상권,1000229,3029
10142,2018,4,A,골목상권,1000228,5044
10143,2018,4,A,골목상권,1000227,1960
10144,2018,4,A,골목상권,1000226,4220
10145,2018,4,A,골목상권,1000225,1419
10146,2018,4,A,골목상권,1000224,5220
10147,2018,4,A,골목상권,1000223,4285
10148,2018,4,A,골목상권,1000222,2290
10149,2018,4,A,골목상권,1000221,2597
10150,2018,4,A,골목상권,1000220,1304
10151,2018,4,A,골목상권,1000219,2534
10152,2018,4,A,골목상권,1000218,1974
10153,2018,4,A,골목상권,1000217,2386
10154,2018,4,A,골목상권,1000216,1844
10155,2018,4,A,골목상권,1000215,872
10156,2018,4,A,골목상권,1000214,3130
10157,2018,4,A,골목상권,1000213,2761
10158,2018,4,A,골목상권,1000212,2360
10159,2018,4,A,골목상권,1000211,2583
10160,2018,4,A,골목상권,1000210,2859
10161,2018,4,A,골목상권,1000209,207
10162,2018,4,A,골목상권,1000208,1387
10163,2018,4,A,골목상권,1000207,1016
10164,2018,4,A,골목상권,1000206,3144
10165,2018,4,A,골목상권,1000205,1473
10166,2018,4,A,골목상권,1000204,1649
10167,2018,4,A,골목상권,1000203,1970
10168,2018,4,A,골목상권,1000202,2291
10169,2018,4,A,골목상권,1000201,2085
10170,2018,4,A,골목상권,1000200,932
10171,2018,4,A,골목상권,1000199,974
10172,2018,4,A,골목상권,1000198,2624
10173,2018,4,A,골목상권,1000197,1417
10174,2018,4,A,골목상권,1000196,602
10175,2018,4,A,골목상권,1000195,1457
10176,2018,4,A,골목상권,1000194,3339
10177,2018,4,A,골목상권,1000193,3473
10178,2018,4,A,골목상권,1000192,627
10179,2018,4,A,골목상권,1000191,1076
10180,2018,4,A,골목상권,1000190,1564
10181,2018,4,A,골목상권,1000189,2393
10182,2018,4,A,골목상권,1000188,4149
10183,2018,4,A,골목상권,1000187,3392
10184,2018,4,A,골목상권,1000186,1821
10185,2018,4,A,골목상권,1000185,2021
10186,2018,4,A,골목상권,1000184,2001
10187,2018,4,A,골목상권,1000183,1054
10188,2018,4,A,골목상권,1000182,1368
10189,2018,4,A,골목상권,1000181,559
10190,2018,4,A,골목상권,1000180,1556
10191,2018,4,A,골목상권,1000179,2586
10192,2018,4,A,골목상권,1000178,1142
10193,2018,4,A,골목상권,1000177,1795
10194,2018,4,A,골목상권,1000176,3318
10195,2018,4,A,골목상권,1000175,2831
10196,2018,4,A,골목상권,1000174,1374
10197,2018,4,A,골목상권,1000173,1715
10198,2018,4,A,골목상권,1000172,3636
10199,2018,4,A,골목상권,1000171,2334
10200,2018,4,A,골목상권,1000170,214
10201,2018,4,A,골목상권,1000169,1245
10202,2018,4,A,골목상권,1000168,601
10203,2018,4,A,골목상권,1000167,3330
10204,2018,4,A,골목상권,1000166,3065
10205,2018,4,A,골목상권,1000165,3559
10206,2018,4,A,골목상권,1000164,3711
10207,2018,4,A,골목상권,1000163,2772
10208,2018,4,A,골목상권,1000162,4521
10209,2018,4,A,골목상권,1000161,2530
10210,2018,4,A,골목상권,1000160,3052
10211,2018,4,A,골목상권,1000159,1886
10212,2018,4,A,골목상권,1000158,3832
10213,2018,4,A,골목상권,1000157,3903
10214,2018,4,A,골목상권,1000156,5416
10215,2018,4,A,골목상권,1000155,1476
10216,2018,4,A,골목상권,1000154,3001
10217,2018,4,A,골목상권,1000153,2877
10218,2018,4,A,골목상권,1000152,1779
10219,2018,4,A,골목상권,1000151,3042
10220,2018,4,A,골목상권,1000150,4210
10221,2018,4,A,골목상권,1000149,2935
10222,2018,4,A,골목상권,1000148,3603
10223,2018,4,A,골목상권,1000147,3665
10224,2018,4,A,골목상권,1000146,3659
10225,2018,4,A,골목상권,1000145,2990
10226,2018,4,A,골목상권,1000144,1914
10227,2018,4,A,골목상권,1000143,2973
10228,2018,4,A,골목상권,1000142,1845
10229,2018,4,A,골목상권,1000141,3013
10230,2018,4,A,골목상권,1000140,3639
10231,2018,4,A,골목상권,1000139,5108
10232,2018,4,A,골목상권,1000138,2317
10233,2018,4,A,골목상권,1000137,3647
10234,2018,4,A,골목상권,1000136,2083
10235,2018,4,A,골목상권,1000135,4150
10236,2018,4,A,골목상권,1000134,4756
10237,2018,4,A,골목상권,1000133,4137
10238,2018,4,A,골목상권,1000132,4356
10239,2018,4,A,골목상권,1000131,3897
10240,2018,4,A,골목상권,1000130,679
10241,2018,4,A,골목상권,1000129,2665
10242,2018,4,A,골목상권,1000128,1289
10243,2018,4,A,골목상권,1000127,2765
10244,2018,4,A,골목상권,1000126,2107
10245,2018,4,A,골목상권,1000125,922
10246,2018,4,A,골목상권,1000124,2624
10247,2018,4,A,골목상권,1000123,1949
10248,2018,4,A,골목상권,1000122,2613
10249,2018,4,A,골목상권,1000121,3063
10250,2018,4,A,골목상권,1000120,2259
10251,2018,4,A,골목상권,1000119,2870
10252,2018,4,A,골목상권,1000118,2882
10253,2018,4,A,골목상권,1000117,2417
10254,2018,4,A,골목상권,1000116,1831
10255,2018,4,A,골목상권,1000115,1820
10256,2018,4,A,골목상권,1000114,429
10257,2018,4,A,골목상권,1000113,355
10258,2018,4,A,골목상권,1000112,2678
10259,2018,4,A,골목상권,1000111,1292
10260,2018,4,A,골목상권,1000110,624
10261,2018,4,A,골목상권,1000109,1289
10262,2018,4,A,골목상권,1000108,259
10263,2018,4,A,골목상권,1000107,3209
10264,2018,4,A,골목상권,1000106,3526
10265,2018,4,A,골목상권,1000105,1793
10266,2018,4,A,골목상권,1000104,1128
10267,2018,4,A,골목상권,1000103,2392
10268,2018,4,A,골목상권,1000102,2405
10269,2018,4,A,골목상권,1000101,2274
10270,2018,4,A,골목상권,1000100,1004
10271,2018,4,A,골목상권,1000099,1814
10272,2018,4,A,골목상권,1000098,2199
10273,2018,4,A,골목상권,1000097,5859
10274,2018,4,A,골목상권,1000096,1219
10275,2018,4,A,골목상권,1000095,2709
10276,2018,4,A,골목상권,1000094,1329
10277,2018,4,A,골목상권,1000093,1827
10278,2018,4,A,골목상권,1000092,1831
10279,2018,4,A,골목상권,1000091,2877
10280,2018,4,A,골목상권,1000090,3321
10281,2018,4,A,골목상권,1000089,2321
10282,2018,4,A,골목상권,1000088,4112
10283,2018,4,A,골목상권,1000087,5621
10284,2018,4,A,골목상권,1000086,3151
10285,2018,4,A,골목상권,1000085,2228
10286,2018,4,A,골목상권,1000084,566
10287,2018,4,A,골목상권,1000083,109
10288,2018,4,A,골목상권,1000082,751
10289,2018,4,A,골목상권,1000081,901
10290,2018,4,A,골목상권,1000080,666
10291,2018,4,A,골목상권,1000079,1590
10292,2018,4,A,골목상권,1000078,474
10293,2018,4,A,골목상권,1000077,2701
10294,2018,4,A,골목상권,1000076,2495
10295,2018,4,A,골목상권,1000075,4221
10296,2018,4,A,골목상권,1000074,3109
