,기준_년_코드,기준_분기_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,총_유동인구_수,집객시설_수,당월_매출_금액,총 상주인구 수,아파트_단지_수,아파트_평균_면적,아파트_평균_시가
7466,2019,1,전통시장,1001441,본동인정시장,64,188089.0,19.0,1168215939.0,442.0,2.0,86.0,379228571.0
7467,2019,1,전통시장,1001440,노량진중앙시장,304,289108.0,9.0,9835995082.0,165.0,5.0,88.0,260570286.0
7468,2019,1,전통시장,1001439,대림중앙시장,20,114275.0,,2959988461.0,402.0,3.0,54.0,107219444.0
7469,2019,1,전통시장,1001438,우리시장,37,118857.0,,1499817876.0,,,,
7470,2019,1,전통시장,1001437,영진시장A동,27,79778.0,,4170918874.0,,,,
7471,2019,1,전통시장,1001436,사러가시장,173,124779.0,8.0,5370084411.0,,,,
7472,2019,1,전통시장,1001435,대신시장,40,112060.0,1.0,,,,,
7473,2019,1,전통시장,1001433,영일시장,222,459643.0,1.0,7959494635.0,721.0,3.0,66.0,264210246.0
7474,2019,1,전통시장,1001432,도림시장,44,24159.0,,29891635.0,,,,
7475,2019,1,전통시장,1001431,영등포청과시장,185,154263.0,1.0,6648954991.0,,,,
7476,2019,1,전통시장,1001430,영등포전통시장,4220,1564417.0,132.0,133875870178.0,2332.0,4.0,65.0,133843750.0
7477,2019,1,전통시장,1001429,은행나무시장,100,174221.0,11.0,4825469675.0,403.0,5.0,47.0,140926190.0
7478,2019,1,전통시장,1001428,박미시장,20,24527.0,2.0,,287.0,3.0,59.0,135666667.0
7479,2019,1,전통시장,1001427,현대시장,239,689006.0,24.0,15981130557.0,2195.0,9.0,45.0,117593952.0
7480,2019,1,전통시장,1001426,대명시장,77,32983.0,,4237274687.0,,,,
7481,2019,1,전통시장,1001424,남문시장,167,247174.0,9.0,8480577105.0,1682.0,14.0,52.0,124228515.0
7482,2019,1,전통시장,1001423,독산동 우시장,929,147794.0,6.0,41934404198.0,,,,
7483,2019,1,전통시장,1001422,오류시장,134,67663.0,15.0,6638080530.0,,,,
7484,2019,1,전통시장,1001421,개봉중앙시장,32,46329.0,3.0,3663139558.0,370.0,9.0,53.0,113444781.0
7485,2019,1,전통시장,1001420,고척근린시장,162,168950.0,17.0,9361361352.0,611.0,2.0,61.0,135237288.0
7486,2019,1,전통시장,1001419,가리봉시장,26,163780.0,2.0,3044662111.0,256.0,3.0,287.0,872833333.0
7487,2019,1,전통시장,1001418,남구로시장,438,485396.0,27.0,17183542985.0,657.0,12.0,48.0,82431250.0
7488,2019,1,전통시장,1001417,구로시장,16,101478.0,,980945145.0,123.0,1.0,46.0,101222222.0
7489,2019,1,전통시장,1001416,공항시장,20,110437.0,1.0,187886388.0,,,,
7490,2019,1,전통시장,1001415,방신전통시장,490,178858.0,5.0,5376525552.0,588.0,3.0,63.0,193409907.0
7491,2019,1,전통시장,1001414,송화골목시장,320,244383.0,30.0,15015315203.0,522.0,8.0,48.0,127173039.0
7492,2019,1,전통시장,1001413,까치산시장,510,1124979.0,34.0,17537780056.0,1150.0,23.0,48.0,114261861.0
7493,2019,1,전통시장,1001412,화곡본동시장,158,197085.0,10.0,9816899807.0,353.0,10.0,53.0,102675139.0
7494,2019,1,전통시장,1001411,남부골목시장,253,572163.0,16.0,14085236249.0,1877.0,23.0,55.0,113601225.0
7495,2019,1,전통시장,1001410,대원종합시장,27,54351.0,,729525337.0,,,,
7496,2019,1,전통시장,1001409,화곡중앙골목시장,91,385051.0,15.0,6325500132.0,1056.0,20.0,53.0,101350404.0
7497,2019,1,전통시장,1001408,신월중앙시장,217,40888.0,1.0,2320049251.0,,,,
7498,2019,1,전통시장,1001407,등마루시장,10,37578.0,1.0,164991274.0,,,,
7499,2019,1,전통시장,1001406,신정3동골목시장,300,195025.0,20.0,7654549590.0,263.0,1.0,44.0,146666667.0
7500,2019,1,전통시장,1001405,신정2동골목시장,19,215232.0,,543866906.0,473.0,3.0,54.0,180304198.0
7501,2019,1,전통시장,1001404,신정제일시장,71,32508.0,5.0,2902317094.0,,,,
7502,2019,1,전통시장,1001403,신월7동골목시장,123,77411.0,6.0,2859259819.0,127.0,4.0,46.0,115175000.0
7503,2019,1,전통시장,1001402,신월6동골목시장,331,80878.0,20.0,8966973755.0,,,,
7504,2019,1,전통시장,1001401,신곡종합시장,13,111797.0,,,62.0,1.0,76.0,306636364.0
7505,2019,1,전통시장,1001400,신월3동골목시장,7,165272.0,1.0,355369933.0,342.0,1.0,35.0,52333333.0
7506,2019,1,전통시장,1001399,경창시장,170,200077.0,6.0,4237119277.0,365.0,6.0,66.0,127274777.0
7507,2019,1,전통시장,1001398,월정로시장,49,208054.0,4.0,2267268467.0,1666.0,22.0,50.0,83545346.0
7508,2019,1,전통시장,1001397,신영시장,173,292692.0,8.0,9070456851.0,1199.0,13.0,55.0,106871329.0
7509,2019,1,전통시장,1001396,목4동시장,80,177248.0,4.0,2347204318.0,1159.0,21.0,61.0,150206171.0
7510,2019,1,전통시장,1001395,목3동시장,615,432244.0,37.0,15704157258.0,1169.0,9.0,50.0,170201466.0
7511,2019,1,전통시장,1001394,목2동시장,263,333430.0,24.0,9623866232.0,1213.0,18.0,52.0,155182914.0
7512,2019,1,전통시장,1001393,마포농수산물시장,795,8716.0,4.0,41156952396.0,,,,
7513,2019,1,전통시장,1001392,동진시장,50,45208.0,2.0,1443898986.0,,,,
7514,2019,1,전통시장,1001391,망원월드컵시장,267,326505.0,12.0,8885388210.0,807.0,18.0,49.0,138048729.0
7515,2019,1,전통시장,1001390,망원시장,255,346433.0,13.0,13524366748.0,1975.0,31.0,58.0,167776941.0
7516,2019,1,전통시장,1001389,합정시장,24,60531.0,,56921010.0,87.0,2.0,64.0,207400000.0
7517,2019,1,전통시장,1001388,영진시장,38,58432.0,,363906224.0,250.0,4.0,57.0,194462500.0
7518,2019,1,전통시장,1001387,서교시장,200,101873.0,2.0,3888950577.0,,,,
7519,2019,1,전통시장,1001386,신수시장,40,46798.0,3.0,1164624274.0,68.0,1.0,51.0,187625000.0
7520,2019,1,전통시장,1001385,아현시장,356,297994.0,20.0,8605985378.0,406.0,3.0,59.0,169444444.0
7521,2019,1,전통시장,1001384,마포시장,49,33739.0,,4600968970.0,,,,
7522,2019,1,전통시장,1001383,공덕시장,1829,41392.0,10.0,4763153818.0,,,,
7523,2019,1,전통시장,1001382,백련시장,8,100321.0,,470786467.0,155.0,1.0,55.0,148093750.0
7524,2019,1,전통시장,1001381,모래내시장,18,84830.0,2.0,1809590710.0,384.0,12.0,60.0,205937169.0
7525,2019,1,전통시장,1001380,포방터시장,24,278606.0,3.0,2574558268.0,510.0,7.0,54.0,93981633.0
7526,2019,1,전통시장,1001379,인왕시장,122,180555.0,9.0,10846718223.0,308.0,1.0,72.0,176700000.0
7527,2019,1,전통시장,1001378,아현가구거리상점가,117,210105.0,9.0,3734166348.0,,,,
7528,2019,1,전통시장,1001377,영천시장,169,304298.0,17.0,7404298214.0,360.0,3.0,35.0,94119048.0
7529,2019,1,전통시장,1001376,수일시장,17,37398.0,6.0,891325263.0,,,,
7530,2019,1,전통시장,1001375,증산종합시장,92,20818.0,,1220988440.0,164.0,3.0,64.0,137610648.0
7531,2019,1,전통시장,1001374,대림골목시장,333,286595.0,11.0,6871565827.0,606.0,6.0,45.0,110408333.0
7532,2019,1,전통시장,1001373,신응암시장,35,88958.0,5.0,1708299763.0,,,,
7533,2019,1,전통시장,1001372,녹번시장,100,33343.0,2.0,244677598.0,,,,
7534,2019,1,전통시장,1001371,대조시장,74,70467.0,6.0,6514054578.0,482.0,15.0,47.0,115956540.0
7535,2019,1,전통시장,1001370,역촌중앙시장,30,52025.0,,159189228.0,,,,
7536,2019,1,전통시장,1001369,갈현시장,57,50429.0,3.0,342336399.0,,,,
7537,2019,1,전통시장,1001368,연서시장,287,116096.0,18.0,8303340081.0,,,,
7538,2019,1,전통시장,1001367,상계중앙시장,299,921324.0,18.0,8371404443.0,1972.0,15.0,50.0,95964683.0
7539,2019,1,전통시장,1001365,공릉동도깨비시장,448,455324.0,20.0,5895399745.0,1582.0,20.0,55.0,136364293.0
7540,2019,1,전통시장,1001364,방학동도깨비시장,168,337501.0,13.0,7280553178.0,1000.0,10.0,48.0,80668261.0
7541,2019,1,전통시장,1001363,쌍문역골목시장,32,196972.0,2.0,3214766558.0,763.0,5.0,58.0,108438889.0
7542,2019,1,전통시장,1001362,백운시장,44,67059.0,4.0,1082673651.0,374.0,5.0,51.0,92648951.0
7543,2019,1,전통시장,1001361,신도봉시장,48,30886.0,1.0,1875145749.0,174.0,2.0,45.0,65137500.0
7544,2019,1,전통시장,1001360,창동골목시장,105,290682.0,13.0,7013159501.0,1245.0,5.0,45.0,99010476.0
7545,2019,1,전통시장,1001359,창동신창시장,246,504004.0,14.0,7107499055.0,2295.0,35.0,54.0,114274261.0
7546,2019,1,전통시장,1001358,수유북부시장,24,44114.0,1.0,923232186.0,63.0,1.0,81.0,140208333.0
7547,2019,1,전통시장,1001357,장미원골목시장,93,530967.0,8.0,3542677709.0,1479.0,23.0,49.0,119067469.0
7548,2019,1,전통시장,1001356,수유중앙시장,41,28693.0,1.0,345782372.0,49.0,2.0,55.0,101125000.0
7549,2019,1,전통시장,1001355,강북종합시장,104,405731.0,8.0,4363626415.0,734.0,5.0,50.0,107718333.0
7550,2019,1,전통시장,1001354,우이시장,133,544878.0,5.0,4815571435.0,1669.0,22.0,48.0,106408076.0
7551,2019,1,전통시장,1001353,수유전통시장,298,281572.0,19.0,17343825931.0,628.0,3.0,61.0,143442586.0
7552,2019,1,전통시장,1001352,번동북부골목시장,85,469807.0,4.0,3542968491.0,1164.0,8.0,57.0,151992109.0
7553,2019,1,전통시장,1001351,솔샘시장,171,197847.0,6.0,5063053351.0,,,,
7554,2019,1,전통시장,1001350,숭인시장,246,40092.0,29.0,7948605383.0,232.0,4.0,40.0,137085938.0
7555,2019,1,전통시장,1001349,방천골목시장,199,771968.0,8.0,17729724614.0,1530.0,2.0,48.0,131872727.0
7556,2019,1,전통시장,1001348,동북시장,132,72255.0,12.0,3999604196.0,,,,
7557,2019,1,전통시장,1001347,석관황금시장,39,491355.0,3.0,2314594667.0,1847.0,3.0,48.0,138916667.0
7558,2019,1,전통시장,1001346,석관시장,27,60702.0,1.0,596873554.0,,,,
7559,2019,1,전통시장,1001345,새석관시장,23,41244.0,1.0,1188610.0,80.0,2.0,37.0,24512195.0
7560,2019,1,전통시장,1001344,번동시장,15,15084.0,1.0,615016.0,,,,
7561,2019,1,전통시장,1001343,장위전통시장,127,432231.0,10.0,4259766019.0,1115.0,5.0,66.0,150083333.0
7562,2019,1,전통시장,1001342,밤나무골시장,25,105453.0,3.0,342601392.0,236.0,2.0,51.0,65623077.0
7563,2019,1,전통시장,1001341,길음시장,94,98820.0,6.0,2729793251.0,,,,
7564,2019,1,전통시장,1001340,정릉시장,313,314386.0,20.0,10763469476.0,1419.0,13.0,54.0,124511988.0
7565,2019,1,전통시장,1001339,정릉아리랑시장,80,244984.0,12.0,2014435159.0,1058.0,5.0,49.0,104744877.0
7566,2019,1,전통시장,1001338,돈암제일시장,232,708648.0,23.0,10142695774.0,,,,
7567,2019,1,전통시장,1001337,유영시장,70,22393.0,,33688181.0,116.0,1.0,50.0,173100000.0
7568,2019,1,전통시장,1001336,우림골목시장,584,483286.0,43.0,17097612670.0,2088.0,17.0,54.0,113255470.0
7569,2019,1,전통시장,1001335,묵1동도깨비시장,38,218558.0,1.0,1569020779.0,1448.0,11.0,54.0,109272980.0
7570,2019,1,전통시장,1001334,태능시장,160,280969.0,14.0,5827633717.0,967.0,3.0,58.0,127752193.0
7571,2019,1,전통시장,1001333,중화제일시장,66,438722.0,5.0,2208290055.0,1890.0,15.0,54.0,118713667.0
7572,2019,1,전통시장,1001332,사가정시장,250,786470.0,28.0,8266671258.0,1864.0,8.0,58.0,154333925.0
7573,2019,1,전통시장,1001331,면목골목시장,129,412289.0,12.0,5891142143.0,1289.0,15.0,73.0,130351587.0
7574,2019,1,전통시장,1001330,동원시장,558,727491.0,43.0,18719228107.0,2118.0,17.0,51.0,115683238.0
7575,2019,1,전통시장,1001329,동부골목시장,307,637708.0,25.0,14455162267.0,1529.0,13.0,39.0,112455811.0
7576,2019,1,전통시장,1001328,이문제일시장,25,22204.0,,474179372.0,73.0,1.0,68.0,181333333.0
7577,2019,1,전통시장,1001327,이경시장,40,32407.0,4.0,733774626.0,235.0,1.0,66.0,180272727.0
7578,2019,1,전통시장,1001326,회기시장,141,314976.0,13.0,4707232700.0,1222.0,5.0,38.0,108034812.0
7579,2019,1,전통시장,1001325,청량리청과물시장,107,174391.0,4.0,6559093529.0,,,,
7580,2019,1,전통시장,1001324,전곡시장,88,23118.0,5.0,2434692477.0,237.0,4.0,62.0,184050000.0
7581,2019,1,전통시장,1001323,답십리시장,257,173166.0,13.0,6369461392.0,438.0,2.0,59.0,126630952.0
7582,2019,1,전통시장,1001322,동부시장,40,67574.0,6.0,1227902102.0,,,,
7583,2019,1,전통시장,1001321,답십리현대시장,124,221480.0,,1052821742.0,,,,
7584,2019,1,전통시장,1001320,전농로터리시장,105,129001.0,8.0,4380871810.0,,,,
7585,2019,1,전통시장,1001319,청량리종합시장,69,111349.0,3.0,41155213752.0,,,,
7586,2019,1,전통시장,1001318,청량리전통시장,20,136937.0,,1014595684.0,,,,
7587,2019,1,전통시장,1001317,청량리농수산물시장,15,44425.0,,1132076.0,177.0,4.0,56.0,171350000.0
7588,2019,1,전통시장,1001316,서울약령시장,1874,1395880.0,40.0,19604517671.0,2074.0,3.0,41.0,129669697.0
7589,2019,1,전통시장,1001315,동서시장,26,46037.0,1.0,3267972002.0,,,,
7590,2019,1,전통시장,1001314,경동시장,274,84918.0,11.0,60823735453.0,,,,
7591,2019,1,전통시장,1001313,청량리수산시장,175,75501.0,14.0,2544557668.0,479.0,1.0,43.0,156000000.0
7592,2019,1,전통시장,1001312,용두시장,6,38948.0,,75183315.0,,,,
7593,2019,1,전통시장,1001310,구의시장,8,26013.0,3.0,67069666.0,158.0,1.0,46.0,186900000.0
7594,2019,1,전통시장,1001309,조양시장,152,45934.0,2.0,773698695.0,78.0,3.0,19.0,82587413.0
7595,2019,1,전통시장,1001308,영동교골목시장,27,344543.0,4.0,1862881683.0,954.0,9.0,56.0,185815697.0
7596,2019,1,전통시장,1001307,능동로골목시장,37,174621.0,,764362609.0,,,,
7597,2019,1,전통시장,1001306,노룬산골목시장,85,188114.0,8.0,2521598981.0,194.0,1.0,24.0,98000000.0
7598,2019,1,전통시장,1001305,자양종합시장,14,57336.0,,,59.0,1.0,63.0,246100000.0
7599,2019,1,전통시장,1001304,자양골목시장,75,974916.0,1.0,6283832141.0,2013.0,33.0,49.0,171182500.0
7600,2019,1,전통시장,1001303,신성골목시장,118,42455.0,10.0,4501554949.0,99.0,1.0,55.0,97000000.0
7601,2019,1,전통시장,1001302,면곡골목시장,135,152418.0,5.0,1667860910.0,452.0,4.0,48.0,143467857.0
7602,2019,1,전통시장,1001301,중곡제일시장,622,275226.0,17.0,11620801589.0,802.0,2.0,67.0,180760234.0
7603,2019,1,전통시장,1001300,화양제일골목시장,63,302188.0,4.0,12028972658.0,928.0,8.0,31.0,107348611.0
7604,2019,1,전통시장,1001299,한아름시장,109,80255.0,7.0,1629531432.0,,,,
7605,2019,1,전통시장,1001298,성동용답상가시장,149,460050.0,10.0,8878795165.0,1990.0,12.0,63.0,135334325.0
7606,2019,1,전통시장,1001297,뚝도시장,145,100339.0,12.0,8017633347.0,572.0,1.0,53.0,206038462.0
7607,2019,1,전통시장,1001296,금남시장,111,98680.0,17.0,5345199814.0,,,,
7608,2019,1,전통시장,1001295,행당시장,637,795686.0,38.0,16286393287.0,1537.0,1.0,59.0,127666667.0
7609,2019,1,전통시장,1001294,마장축산물시장,1715,286125.0,4.0,5489552795.0,335.0,1.0,109.0,178200000.0
7610,2019,1,전통시장,1001293,보광시장,48,31094.0,3.0,1285972196.0,,,,
7611,2019,1,전통시장,1001292,이태원제일시장,28,44276.0,,768633072.0,45.0,2.0,58.0,194700000.0
7612,2019,1,전통시장,1001291,이태원시장,220,34254.0,3.0,4905786495.0,,,,
7613,2019,1,전통시장,1001290,이촌종합시장,162,88048.0,7.0,10481148307.0,99.0,4.0,75.0,278608333.0
7614,2019,1,전통시장,1001289,용문전통시장,97,529380.0,6.0,9111895957.0,,,,
7615,2019,1,전통시장,1001288,만리시장,37,47461.0,1.0,4723560936.0,,,,
7616,2019,1,전통시장,1001287,신흥시장,35,61164.0,2.0,913020931.0,,,,
7617,2019,1,전통시장,1001286,후암시장,28,64190.0,2.0,1670766233.0,285.0,2.0,56.0,161094828.0
7618,2019,1,전통시장,1001285,합동(새벽)시장,1138,42708.0,5.0,779004463.0,,,,
7619,2019,1,전통시장,1001284,서울중앙시장,858,884307.0,10.0,9746053162.0,1014.0,1.0,44.0,107222222.0
7620,2019,1,전통시장,1001283,백학시장,201,366888.0,7.0,8346475661.0,829.0,5.0,56.0,142100000.0
7621,2019,1,전통시장,1001282,약수시장,623,362189.0,27.0,11615754143.0,927.0,13.0,60.0,155148043.0
7622,2019,1,전통시장,1001281,청평화시장,987,71714.0,1.0,168884625.0,,,,
7623,2019,1,전통시장,1001280,제일평화시장,397,84220.0,5.0,4140533312.0,,,,
7624,2019,1,전통시장,1001279,동평화시장,978,190152.0,5.0,4525085917.0,54.0,2.0,65.0,136437006.0
7625,2019,1,전통시장,1001278,남평화시장,241,,,,,,,
7626,2019,1,전통시장,1001277,방산종합시장,2936,568806.0,30.0,20578688411.0,289.0,1.0,34.0,62500000.0
7627,2019,1,전통시장,1001276,평화시장,3741,42573.0,20.0,99275462193.0,,,,
7628,2019,1,전통시장,1001275,인현시장,556,91959.0,3.0,5854839248.0,,,,
7629,2019,1,전통시장,1001274,신중부시장,1767,593313.0,23.0,34069011369.0,,,,
7630,2019,1,전통시장,1001273,남대문시장,11688,1078497.0,70.0,90056917711.0,,,,
7631,2019,1,전통시장,1001272,신설종합시장,156,45531.0,1.0,,,,,
7632,2019,1,전통시장,1001271,동묘시장,414,612643.0,17.0,5289255834.0,781.0,3.0,35.0,131482828.0
7633,2019,1,전통시장,1001270,창신골목시장,127,469428.0,14.0,6808773726.0,,,,
7634,2019,1,전통시장,1001269,동문시장,33,76397.0,,886364587.0,63.0,1.0,44.0,79826923.0
7635,2019,1,전통시장,1001268,충신시장,314,112126.0,2.0,508594703.0,,,,
7636,2019,1,전통시장,1001267,종로신진시장,592,392021.0,9.0,11957503847.0,,,,
7637,2019,1,전통시장,1001266,동대문종합시장,4641,182555.0,16.0,14195683237.0,,,,
7638,2019,1,전통시장,1001265,광장시장,971,203985.0,20.0,10789092653.0,,,,
7639,2019,1,전통시장,1001264,통인시장,252,268973.0,16.0,4212449027.0,688.0,7.0,100.0,246036295.0
7640,2019,1,발달상권,1001263,서울 노원구 노원역_3,1843,1639908.0,73.0,64299923009.0,258.0,1.0,19.0,75285714.0
7641,2019,1,발달상권,1001262,서울 노원구 노원역_2,931,337602.0,37.0,17729297332.0,,,,
7642,2019,1,발달상권,1001261,서울 노원구 노원역_1,929,872638.0,56.0,19703665407.0,690.0,3.0,58.0,233511364.0
7643,2019,1,발달상권,1001260,창동역,1964,650519.0,74.0,33477009155.0,627.0,1.0,15.0,74600000.0
7644,2019,1,발달상권,1001259,서울 강북구 수유역_3,250,386998.0,16.0,13526330112.0,730.0,3.0,55.0,104986111.0
7645,2019,1,발달상권,1001258,등나무근린공원 주변,277,54657.0,12.0,11366684354.0,,,,
7646,2019,1,발달상권,1001257,서울 강북구 수유역_2,3287,2460454.0,77.0,40401462532.0,2128.0,19.0,60.0,130204509.0
7647,2019,1,발달상권,1001256,서울 강북구 수유역_1,1690,391906.0,69.0,29479209375.0,795.0,8.0,44.0,105639701.0
7648,2019,1,발달상권,1001255,서울 은평구 연신내역_3,156,115290.0,8.0,3018003800.0,112.0,1.0,22.0,38157895.0
7649,2019,1,발달상권,1001254,서울 은평구 연신내역_2,1164,2214615.0,57.0,37675838866.0,1059.0,9.0,40.0,84308521.0
7650,2019,1,발달상권,1001253,서울 은평구 연신내역_1,218,742169.0,25.0,5922324914.0,221.0,3.0,49.0,169500812.0
7651,2019,1,발달상권,1001252,서울 성북구 미아삼거리역_2,495,,,,452.0,2.0,39.0,99833333.0
7652,2019,1,발달상권,1001251,서울 강북구 미아삼거리역_1,1081,572185.0,66.0,37845540163.0,368.0,3.0,39.0,104958995.0
7653,2019,1,발달상권,1001250,서울 은평구 불광역_3,259,563181.0,26.0,11590155285.0,775.0,10.0,23.0,112063821.0
7654,2019,1,발달상권,1001249,서울 은평구 불광역_2,441,728785.0,30.0,9870849316.0,668.0,8.0,38.0,114937500.0
7655,2019,1,발달상권,1001248,서울 은평구 불광역_1,634,606836.0,43.0,22347413288.0,537.0,10.0,49.0,107145397.0
7656,2019,1,발달상권,1001247,미아사거리_2,258,41975.0,12.0,2607650972.0,,,,
7657,2019,1,발달상권,1001246,미아사거리_1,387,67807.0,9.0,1992419910.0,914.0,2.0,52.0,202972608.0
7658,2019,1,발달상권,1001245,서울 성북구 성신여대입구역,3952,1841607.0,56.0,45668860397.0,1091.0,3.0,47.0,166444444.0
7659,2019,1,발달상권,1001244,경희대학교,329,571685.0,11.0,17202644110.0,370.0,2.0,20.0,78125000.0
7660,2019,1,발달상권,1001243,서울 성북구 안암역,361,365273.0,15.0,10652207068.0,371.0,1.0,19.0,71312500.0
7661,2019,1,발달상권,1001242,혜화역 대학로_3,1193,1277450.0,47.0,29700169072.0,628.0,8.0,43.0,119176151.0
7662,2019,1,발달상권,1001241,혜화역 대학로_2,336,545265.0,21.0,4851330650.0,804.0,8.0,68.0,197466880.0
7663,2019,1,발달상권,1001240,혜화역 대학로_1,1786,812577.0,49.0,25740140873.0,486.0,12.0,54.0,121877083.0
7664,2019,1,발달상권,1001239,디지털미디어시티,18781,319154.0,58.0,40735110884.0,1576.0,2.0,85.0,505752016.0
7665,2019,1,발달상권,1001238,서울 동대문구 청량리역,1781,1489616.0,107.0,50574241244.0,2803.0,3.0,116.0,360368889.0
7666,2019,1,발달상권,1001237,서울 종로구 경복궁역_2,593,155729.0,22.0,10012478317.0,308.0,3.0,65.0,232902778.0
7667,2019,1,발달상권,1001236,서울 종로구 안국역_2,976,112472.0,21.0,4685486324.0,280.0,3.0,72.0,189183333.0
7668,2019,1,발달상권,1001235,서울 종로구 안국역_1,19553,112053.0,23.0,8483528240.0,,,,
7669,2019,1,발달상권,1001234,서울 종로구 경복궁역_1,507,472767.0,29.0,13493288906.0,582.0,7.0,67.0,225727891.0
7670,2019,1,발달상권,1001233,서울 종로구 종로3가역_3,3047,222735.0,24.0,34513300091.0,,,,
7671,2019,1,발달상권,1001232,서울 종로구 종로3가역_2,2652,1317021.0,113.0,61711872838.0,,,,
7672,2019,1,발달상권,1001231,서울 동대문구 신설동역_2,1246,308531.0,30.0,11501115011.0,418.0,3.0,40.0,112819597.0
7673,2019,1,발달상권,1001230,인사동,19641,813505.0,139.0,56201613757.0,769.0,1.0,85.0,152174497.0
7674,2019,1,발달상권,1001229,서울 종로구 종로5가역_4,1421,119401.0,18.0,10031644443.0,290.0,2.0,25.0,73000000.0
7675,2019,1,발달상권,1001228,서울 종로구 종로5가역_3,3106,726465.0,72.0,20979328947.0,,,,
7676,2019,1,발달상권,1001227,종로구청,55674,641784.0,100.0,95170717072.0,,,,
7677,2019,1,발달상권,1001226,서울 종로구 종로5가역_2,15994,921185.0,65.0,32295504038.0,2044.0,5.0,58.0,203462975.0
7678,2019,1,발달상권,1001225,신설동역,561,278327.0,15.0,3695771876.0,,,,
7679,2019,1,발달상권,1001224,서울 동대문구 신설동역_1,1755,192207.0,13.0,5728575130.0,306.0,1.0,78.0,167500000.0
7680,2019,1,발달상권,1001223,서울 종로구 광화문역_2,44020,1052157.0,120.0,43207607492.0,2467.0,6.0,108.0,418501389.0
7681,2019,1,발달상권,1001222,동묘앞역,396,93279.0,39.0,12928579010.0,873.0,2.0,75.0,346709056.0
7682,2019,1,발달상권,1001221,장안동사거리,2032,1036352.0,68.0,36479402490.0,4026.0,13.0,64.0,190951237.0
7683,2019,1,발달상권,1001220,서울 종로구 동대문역_2,1685,983935.0,56.0,24730919178.0,,,,
7684,2019,1,발달상권,1001219,서울 종로구 동대문역_1,109,149103.0,10.0,5686549450.0,,,,
7685,2019,1,발달상권,1001218,동대문시장_2,544,447171.0,25.0,11598713309.0,,,,
7686,2019,1,발달상권,1001217,서울 종로구 종로5가역_1,148,221962.0,10.0,7527259181.0,,,,
7687,2019,1,발달상권,1001216,서울 종로구 종로3가역_1,3768,452730.0,70.0,22748373672.0,,,,
7688,2019,1,발달상권,1001215,서울 종로구 광화문역_1,18896,337412.0,45.0,12882915004.0,,,,
7689,2019,1,발달상권,1001214,종각역,9951,73403.0,20.0,5776813900.0,,,,
7690,2019,1,발달상권,1001213,종각역 젊음의 거리,3769,1071695.0,53.0,50489918717.0,164.0,1.0,21.0,95285714.0
7691,2019,1,발달상권,1001212,서대문구 서대문역_1,378,141630.0,12.0,3158278615.0,,,,
7692,2019,1,발달상권,1001211,동대문시장_1,2174,200869.0,35.0,30203412577.0,,,,
7693,2019,1,발달상권,1001210,시청역_2,16175,427050.0,58.0,21785621241.0,,,,
7694,2019,1,발달상권,1001209,서울시청,18067,449618.0,69.0,43102046585.0,,,,
7695,2019,1,발달상권,1001208,서울 중구 을지로3가역_2,24690,837785.0,41.0,42987735592.0,487.0,2.0,77.0,206803248.0
7696,2019,1,발달상권,1001207,서울 중구 신당역_2,3935,1106499.0,16.0,9080927728.0,286.0,1.0,17.0,106600000.0
7697,2019,1,발달상권,1001206,서대문구 서대문역_2,3320,670165.0,47.0,13517127413.0,878.0,3.0,54.0,146131481.0
7698,2019,1,발달상권,1001205,동대문역사문화공원역,1958,613920.0,50.0,17828537100.0,433.0,1.0,46.0,77500000.0
7699,2019,1,발달상권,1001204,서울 중구 을지로3가역_1,17794,1087255.0,68.0,29637564155.0,,,,
7700,2019,1,발달상권,1001203,명동거리,17311,1321767.0,206.0,149690097776.0,,,,
7701,2019,1,발달상권,1001202,롯데백화점,35154,349800.0,56.0,38327929964.0,,,,
7702,2019,1,발달상권,1001201,서울 중구 신당역_1,1100,1068763.0,27.0,21654914527.0,870.0,6.0,68.0,206903558.0
7703,2019,1,발달상권,1001200,북창동,8135,450533.0,62.0,30909064265.0,,,,
7704,2019,1,발달상권,1001199,서울 중구 충무로역_2,25323,1082978.0,65.0,28202043768.0,1434.0,2.0,72.0,186431328.0
7705,2019,1,발달상권,1001198,서울 강서구 송정역,633,411092.0,38.0,13300470724.0,2167.0,24.0,48.0,108424092.0
7706,2019,1,발달상권,1001197,장한평역_2,2933,543708.0,22.0,5264876155.0,1406.0,7.0,62.0,156576020.0
7707,2019,1,발달상권,1001196,시청역_1,49346,394389.0,58.0,31641943056.0,,,,
7708,2019,1,발달상권,1001195,왕십리역_2,1715,287517.0,26.0,10852240263.0,531.0,1.0,20.0,155000000.0
7709,2019,1,발달상권,1001194,서울 강서구 발산역,2123,293640.0,30.0,64335552818.0,,,,
7710,2019,1,발달상권,1001193,장한평역_1,2614,361695.0,35.0,13899159252.0,206.0,2.0,85.0,220642857.0
7711,2019,1,발달상권,1001192,서울 중구 충무로역_1,4871,539147.0,43.0,22516245682.0,773.0,2.0,49.0,152178571.0
7712,2019,1,발달상권,1001191,왕십리역_1,43,111954.0,3.0,1044083772.0,,,,
7713,2019,1,발달상권,1001190,장한평역,6926,131536.0,31.0,8580333982.0,1232.0,1.0,26.0,35333333.0
7714,2019,1,발달상권,1001189,서울 중구 명동역,8002,566105.0,63.0,9342492949.0,1257.0,2.0,65.0,199446429.0
