,기준_년_코드,기준_분기_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,총_유동인구_수,집객시설_수,당월_매출_금액,총 상주인구 수,아파트_단지_수,아파트_평균_면적,아파트_평균_시가
12042,2018,2,골목상권,1000922,삼성로69길,357,283177.0,11.0,16638341577.0,3430.0,65.0,55.0,214431817.0
12043,2018,2,골목상권,1000921,삼성로64길,522,267029.0,4.0,9493739607.0,3107.0,31.0,70.0,451780595.0
12044,2018,2,골목상권,1000920,삼성로63길,245,453293.0,12.0,11764598351.0,4313.0,86.0,51.0,192847333.0
12045,2018,2,골목상권,1000919,삼성로57길,846,475292.0,8.0,10999400123.0,1688.0,13.0,91.0,587762130.0
12046,2018,2,골목상권,1000918,삼성로147길,874,62103.0,3.0,3051698603.0,1257.0,21.0,75.0,366433718.0
12047,2018,2,골목상권,1000917,삼성로115길,256,138821.0,14.0,6724636626.0,2812.0,55.0,57.0,219281382.0
12048,2018,2,골목상권,1000916,봉은사로68길,204,57707.0,3.0,11063436628.0,1486.0,44.0,47.0,175131711.0
12049,2018,2,골목상권,1000915,봉은사로57길,1141,258263.0,4.0,3860131185.0,1553.0,47.0,62.0,240343874.0
12050,2018,2,골목상권,1000914,봉은사로43길,1058,424386.0,28.0,20391997641.0,3313.0,51.0,78.0,325254609.0
12051,2018,2,골목상권,1000913,봉은사로29길,138,249074.0,15.0,10209143462.0,1236.0,24.0,61.0,240063711.0
12052,2018,2,골목상권,1000912,봉은사로109길,329,52062.0,4.0,2142230993.0,2209.0,68.0,90.0,596760720.0
12053,2018,2,골목상권,1000911,도산대로89길,2258,110748.0,7.0,9202578436.0,1920.0,31.0,85.0,464982716.0
12054,2018,2,골목상권,1000910,도산대로81길,4192,140142.0,22.0,18144458405.0,929.0,22.0,159.0,997027146.0
12055,2018,2,골목상권,1000909,도산대로50길,2731,157248.0,2.0,7060738830.0,2236.0,21.0,80.0,367392212.0
12056,2018,2,골목상권,1000908,도산대로38길,163,143278.0,6.0,4114637898.0,1029.0,27.0,54.0,205705770.0
12057,2018,2,골목상권,1000907,도산대로30길,3304,320069.0,11.0,9349624377.0,908.0,12.0,70.0,255489571.0
12058,2018,2,골목상권,1000906,도산대로23길,1448,307667.0,4.0,3917362852.0,1529.0,17.0,53.0,216555018.0
12059,2018,2,골목상권,1000905,도산대로15길,1632,72112.0,1.0,7164108231.0,692.0,14.0,59.0,235108712.0
12060,2018,2,골목상권,1000904,도곡로37길,4197,438642.0,26.0,21747619582.0,5992.0,109.0,57.0,211464197.0
12061,2018,2,골목상권,1000903,논현로8길,783,92232.0,7.0,6104648004.0,3621.0,50.0,51.0,202077571.0
12062,2018,2,골목상권,1000902,논현로63길,3203,193308.0,9.0,11500647939.0,2557.0,46.0,76.0,298497483.0
12063,2018,2,골목상권,1000901,논현로28길,10510,78846.0,9.0,8459950990.0,,,,
12064,2018,2,골목상권,1000900,논현로26길,7670,200313.0,15.0,13412847497.0,1242.0,13.0,81.0,329061215.0
12065,2018,2,골목상권,1000898,논현로139길,2712,182481.0,3.0,11189419604.0,1328.0,40.0,106.0,467866255.0
12066,2018,2,골목상권,1000897,논현로123길,100,68432.0,3.0,2962365385.0,2087.0,31.0,46.0,167767407.0
12067,2018,2,골목상권,1000896,논현로115길,2806,603932.0,16.0,14135877375.0,3211.0,77.0,59.0,217074203.0
12068,2018,2,골목상권,1000895,논현로10길,2570,154738.0,6.0,7191374216.0,1578.0,31.0,60.0,236191761.0
12069,2018,2,골목상권,1000894,논현로106길,2765,251039.0,12.0,8987395518.0,2106.0,50.0,51.0,189800537.0
12070,2018,2,골목상권,1000893,남부순환로365길,171,159574.0,12.0,5692134827.0,3548.0,12.0,75.0,454376915.0
12071,2018,2,골목상권,1000891,개포로28길,296,87753.0,5.0,3956796250.0,2065.0,30.0,58.0,228520537.0
12072,2018,2,골목상권,1000890,개포로20길,4215,176941.0,10.0,6410901076.0,2369.0,35.0,55.0,211474632.0
12073,2018,2,골목상권,1000889,개포로17길,2622,243721.0,13.0,5268024810.0,3656.0,69.0,63.0,254710662.0
12074,2018,2,골목상권,1000888,강남대로140길,4005,116053.0,4.0,982914375.0,1873.0,14.0,68.0,351312298.0
12075,2018,2,골목상권,1000887,강남대로136길,1294,178881.0,7.0,15383308795.0,1237.0,31.0,154.0,600462892.0
12076,2018,2,골목상권,1000886,강남대로118길,588,157636.0,3.0,3389505442.0,1495.0,12.0,44.0,182183314.0
12077,2018,2,골목상권,1000885,서초중앙로8길,7653,179633.0,14.0,8559601288.0,2615.0,29.0,92.0,386052633.0
12078,2018,2,골목상권,1000884,방배중앙로21길,1297,61195.0,11.0,7168070222.0,2688.0,33.0,65.0,298225591.0
12079,2018,2,골목상권,1000883,효령로72길,204,200633.0,22.0,5919271552.0,2076.0,15.0,94.0,451178447.0
12080,2018,2,골목상권,1000882,효령로34길,37,92833.0,6.0,7047500427.0,1580.0,25.0,90.0,378220472.0
12081,2018,2,골목상권,1000881,효령로31길,1329,97146.0,6.0,3673483069.0,1784.0,38.0,58.0,246078091.0
12082,2018,2,골목상권,1000880,효령로23길,732,353097.0,4.0,3286849837.0,4565.0,86.0,57.0,230463246.0
12083,2018,2,골목상권,1000879,청두곶길,2220,173566.0,8.0,5430393459.0,3966.0,65.0,61.0,280965721.0
12084,2018,2,골목상권,1000878,주흥길,333,228694.0,1.0,2247587343.0,3998.0,62.0,45.0,174852827.0
12085,2018,2,골목상권,1000877,주흥15길,1480,368877.0,7.0,5909524881.0,2622.0,45.0,47.0,194718443.0
12086,2018,2,골목상권,1000876,언남길,1642,159993.0,3.0,7153331564.0,2078.0,33.0,53.0,221588158.0
12087,2018,2,골목상권,1000875,신반포로45길,451,251793.0,9.0,7592333422.0,2620.0,28.0,57.0,217861919.0
12088,2018,2,골목상권,1000874,서초대로8길,248,183034.0,7.0,174619949.0,3259.0,54.0,63.0,351764184.0
12089,2018,2,골목상권,1000873,서초대로64길,623,186265.0,10.0,3383704397.0,1735.0,10.0,77.0,350494124.0
12090,2018,2,골목상권,1000872,서초대로4길,652,327706.0,12.0,7449703268.0,3437.0,76.0,60.0,301080888.0
12091,2018,2,골목상권,1000871,서초대로25길,3904,237320.0,19.0,19342977201.0,1267.0,31.0,58.0,245652626.0
12092,2018,2,골목상권,1000870,서초대로23길,556,278239.0,27.0,12956204591.0,2659.0,36.0,62.0,275659955.0
12093,2018,2,골목상권,1000869,서초대로15길,1535,226174.0,6.0,4089592365.0,3302.0,93.0,51.0,240153860.0
12094,2018,2,골목상권,1000868,사평대로57길,177,473540.0,,1832532557.0,1264.0,22.0,46.0,197246769.0
12095,2018,2,골목상권,1000867,사평대로26길,13,49525.0,15.0,12974701826.0,133.0,5.0,122.0,548120000.0
12096,2018,2,골목상권,1000866,사평대로22길,1484,139397.0,19.0,25693014680.0,1519.0,51.0,98.0,347696800.0
12097,2018,2,골목상권,1000865,사임당로17길,1851,249453.0,10.0,6336386138.0,1067.0,19.0,82.0,303324533.0
12098,2018,2,골목상권,1000864,방배로42길,126,142349.0,17.0,11397752957.0,1013.0,24.0,79.0,319728894.0
12099,2018,2,골목상권,1000863,방배로35길,2371,228139.0,30.0,11339305365.0,1755.0,30.0,61.0,251198114.0
12100,2018,2,골목상권,1000862,방배로18길,77,205858.0,5.0,3337158359.0,1624.0,34.0,50.0,222548274.0
12101,2018,2,골목상권,1000861,반포대로9길,658,131721.0,8.0,6749871361.0,1649.0,35.0,71.0,258857796.0
12102,2018,2,골목상권,1000860,바우뫼로39길,2652,183210.0,6.0,6307902283.0,2775.0,52.0,67.0,254856010.0
12103,2018,2,골목상권,1000859,마방로2길,3850,185327.0,18.0,12162678558.0,1494.0,35.0,60.0,259086877.0
12104,2018,2,골목상권,1000858,방배천로4안길,1298,116112.0,7.0,8616370908.0,1197.0,29.0,51.0,214862101.0
12105,2018,2,골목상권,1000857,동산로19길,1298,143909.0,2.0,6926507740.0,2065.0,36.0,50.0,202974961.0
12106,2018,2,골목상권,1000856,동산로10길,2806,122942.0,15.0,5336726447.0,3496.0,65.0,67.0,268847972.0
12107,2018,2,골목상권,1000855,동광로39길,54,164706.0,16.0,11974044872.0,1640.0,45.0,111.0,432205621.0
12108,2018,2,골목상권,1000854,동광로1길,966,174563.0,11.0,12239284255.0,3335.0,61.0,58.0,227145420.0
12109,2018,2,골목상권,1000853,동광로12길,794,218791.0,9.0,4247555330.0,1330.0,13.0,66.0,264279154.0
12110,2018,2,골목상권,1000852,논현로27길,3588,270572.0,9.0,11484963985.0,1855.0,27.0,51.0,179974517.0
12111,2018,2,골목상권,1000851,논현로1길,550,87133.0,11.0,6686345350.0,3181.0,67.0,62.0,259839037.0
12112,2018,2,골목상권,1000850,남부순환로339길,13336,147161.0,7.0,8831648523.0,1580.0,40.0,58.0,226041060.0
12113,2018,2,골목상권,1000849,남부순환로325길,8261,401219.0,17.0,16436413608.0,2492.0,18.0,82.0,346808809.0
12114,2018,2,골목상권,1000848,남부순환로317길,1663,224673.0,10.0,21999943712.0,1704.0,38.0,74.0,260322970.0
12115,2018,2,골목상권,1000847,고무래로8길,6501,282812.0,32.0,27522005611.0,1998.0,19.0,123.0,532489509.0
12116,2018,2,골목상권,1000846,강남대로8길,2603,394144.0,8.0,13552302506.0,3675.0,64.0,50.0,202115263.0
12117,2018,2,골목상권,1000845,강남대로34길,1069,229272.0,7.0,8460512224.0,2632.0,53.0,55.0,204651632.0
12118,2018,2,골목상권,1000844,강남대로23길,7309,130990.0,3.0,6855222193.0,1073.0,24.0,70.0,247905403.0
12119,2018,2,골목상권,1000843,소담길,34,89619.0,6.0,1269008125.0,709.0,3.0,64.0,146111111.0
12120,2018,2,골목상권,1000842,원신길,297,122472.0,10.0,1768284174.0,1378.0,8.0,56.0,136594056.0
12121,2018,2,골목상권,1000840,양산길,356,109869.0,3.0,2964916510.0,1607.0,4.0,46.0,117901639.0
12122,2018,2,골목상권,1000839,호암로24길,788,762073.0,47.0,23168950600.0,2619.0,4.0,43.0,86700000.0
12123,2018,2,골목상권,1000838,호암로20길,55,436283.0,20.0,4057751491.0,3090.0,16.0,57.0,99087674.0
12124,2018,2,골목상권,1000837,행운길,21,371877.0,13.0,7517477972.0,4851.0,45.0,52.0,113972080.0
12125,2018,2,골목상권,1000836,행운1길,105,460110.0,12.0,3644603571.0,3330.0,21.0,54.0,131533921.0
12126,2018,2,골목상권,1000835,청림3길,74,221264.0,13.0,3648003281.0,4207.0,25.0,53.0,119232250.0
12127,2018,2,골목상권,1000834,청룡길,89,593558.0,21.0,8463287118.0,3440.0,28.0,59.0,154876786.0
12128,2018,2,골목상권,1000833,청룡8길,10,336682.0,11.0,3044626620.0,1867.0,25.0,55.0,132143440.0
12129,2018,2,골목상권,1000832,중앙길,260,280710.0,8.0,2890066803.0,3178.0,31.0,55.0,141863266.0
12130,2018,2,골목상권,1000831,조원중앙로2길,1189,321686.0,16.0,7358086595.0,4397.0,32.0,48.0,141340957.0
12131,2018,2,골목상권,1000830,조원로18길,1045,153808.0,9.0,5056297843.0,1778.0,15.0,47.0,123606370.0
12132,2018,2,골목상권,1000829,조원로10길,275,249884.0,13.0,8556535191.0,1761.0,11.0,48.0,119349380.0
12133,2018,2,골목상권,1000828,장군봉2길,400,192957.0,8.0,3944104869.0,1755.0,26.0,62.0,155791046.0
12134,2018,2,골목상권,1000827,장군봉1길,83,420078.0,26.0,12533034038.0,877.0,20.0,66.0,204042647.0
12135,2018,2,골목상권,1000826,인헌길,82,154147.0,14.0,2616978075.0,3077.0,71.0,57.0,131321812.0
12136,2018,2,골목상권,1000825,은천로25길,284,93819.0,7.0,2440849827.0,1515.0,21.0,61.0,173465048.0
12137,2018,2,골목상권,1000824,양녕로6길,822,323782.0,6.0,2362225171.0,4542.0,45.0,57.0,135352571.0
12138,2018,2,골목상권,1000823,신원로3길,25,225318.0,19.0,5275266617.0,2808.0,16.0,54.0,126418432.0
12139,2018,2,골목상권,1000822,신사로20길,44,137726.0,2.0,1219524904.0,1821.0,7.0,39.0,113741574.0
12140,2018,2,골목상권,1000820,신림로64길,242,328168.0,26.0,7259964367.0,1642.0,8.0,35.0,124931746.0
12141,2018,2,골목상권,1000819,신림로48길,69,131257.0,8.0,3412440096.0,2582.0,43.0,49.0,98780415.0
12142,2018,2,골목상권,1000818,신림로38길,60,162786.0,10.0,3485942276.0,1961.0,16.0,57.0,109658337.0
12143,2018,2,골목상권,1000817,신림로28길,328,118705.0,22.0,8117264896.0,2999.0,23.0,58.0,106467783.0
12144,2018,2,골목상권,1000816,신림로11길,470,304522.0,6.0,4025004721.0,4689.0,17.0,52.0,92796188.0
12145,2018,2,골목상권,1000815,신림동길,354,466160.0,14.0,6705595272.0,4077.0,26.0,39.0,115939188.0
12146,2018,2,골목상권,1000814,승방길,571,131729.0,13.0,3696424943.0,3137.0,64.0,68.0,213431951.0
12147,2018,2,골목상권,1000813,서림7길,289,394755.0,23.0,2550390609.0,4120.0,33.0,46.0,84384482.0
12148,2018,2,골목상권,1000812,봉천로33길,308,313077.0,7.0,4638534104.0,4001.0,34.0,60.0,163754711.0
12149,2018,2,골목상권,1000811,봉천로13길,318,73598.0,6.0,724449254.0,3831.0,39.0,58.0,127858995.0
12150,2018,2,골목상권,1000810,복은길,155,379453.0,13.0,2421913081.0,4146.0,39.0,49.0,93106074.0
12151,2018,2,골목상권,1000809,법원단지길,2,166658.0,11.0,4974104915.0,1339.0,21.0,48.0,119779208.0
12152,2018,2,골목상권,1000808,법원단지9길,87,334227.0,11.0,836662398.0,5261.0,119.0,48.0,98392089.0
12153,2018,2,골목상권,1000807,미성5길,77,104737.0,9.0,2766692897.0,4106.0,51.0,55.0,119146552.0
12154,2018,2,골목상권,1000806,대학길,75,410550.0,16.0,7178350037.0,1770.0,7.0,58.0,100780556.0
12155,2018,2,골목상권,1000805,대학14길,13,115777.0,20.0,646365681.0,2968.0,13.0,46.0,92669582.0
12156,2018,2,골목상권,1000804,당곡길,386,186954.0,13.0,8963253418.0,1805.0,13.0,60.0,137390338.0
12157,2018,2,골목상권,1000803,남현길,224,144479.0,3.0,3830309002.0,1961.0,19.0,58.0,167331241.0
12158,2018,2,골목상권,1000802,남현3길,270,506394.0,16.0,8359791350.0,1600.0,9.0,57.0,187477985.0
12159,2018,2,골목상권,1000800,남부순환로248길,251,82663.0,23.0,6900813583.0,1689.0,24.0,54.0,129393427.0
12160,2018,2,골목상권,1000799,남부순환로234길,173,209023.0,8.0,5156967055.0,1926.0,9.0,73.0,194024130.0
12161,2018,2,골목상권,1000798,남부순환로172길,1264,213155.0,10.0,5236321175.0,2629.0,22.0,51.0,128728450.0
12162,2018,2,골목상권,1000797,남부순환로161길,31,164482.0,16.0,6319666612.0,3934.0,30.0,61.0,147918701.0
12163,2018,2,골목상권,1000796,남부순환로151길,200,473951.0,22.0,10056145187.0,3364.0,32.0,53.0,134337371.0
12164,2018,2,골목상권,1000795,남부순환로142길,93,121674.0,19.0,8027513417.0,3516.0,43.0,42.0,135499271.0
12165,2018,2,골목상권,1000794,난향길,177,45997.0,9.0,5373188920.0,2591.0,26.0,61.0,112611976.0
12166,2018,2,골목상권,1000793,난우길,426,199515.0,10.0,5901868402.0,2396.0,32.0,57.0,116029771.0
12167,2018,2,골목상권,1000792,난곡로74길,117,346843.0,8.0,3055378973.0,1829.0,8.0,41.0,107400923.0
12168,2018,2,골목상권,1000791,난곡로34길,25,213586.0,16.0,5154451887.0,2583.0,46.0,53.0,130494689.0
12169,2018,2,골목상권,1000790,난곡로26길,141,98633.0,9.0,2496710978.0,3319.0,29.0,50.0,114742843.0
12170,2018,2,골목상권,1000789,난곡로24길,26,30066.0,7.0,519481559.0,2516.0,22.0,52.0,115221429.0
12171,2018,2,골목상권,1000788,낙성대역길,698,582444.0,6.0,3818204730.0,5272.0,76.0,53.0,127656610.0
12172,2018,2,골목상권,1000787,국회단지길,572,316908.0,11.0,838915771.0,5482.0,148.0,52.0,111736233.0
12173,2018,2,골목상권,1000786,구암길,88,203845.0,18.0,3424969034.0,2983.0,47.0,53.0,141882984.0
12174,2018,2,골목상권,1000785,관천로22길,19,184064.0,12.0,6481470364.0,4370.0,54.0,51.0,123148717.0
12175,2018,2,골목상권,1000784,관천로15길,150,130899.0,3.0,2503961870.0,4588.0,34.0,56.0,141255672.0
12176,2018,2,골목상권,1000783,관악로30길,187,149538.0,20.0,7322806802.0,2773.0,7.0,88.0,320077353.0
12177,2018,2,골목상권,1000782,관악로28길,151,121390.0,17.0,4302951080.0,3084.0,9.0,78.0,246124621.0
12178,2018,2,골목상권,1000781,관악로14길,464,466797.0,8.0,13145462856.0,1415.0,7.0,61.0,182204020.0
12179,2018,2,골목상권,1000780,관악로10길,223,445401.0,8.0,4097597762.0,4466.0,47.0,62.0,167305200.0
12180,2018,2,골목상권,1000779,흑석로9길,171,599613.0,6.0,9597621739.0,2024.0,21.0,70.0,222202403.0
12181,2018,2,골목상권,1000778,흑석로13길,149,475549.0,11.0,1938683056.0,669.0,5.0,131.0,428861010.0
12182,2018,2,골목상권,1000777,장승배기로27길,46,331015.0,10.0,2602883575.0,2342.0,5.0,55.0,220638095.0
12183,2018,2,골목상권,1000776,장승배기로19길,8,125477.0,8.0,1293645294.0,2471.0,16.0,54.0,192569742.0
12184,2018,2,골목상권,1000774,여의대방로46길,465,242744.0,12.0,7357106643.0,2881.0,15.0,63.0,275426983.0
12185,2018,2,골목상권,1000773,여의대방로24길,18249,232052.0,12.0,5747991895.0,2874.0,36.0,57.0,165243199.0
12186,2018,2,골목상권,1000772,여의대방로22카길,306,141224.0,20.0,4317269725.0,3175.0,35.0,56.0,135950486.0
12187,2018,2,골목상권,1000771,여의대방로22나길,129,107304.0,6.0,1222872260.0,2470.0,20.0,59.0,147717033.0
12188,2018,2,골목상권,1000770,여의대방로22길,248,70144.0,4.0,1078798326.0,2361.0,20.0,56.0,127053022.0
12189,2018,2,골목상권,1000769,양녕로26길,135,209320.0,13.0,5081710817.0,1774.0,24.0,59.0,173397540.0
12190,2018,2,골목상권,1000768,신대방길,99,200071.0,19.0,11069111440.0,3934.0,20.0,42.0,121303807.0
12191,2018,2,골목상권,1000767,성대로29길,3,62078.0,7.0,879202740.0,2095.0,24.0,56.0,132133559.0
12192,2018,2,골목상권,1000766,성대로1길,343,85327.0,26.0,7483592941.0,1099.0,12.0,48.0,115802100.0
12193,2018,2,골목상권,1000765,서달로8가길,247,480025.0,9.0,7445549084.0,623.0,1.0,38.0,243866667.0
12194,2018,2,골목상권,1000763,서달로14길,42,224656.0,2.0,796296816.0,,,,
12195,2018,2,골목상권,1000762,서달로10길,66,206914.0,1.0,307433705.0,1796.0,17.0,55.0,227596190.0
12196,2018,2,골목상권,1000761,상도로62길,185,643963.0,29.0,16430422388.0,2889.0,40.0,49.0,144897453.0
12197,2018,2,골목상권,1000760,상도로61길,46,355095.0,15.0,17257499303.0,2302.0,8.0,61.0,187757298.0
12198,2018,2,골목상권,1000759,상도로47길,46,84488.0,8.0,2713509202.0,3957.0,88.0,56.0,150271603.0
12199,2018,2,골목상권,1000758,상도로37길,1920,32488.0,12.0,7460910686.0,1317.0,17.0,54.0,157628357.0
12200,2018,2,골목상권,1000757,상도로15길,359,303702.0,26.0,8909892665.0,3868.0,54.0,52.0,147495584.0
12201,2018,2,골목상권,1000756,사당로8길,121,135260.0,13.0,4669516591.0,2590.0,46.0,51.0,141312526.0
12202,2018,2,골목상권,1000755,사당로30길,298,560035.0,10.0,4711111359.0,1036.0,5.0,53.0,163465000.0
12203,2018,2,골목상권,1000754,사당로2차길,113,168545.0,8.0,1588936223.0,3135.0,35.0,54.0,168274910.0
12204,2018,2,골목상권,1000753,사당로29길,26,32563.0,11.0,2520280658.0,2554.0,24.0,43.0,140670002.0
12205,2018,2,골목상권,1000752,사당로26길,260,194541.0,3.0,1589355441.0,2885.0,34.0,49.0,151583613.0
12206,2018,2,골목상권,1000751,사당로23나길,141,48270.0,5.0,1170831102.0,1017.0,11.0,57.0,146314935.0
12207,2018,2,골목상권,1000750,사당로23길,16,123158.0,5.0,1026541794.0,1533.0,9.0,85.0,429397760.0
12208,2018,2,골목상권,1000749,사당로20길,194,90339.0,1.0,1339077801.0,2665.0,28.0,46.0,155943597.0
12209,2018,2,골목상권,1000748,사당로16길,135,254674.0,12.0,3683259164.0,3406.0,33.0,50.0,158012141.0
12210,2018,2,골목상권,1000747,사당로16가길,772,109781.0,10.0,2379747099.0,2218.0,43.0,55.0,166764580.0
12211,2018,2,골목상권,1000746,만양로8길,95,500228.0,38.0,5065995274.0,3580.0,29.0,58.0,159129476.0
12212,2018,2,골목상권,1000745,만양로14길,347,303422.0,36.0,5371346458.0,923.0,4.0,45.0,148003095.0
12213,2018,2,골목상권,1000744,등용로14길,670,187490.0,28.0,6419795389.0,1955.0,14.0,69.0,220410241.0
12214,2018,2,골목상권,1000743,동작대로7길,1829,510060.0,24.0,12293090062.0,3409.0,34.0,41.0,142752280.0
12215,2018,2,골목상권,1000742,동작대로35길,945,111382.0,11.0,1088488728.0,2426.0,38.0,56.0,176207703.0
12216,2018,2,골목상권,1000741,동작대로33길,106,304227.0,14.0,8166188827.0,2605.0,24.0,48.0,144724994.0
12217,2018,2,골목상권,1000740,동작대로29길,38,122536.0,14.0,4702214576.0,858.0,4.0,75.0,287802083.0
12218,2018,2,골목상권,1000739,동작대로17길,1402,262764.0,18.0,12386347364.0,2385.0,23.0,53.0,154465006.0
12219,2018,2,골목상권,1000738,대방동2길,462,211438.0,21.0,6966102176.0,3514.0,59.0,62.0,145119260.0
12220,2018,2,골목상권,1000737,대방동27길,125,207687.0,13.0,4893425646.0,4219.0,47.0,60.0,157871632.0
12221,2018,2,골목상권,1000736,노량진로6길,100,107733.0,2.0,1174993945.0,3275.0,47.0,54.0,184973262.0
12222,2018,2,골목상권,1000735,국사봉길,48,260098.0,20.0,901612200.0,3970.0,63.0,54.0,143538763.0
12223,2018,2,골목상권,1000734,국사봉2길,50,142579.0,5.0,1720627991.0,1387.0,20.0,64.0,162375625.0
12224,2018,2,골목상권,1000733,국사봉1길,9,270146.0,21.0,7040186103.0,3356.0,42.0,57.0,154530278.0
12225,2018,2,골목상권,1000732,영신로9길,344,270844.0,14.0,6279487229.0,2614.0,29.0,50.0,111380301.0
12226,2018,2,골목상권,1000731,영등포로84길,378,510391.0,23.0,10546605148.0,2588.0,14.0,51.0,116020032.0
12227,2018,2,골목상권,1000730,영등포로80길,55,343244.0,11.0,1604401424.0,2263.0,10.0,62.0,148575568.0
12228,2018,2,골목상권,1000729,영등포로62길,7,146756.0,3.0,1268675568.0,1639.0,28.0,49.0,123756668.0
12229,2018,2,골목상권,1000728,영등포로35길,89,141452.0,23.0,9162684734.0,1194.0,4.0,24.0,118971230.0
12230,2018,2,골목상권,1000727,영등포로27길,301,109888.0,10.0,12463723600.0,1895.0,12.0,30.0,128106116.0
12231,2018,2,골목상권,1000724,여의대방로43나길,957,214846.0,12.0,5611213510.0,3543.0,9.0,68.0,230965263.0
12232,2018,2,골목상권,1000723,여의대방로39길,7,96591.0,11.0,2765919538.0,369.0,1.0,56.0,116375000.0
12233,2018,2,골목상권,1000722,여의대방로35길,876,185285.0,15.0,2054019827.0,1480.0,10.0,57.0,181174728.0
12234,2018,2,골목상권,1000721,양평로28길,624,137030.0,8.0,1716661678.0,4052.0,23.0,57.0,189692474.0
12235,2018,2,골목상권,1000720,양평로22라길,29,67185.0,6.0,4977360048.0,1570.0,8.0,41.0,142639557.0
12236,2018,2,골목상권,1000719,양평로19길,4563,316144.0,17.0,19062392837.0,2980.0,7.0,66.0,212151064.0
12237,2018,2,골목상권,1000718,신길로60길,497,306916.0,12.0,5880434032.0,3034.0,57.0,53.0,119704073.0
12238,2018,2,골목상권,1000717,신길로42길,376,188328.0,7.0,1882707955.0,2773.0,49.0,111.0,178582739.0
12239,2018,2,골목상권,1000716,신길로42가길,99,404760.0,10.0,635515088.0,4050.0,33.0,48.0,137787923.0
12240,2018,2,골목상권,1000715,신길로39길,129,166317.0,4.0,633894163.0,2022.0,7.0,48.0,152150510.0
12241,2018,2,골목상권,1000714,신길로17길,52,72156.0,6.0,6306383122.0,2423.0,15.0,50.0,136723030.0
12242,2018,2,골목상권,1000713,선유서로28길,389,202562.0,4.0,1304882261.0,939.0,3.0,80.0,261052154.0
12243,2018,2,골목상권,1000712,선유서로25길,2563,92480.0,12.0,10898500969.0,3372.0,20.0,64.0,201194242.0
12244,2018,2,골목상권,1000711,선유서로24길,365,167331.0,10.0,2934355446.0,1323.0,1.0,72.0,223789474.0
12245,2018,2,골목상권,1000710,선유로55길,2479,289580.0,25.0,6101422007.0,2914.0,34.0,41.0,126141807.0
12246,2018,2,골목상권,1000709,디지털로74길,46,84894.0,7.0,2805002103.0,90.0,2.0,61.0,112333333.0
12247,2018,2,골목상권,1000708,디지털로57길,10,348863.0,22.0,9544412980.0,1478.0,17.0,49.0,104470168.0
12248,2018,2,골목상권,1000707,디지털로37길,215,360345.0,12.0,19204016709.0,1399.0,10.0,57.0,103320278.0
12249,2018,2,골목상권,1000706,도신로62길,189,350211.0,3.0,3531308703.0,1691.0,13.0,52.0,123923424.0
12250,2018,2,골목상권,1000705,도신로60길,64,459201.0,25.0,6229713988.0,,,,
12251,2018,2,골목상권,1000704,도신로29길,81,223772.0,12.0,3619086997.0,1632.0,15.0,48.0,115618831.0
12252,2018,2,골목상권,1000703,도신로15길,85,262054.0,11.0,5321635461.0,3667.0,23.0,46.0,119836866.0
12253,2018,2,골목상권,1000702,도림천로21길,88,297567.0,3.0,4806582322.0,2531.0,11.0,41.0,107743204.0
12254,2018,2,골목상권,1000701,도림로63길,30,244588.0,2.0,2110068446.0,834.0,7.0,49.0,119796537.0
12255,2018,2,골목상권,1000700,도림로147길,1783,150261.0,7.0,3626881323.0,,,,
12256,2018,2,골목상권,1000699,도림로112길,27,254241.0,3.0,2094547549.0,2239.0,8.0,54.0,129213542.0
12257,2018,2,골목상권,1000698,대림로8길,1910,693531.0,16.0,7594510867.0,3090.0,24.0,52.0,111603469.0
12258,2018,2,골목상권,1000697,대림로7길,10,120823.0,7.0,2847378087.0,1053.0,6.0,54.0,134894444.0
12259,2018,2,골목상권,1000696,대림로44길,29,230537.0,11.0,7541206319.0,2383.0,21.0,51.0,121658560.0
12260,2018,2,골목상권,1000695,대림로34길,192,460405.0,8.0,4840299386.0,2848.0,30.0,53.0,121171065.0
12261,2018,2,골목상권,1000694,대림로31길,1055,141672.0,8.0,3469870238.0,2403.0,53.0,45.0,87358285.0
12262,2018,2,골목상권,1000693,대림로29길,1809,607512.0,33.0,24787390871.0,1916.0,11.0,49.0,107971248.0
12263,2018,2,골목상권,1000692,대림로22길,377,266226.0,11.0,3287935176.0,4375.0,15.0,73.0,226431481.0
12264,2018,2,골목상권,1000691,당산로46길,4383,305488.0,24.0,9769810826.0,2120.0,30.0,38.0,129088541.0
12265,2018,2,골목상권,1000690,당산로38길,164,241619.0,17.0,8707278715.0,1796.0,11.0,43.0,121053030.0
12266,2018,2,골목상권,1000689,당산로37길,4244,148731.0,13.0,7509458093.0,1346.0,5.0,54.0,189857831.0
12267,2018,2,골목상권,1000688,당산로31길,4394,112606.0,10.0,8490671634.0,977.0,8.0,55.0,190588889.0
12268,2018,2,골목상권,1000687,국회대로56길,1741,197911.0,19.0,8534237084.0,2583.0,13.0,41.0,131073277.0
12269,2018,2,골목상권,1000686,경인로90길,314,82966.0,3.0,2372782300.0,,,,
12270,2018,2,골목상권,1000685,경인로80길,1576,80895.0,3.0,6020219926.0,141.0,1.0,74.0,140333333.0
12271,2018,2,골목상권,1000684,경인로77길,709,284524.0,16.0,2642605020.0,,,,
